Model,qsc_R2_log10,qsc_MAE_log10,invc_R2_log10,invc_MAE_log10,foms_direct_R2_log10,foms_direct_MAE_log10,consistency_pearson,consistency_spearman
Random Forest (independent x3),0.9953±0.0001,0.0472±0.0005,0.9970±0.0001,0.0216±0.0002,0.9903±0.0001,0.1029±0.0005,0.9828±0.0003,0.9919±0.0001
