n,epsilon,dd,hh,Qsc_MACRS,inv_C_start,inv_C_end,invC_sum,FOMS,FOMS_norm_n,FOMS_norm_ne,logQ,logInvC,logFOMS,logFOMS_norm_n,logFOMS_norm_ne
32,3,5.0000000000e-01,2.5000000000e-01,2.5023200000e-12,4.5526600000e+11,4.5514800000e+11,9.1041400000e+11,9.6977400000e-07,3.0305437500e-08,1.0101812500e-08,-2.3203314306e+01,1.1959238928e+01,-6.0133294637e+00,-7.5184794420e+00,-7.9956006967e+00
32,3,5.0000000000e-01,5.0000000000e-01,1.5289200000e-13,7.2764700000e+11,7.2763300000e+11,1.4552800000e+12,5.7870800000e-09,1.8084625000e-10,6.0282083333e-11,-2.5631230476e+01,1.2162946561e+01,-8.2375405140e+00,-9.7426904923e+00,-1.0219811747e+01
32,3,5.0000000000e-01,1.0000000000e+00,3.3598100000e-14,1.0556000000e+12,1.0555900000e+12,2.1111900000e+12,4.0541800000e-10,1.2669312500e-11,4.2231041667e-12,-2.6947370563e+01,1.2324527320e+01,-9.3920969731e+00,-1.0897246951e+01,-1.1374368206e+01
32,3,1.0000000000e+00,3.9062500000e-03,5.8276900000e-10,2.0739074798e+10,4.0832769824e+10,6.1571844622e+10,3.5573060000e-03,1.1116581250e-04,3.7055270833e-05,-1.8469007117e+01,1.0789382165e+01,-2.4488787751e+00,-3.9540287535e+00,-4.4311500082e+00
32,3,1.0000000000e+00,7.8125000000e-03,4.3563200000e-10,3.8058270583e+10,5.5764345889e+10,9.3822616472e+10,3.0289520000e-03,9.4654750000e-05,3.1551583333e-05,-1.8721760452e+01,1.0972307540e+01,-2.5187076089e+00,-4.0238575872e+00,-4.5009788419e+00
32,3,1.0000000000e+00,1.5625000000e-02,2.5371500000e-10,6.8387624233e+10,8.0449463432e+10,1.4883708766e+11,1.6298510000e-03,5.0932843750e-05,1.6977614583e-05,-1.9191307712e+01,1.1172711163e+01,-2.7878520967e+00,-4.2930020750e+00,-4.7701233298e+00
32,3,1.0000000000e+00,3.1250000000e-02,9.7952400000e-11,1.2107900000e+11,1.2677000000e+11,2.4784900000e+11,4.0454200000e-04,1.2641937500e-05,4.2139791667e-06,-2.0017969837e+01,1.1394187171e+01,-3.3930363828e+00,-4.8981863611e+00,-5.3753076158e+00
32,3,1.0000000000e+00,6.2500000000e-02,1.8598800000e-11,2.1223100000e+11,2.1361000000e+11,4.2584100000e+11,2.5059100000e-05,7.8309687500e-07,2.6103229167e-07,-2.1461030151e+01,1.1629247473e+01,-4.6010345308e+00,-6.1061845091e+00,-6.5833057638e+00
32,3,1.0000000000e+00,1.2500000000e-01,1.1029300000e-12,3.6502700000e+11,3.6513600000e+11,7.3016300000e+11,1.5109900000e-07,4.7218437500e-09,1.5739479167e-09,-2.3914904100e+01,1.1863419822e+01,-6.8207384099e+00,-8.3258883882e+00,-8.8030096429e+00
32,3,1.0000000000e+00,2.5000000000e-01,3.1743200000e-14,5.9876500000e+11,5.9876500000e+11,1.1975300000e+12,2.0527300000e-10,6.4147812500e-12,2.1382604167e-12,-2.6996698589e+01,1.2078286402e+01,-9.6876681706e+00,-1.1192818149e+01,-1.1669939404e+01
32,3,1.0000000000e+00,5.0000000000e-01,6.1449300000e-14,9.0443600000e+11,9.0442800000e+11,1.8088640000e+12,1.1619500000e-09,3.6310937500e-11,1.2103645833e-11,-2.6422966120e+01,1.2257405916e+01,-8.9348125597e+00,-1.0439962538e+01,-1.0917083793e+01
32,3,1.0000000000e+00,1.0000000000e+00,1.3950800000e-14,1.2220300000e+12,1.2220200000e+12,2.4440500000e+12,8.0920100000e-11,2.5287531250e-12,8.4291770833e-13,-2.7710801775e+01,1.2388110086e+01,-1.0091943589e+01,-1.1597093568e+01,-1.2074214822e+01
32,5,3.1250000000e-02,3.9062500000e-03,2.5771000000e-09,4.1391972430e+09,1.9654555636e+10,2.3793752879e+10,2.6882573000e-02,8.4008040625e-04,1.6801608125e-04,-1.7177737458e+01,1.0376462947e+01,-1.5705291662e+00,-3.0756791445e+00,-3.7746491488e+00
32,5,3.1250000000e-02,7.8125000000e-03,2.3344100000e-09,8.1017352890e+09,2.6122192482e+10,3.4223927771e+10,3.1727204000e-02,9.9147512500e-04,1.9829502500e-04,-1.7263645730e+01,1.0534329851e+01,-1.4985681990e+00,-3.0037181773e+00,-3.7026881816e+00
32,5,3.1250000000e-02,1.5625000000e-02,1.9310800000e-09,1.5727483248e+10,3.4316403036e+10,5.0043886284e+10,3.1746671000e-02,9.9208346875e-04,1.9841669375e-04,-1.7428399468e+01,1.0699351029e+01,-1.4983018087e+00,-3.0034517870e+00,-3.7024217914e+00
32,5,3.1250000000e-02,3.1250000000e-02,1.4420100000e-09,3.0211128652e+10,4.8513362332e+10,7.8724490984e+10,2.7847836000e-02,8.7024487500e-04,1.7404897500e-04,-1.7682063456e+01,1.0896109861e+01,-1.5552085473e+00,-3.0603585257e+00,-3.7593285300e+00
32,5,3.1250000000e-02,6.2500000000e-02,9.2749800000e-10,5.7522643015e+10,7.4328361427e+10,1.3185100444e+11,1.9295461000e-02,6.0298315625e-04,1.2059663125e-04,-1.8065374036e+01,1.1120083443e+01,-1.7145448410e+00,-3.2196948193e+00,-3.9186648236e+00
32,5,3.1250000000e-02,1.2500000000e-01,5.1033800000e-10,1.0866000000e+11,1.2322400000e+11,2.3188400000e+11,1.0273834000e-02,3.2105731250e-04,6.4211462500e-05,-1.8584284185e+01,1.1365270783e+01,-1.9882674557e+00,-3.4934174340e+00,-4.1923874383e+00
32,5,3.1250000000e-02,2.5000000000e-01,2.2998100000e-10,2.0154200000e+11,2.1232900000e+11,4.1387100000e+11,3.7238740000e-03,1.1637106250e-04,2.3274212500e-05,-1.9276616084e+01,1.1616864996e+01,-2.4290050221e+00,-3.9341550004e+00,-4.6331250048e+00
32,5,3.1250000000e-02,5.0000000000e-01,9.8057000000e-11,3.6038300000e+11,3.6816300000e+11,7.2854600000e+11,1.1916810000e-03,3.7240031250e-05,7.4480062500e-06,-2.0017042796e+01,1.1862456978e+01,-2.9238399849e+00,-4.4289899633e+00,-5.1279599676e+00
32,5,3.1250000000e-02,1.0000000000e+00,3.6026400000e-11,6.0413800000e+11,6.0864800000e+11,1.2127860000e+12,2.6777700000e-04,8.3680312500e-06,1.6736062500e-06,-2.0886758267e+01,1.2083784175e+01,-3.5722267283e+00,-5.0773767066e+00,-5.7763467110e+00
32,5,6.2500000000e-02,3.9062500000e-03,2.2542700000e-09,4.6636969110e+09,2.0820081815e+10,2.5483778726e+10,2.2030387000e-02,6.8844959375e-04,1.3768991875e-04,-1.7293988137e+01,1.0406263825e+01,-1.6569778737e+00,-3.1621278520e+00,-3.8610978563e+00
32,5,6.2500000000e-02,7.8125000000e-03,2.0369900000e-09,9.1057962070e+09,2.7925001690e+10,3.7030797897e+10,2.6138777000e-02,8.1683678125e-04,1.6336735625e-04,-1.7382022206e+01,1.0568563070e+01,-1.5827147364e+00,-3.0878647147e+00,-3.7868347190e+00
32,5,6.2500000000e-02,1.5625000000e-02,1.6793100000e-09,1.7624513337e+10,3.7053695368e+10,5.4678208705e+10,2.6231372000e-02,8.1973037500e-04,1.6394607500e-04,-1.7549738252e+01,1.0737814278e+01,-1.5811789936e+00,-3.0863289719e+00,-3.7852989762e+00
32,5,6.2500000000e-02,3.1250000000e-02,1.2374500000e-09,3.3705925049e+10,5.2483670010e+10,8.6189595059e+10,2.2452159000e-02,7.0162996875e-04,1.4032599375e-04,-1.7814944680e+01,1.0935454840e+01,-1.6487418909e+00,-3.1538918692e+00,-3.8528618735e+00
32,5,6.2500000000e-02,6.2500000000e-02,7.6876700000e-10,6.3783876635e+10,8.0292956966e+10,1.4407683360e+11,1.4485368000e-02,4.5266775000e-04,9.0533550000e-05,-1.8228410535e+01,1.1158594155e+01,-1.8390704671e+00,-3.3442204454e+00,-4.0431904497e+00
32,5,6.2500000000e-02,1.2500000000e-01,3.9004000000e-10,1.1942800000e+11,1.3246200000e+11,2.5189000000e+11,6.5188980000e-03,2.0371556250e-04,4.0743112500e-05,-1.8817781704e+01,1.1401210926e+01,-2.1858258142e+00,-3.6909757926e+00,-4.3899457969e+00
32,5,6.2500000000e-02,2.5000000000e-01,1.4727400000e-10,2.1929300000e+11,2.2737600000e+11,4.4666900000e+11,1.6480940000e-03,5.1502937500e-05,1.0300587500e-05,-1.9663747835e+01,1.1649985812e+01,-2.7830180217e+00,-4.2881680000e+00,-4.9871380044e+00
32,5,6.2500000000e-02,5.0000000000e-01,4.0016800000e-11,3.8747000000e+11,3.9119600000e+11,7.7866600000e+11,2.1212000000e-04,6.6287500000e-06,1.3257500000e-06,-2.0795515287e+01,1.1891351212e+01,-3.6734183816e+00,-5.1785683599e+00,-5.8775383642e+00
32,5,6.2500000000e-02,1.0000000000e+00,8.9333400000e-12,6.4156000000e+11,6.4276600000e+11,1.2843260000e+12,1.7436100000e-05,5.4487812500e-07,1.0897562500e-07,-2.2097972273e+01,1.2108675275e+01,-4.7585506489e+00,-6.2637006272e+00,-6.9626706315e+00
32,5,1.2500000000e-01,3.9062500000e-03,1.7954900000e-09,5.6976119860e+09,2.2899865553e+10,2.8597477539e+10,1.5683440000e-02,4.9010750000e-04,9.8021500000e-05,-1.7491634019e+01,1.0456327728e+01,-1.8045586732e+00,-3.3097086515e+00,-4.0086786559e+00
32,5,1.2500000000e-01,7.8125000000e-03,1.6080800000e-09,1.1070102441e+10,3.0858723812e+10,4.1928826253e+10,1.8444818000e-02,5.7640056250e-04,1.1528011250e-04,-1.7587384699e+01,1.0622512705e+01,-1.7341256257e+00,-3.2392756040e+00,-3.9382456084e+00
32,5,1.2500000000e-01,1.5625000000e-02,1.3075500000e-09,2.1217036061e+10,4.1209011994e+10,6.2426048055e+10,1.8156390000e-02,5.6738718750e-04,1.1347743750e-04,-1.7767083390e+01,1.0795365842e+01,-1.7409704972e+00,-3.2461204755e+00,-3.9450904798e+00
32,5,1.2500000000e-01,3.1250000000e-02,9.2679400000e-10,4.0205069325e+10,5.8597197808e+10,9.8802267133e+10,1.4437080000e-02,4.5115875000e-04,9.0231750000e-05,-1.8066033573e+01,1.0994766910e+01,-1.8405206370e+00,-3.3456706153e+00,-4.0446406196e+00
32,5,1.2500000000e-01,6.2500000000e-02,5.2873400000e-10,7.5140003271e+10,8.9752161514e+10,1.6489216478e+11,7.8418900000e-03,2.4505906250e-04,4.9011812500e-05,-1.8553525523e+01,1.1217200020e+01,-2.1055792539e+00,-3.6107292323e+00,-4.3096992366e+00
32,5,1.2500000000e-01,1.2500000000e-01,2.2561500000e-10,1.3865100000e+11,1.4825000000e+11,2.8690100000e+11,2.4843580000e-03,7.7636187500e-05,1.5527237500e-05,-1.9293264059e+01,1.1457732062e+01,-2.6047858214e+00,-4.1099357998e+00,-4.8089058041e+00
32,5,1.2500000000e-01,2.5000000000e-01,5.6034000000e-11,2.5023500000e+11,2.5419400000e+11,5.0442900000e+11,2.6943200000e-04,8.4197500000e-06,1.6839500000e-06,-2.0503096748e+01,1.1702800047e+01,-3.5695508251e+00,-5.0747008034e+00,-5.7736708078e+00
32,5,1.2500000000e-01,5.0000000000e-01,5.7528300000e-12,4.3399600000e+11,4.3478800000e+11,8.6878400000e+11,4.8912700000e-06,1.5285218750e-07,3.0570437500e-08,-2.2480236919e+01,1.1938911814e+01,-5.3105783633e+00,-6.8157283416e+00,-7.5146983459e+00
32,5,1.2500000000e-01,1.0000000000e+00,3.1213300000e-13,7.0475500000e+11,7.0480200000e+11,1.4095570000e+12,2.3361900000e-08,7.3005937500e-10,1.4601187500e-10,-2.5011320627e+01,1.2149082643e+01,-7.6314918394e+00,-9.1366418177e+00,-9.8356118220e+00
32,5,2.5000000000e-01,3.9062500000e-03,1.2606400000e-09,7.7159073240e+09,2.6318886015e+10,3.4034793339e+10,9.2014150000e-03,2.8754421875e-04,5.7508843750e-05,-1.7798817834e+01,1.0531923118e+01,-2.0361453814e+00,-3.5412953597e+00,-4.2402653641e+00
32,5,2.5000000000e-01,7.8125000000e-03,1.1026000000e-09,1.4851608109e+10,3.5360769983e+10,5.0212378092e+10,1.0384706000e-02,3.2452206250e-04,6.4904412500e-05,-1.7915164024e+01,1.0700810790e+01,-1.9836057942e+00,-3.4887557725e+00,-4.1877257769e+00
32,5,2.5000000000e-01,1.5625000000e-02,8.5627100000e-10,2.8077813996e+10,4.7567479367e+10,7.5645293363e+10,9.4351870000e-03,2.9484959375e-04,5.8969918750e-05,-1.8134777529e+01,1.0878781911e+01,-2.0252494879e+00,-3.5303994663e+00,-4.2293694706e+00
32,5,2.5000000000e-01,3.1250000000e-02,5.5999100000e-10,5.2077891412e+10,6.8226672337e+10,1.2030456375e+11,6.4178630000e-03,2.0055821875e-04,4.0111643750e-05,-1.8503637906e+01,1.1080282103e+01,-2.1926095579e+00,-3.6977595362e+00,-4.3967295405e+00
32,5,2.5000000000e-01,6.2500000000e-02,2.6868400000e-10,9.5395710888e+10,1.0599500000e+11,2.0139071089e+11,2.4732640000e-03,7.7289500000e-05,1.5457900000e-05,-1.9141516390e+01,1.1304039435e+01,-2.6067295239e+00,-4.1118795022e+00,-4.8108495066e+00
32,5,2.5000000000e-01,1.2500000000e-01,8.0303200000e-11,1.7232400000e+11,1.7718900000e+11,3.4951300000e+11,3.8342000000e-04,1.1981875000e-05,2.3963750000e-06,-2.0190534296e+01,1.1543463334e+01,-3.4163252371e+00,-4.9214752155e+00,-5.6204452198e+00
32,5,2.5000000000e-01,2.5000000000e-01,7.5043800000e-12,3.0392600000e+11,3.0481400000e+11,6.0874000000e+11,5.8318700000e-06,1.8224593750e-07,3.6449187500e-08,-2.2249370365e+01,1.1784431840e+01,-5.2341921656e+00,-6.7393421439e+00,-7.4383121482e+00
32,5,2.5000000000e-01,5.0000000000e-01,3.4558300000e-12,5.1374700000e+11,5.1345300000e+11,1.0272000000e+12,2.0869100000e-06,6.5215937500e-08,1.3043187500e-08,-2.2922895259e+01,1.2011655011e+01,-5.6804962799e+00,-7.1856462582e+00,-7.8846162626e+00
32,5,2.5000000000e-01,1.0000000000e+00,4.5261200000e-13,8.0701700000e+11,8.0696800000e+11,1.6139850000e+12,5.6246900000e-08,1.7577156250e-09,3.5154312500e-10,-2.4688547872e+01,1.2207899494e+01,-7.2499014083e+00,-8.7550513866e+00,-9.4540213910e+00
32,5,5.0000000000e-01,3.9062500000e-03,7.6461800000e-10,1.1581362568e+10,3.1361134107e+10,4.2942496675e+10,4.2709270000e-03,1.3346646875e-04,2.6693293750e-05,-1.8233110965e+01,1.0632887291e+01,-2.3694778516e+00,-3.8746278299e+00,-4.5735978343e+00
32,5,5.0000000000e-01,7.8125000000e-03,6.3727900000e-10,2.1892163314e+10,4.2018503823e+10,6.3910667137e+10,4.4154800000e-03,1.3798375000e-04,2.7596750000e-05,-1.8391340785e+01,1.0805573351e+01,-2.3550220780e+00,-3.8601720564e+00,-4.5591420607e+00
32,5,5.0000000000e-01,1.5625000000e-02,4.5383300000e-10,4.0448180544e+10,5.7626937902e+10,9.8075118446e+10,3.4363400000e-03,1.0738562500e-04,2.1477125000e-05,-1.8686207856e+01,1.0991558841e+01,-2.4639038725e+00,-3.9690538509e+00,-4.6680238552e+00
32,5,5.0000000000e-01,3.1250000000e-02,2.4878100000e-10,7.3232331820e+10,8.4909401858e+10,1.5814173368e+11,1.6650500000e-03,5.2032812500e-05,1.0406562500e-05,-1.9208365582e+01,1.1199046496e+01,-2.7785727205e+00,-4.2837226988e+00,-4.9826927031e+00
32,5,5.0000000000e-01,6.2500000000e-02,8.8409100000e-11,1.3094000000e+11,1.3658600000e+11,2.6752600000e+11,3.5571800000e-04,1.1116187500e-05,2.2232375000e-06,-2.0107006061e+01,1.1427365996e+01,-3.4488941581e+00,-4.9540441365e+00,-5.6530141408e+00
32,5,5.0000000000e-01,1.2500000000e-01,1.3727700000e-11,2.3096400000e+11,2.3230700000e+11,4.6327100000e+11,1.4851700000e-05,4.6411562500e-07,9.2823125000e-08,-2.1724804441e+01,1.1665835115e+01,-4.8282238320e+00,-6.3333738103e+00,-7.0323438146e+00
32,5,5.0000000000e-01,2.5000000000e-01,3.4231900000e-12,3.9650600000e+11,3.9623000000e+11,7.9273600000e+11,1.5802900000e-06,4.9384062500e-08,9.8768125000e-09,-2.2931137990e+01,1.1899128581e+01,-5.8012632081e+00,-7.3064131864e+00,-8.0053831907e+00
32,5,5.0000000000e-01,5.0000000000e-01,2.0611000000e-13,6.4427800000e+11,6.4425200000e+11,1.2885300000e+12,9.3118700000e-09,2.9099593750e-10,5.8199187500e-11,-2.5371801873e+01,1.2110094534e+01,-8.0309630957e+00,-9.5361130740e+00,-1.0235083078e+01
32,5,5.0000000000e-01,1.0000000000e+00,6.1679800000e-14,9.5633400000e+11,9.5633300000e+11,1.9126670000e+12,1.2378600000e-09,3.8683125000e-11,7.7366250000e-12,-2.6419714086e+01,1.2281639365e+01,-8.9073284706e+00,-1.0412478449e+01,-1.1111448453e+01
32,5,1.0000000000e+00,3.9062500000e-03,3.9802400000e-10,1.8819966966e+10,3.8771137992e+10,5.7591104958e+10,1.5521010000e-03,4.8503156250e-05,9.7006312500e-06,-1.8800181480e+01,1.0760355411e+01,-2.8090800213e+00,-4.3142299996e+00,-5.0132000039e+00
32,5,1.0000000000e+00,7.8125000000e-03,3.0387200000e-10,3.4614841043e+10,5.2590178666e+10,8.7205019709e+10,1.3698340000e-03,4.2807312500e-05,8.5614625000e-06,-1.9034618631e+01,1.0940541485e+01,-2.8633320586e+00,-4.3684820369e+00,-5.0674520412e+00
32,5,1.0000000000e+00,1.5625000000e-02,1.8209200000e-10,6.2277222646e+10,7.4933720850e+10,1.3721094350e+11,7.7396000000e-04,2.4186250000e-05,4.8372500000e-06,-1.9479418268e+01,1.1137388751e+01,-3.1112814841e+00,-4.6164314624e+00,-5.3154014667e+00
32,5,1.0000000000e+00,3.1250000000e-02,7.3168400000e-11,1.1017000000e+11,1.1646200000e+11,2.2663200000e+11,2.0640300000e-04,6.4500937500e-06,1.2900187500e-06,-2.0271352883e+01,1.1355321231e+01,-3.6852839947e+00,-5.1904339730e+00,-5.8894039773e+00
32,5,1.0000000000e+00,6.2500000000e-02,1.4487400000e-11,1.9285600000e+11,1.9449500000e+11,3.8735100000e+11,1.3830200000e-05,4.3219375000e-07,8.6438750000e-08,-2.1678019098e+01,1.1588104681e+01,-4.8591715395e+00,-6.3643215178e+00,-7.0632915221e+00
32,5,1.0000000000e+00,1.2500000000e-01,8.9421600000e-13,3.3220000000e+11,3.3233900000e+11,6.6453900000e+11,9.0396300000e-08,2.8248843750e-09,5.6497687500e-10,-2.4097115127e+01,1.1822520474e+01,-7.0438493452e+00,-8.5489993235e+00,-9.2479693279e+00
32,5,1.0000000000e+00,2.5000000000e-01,3.0617200000e-14,5.4830500000e+11,5.4830600000e+11,1.0966110000e+12,1.7487500000e-10,5.4648437500e-12,1.0929687500e-12,-2.7028069058e+01,1.2040052598e+01,-9.7572722725e+00,-1.1262422251e+01,-1.1961392255e+01
32,5,1.0000000000e+00,5.0000000000e-01,7.2435900000e-14,8.3665200000e+11,8.3663900000e+11,1.6732910000e+12,1.4935700000e-09,4.6674062500e-11,9.3348125000e-12,-2.6280092279e+01,1.2223571475e+01,-8.8257744183e+00,-1.0330924397e+01,-1.1029894401e+01
32,5,1.0000000000e+00,1.0000000000e+00,2.0239900000e-14,1.1433500000e+12,1.1433500000e+12,2.2867000000e+12,1.5935700000e-10,4.9799062500e-12,9.9598125000e-13,-2.7387583275e+01,1.2359209192e+01,-9.7976288547e+00,-1.1302778833e+01,-1.2001748837e+01
32,7,3.1250000000e-02,3.9062500000e-03,2.4741200000e-09,3.1453052740e+09,1.6604928901e+10,1.9750234175e+10,2.0566415000e-02,6.4270046875e-04,9.1814352679e-05,-1.7213158480e+01,1.0295572249e+01,-1.6868414050e+00,-3.1919913833e+00,-4.0370894234e+00
32,7,3.1250000000e-02,7.8125000000e-03,2.2652200000e-09,6.1834482240e+09,2.2237562821e+10,2.8421011045e+10,2.4808818000e-02,7.7527556250e-04,1.1075365179e-04,-1.7289779225e+01,1.0453639523e+01,-1.6053939269e+00,-3.1105439052e+00,-3.9556419452e+00
32,7,3.1250000000e-02,1.5625000000e-02,1.9088800000e-09,1.2088437750e+10,2.9149191705e+10,4.1237629455e+10,2.5562093000e-02,7.9881540625e-04,1.1411648661e-04,-1.7438442745e+01,1.0615293692e+01,-1.5924035894e+00,-3.0975535678e+00,-3.9426516078e+00
32,7,3.1250000000e-02,3.1250000000e-02,1.4737600000e-09,2.3423282814e+10,4.1027549459e+10,6.4450832273e+10,2.3813803000e-02,7.4418134375e-04,1.0631162054e-04,-1.7663146470e+01,1.0809228530e+01,-1.6231712434e+00,-3.1283212217e+00,-3.9734192617e+00
32,7,3.1250000000e-02,6.2500000000e-02,9.9261700000e-10,4.5033384513e+10,6.2070160608e+10,1.0710354512e+11,1.7952023000e-02,5.6100071875e-04,8.0142959821e-05,-1.8006436582e+01,1.1029803846e+01,-1.7458866040e+00,-3.2510365823e+00,-4.0961346223e+00
32,7,3.1250000000e-02,1.2500000000e-01,5.6934100000e-10,8.5996643264e+10,1.0135900000e+11,1.8735564326e+11,1.0331375000e-02,3.2285546875e-04,4.6122209821e-05,-1.8489255080e+01,1.1272666779e+01,-1.9858418745e+00,-3.4909918528e+00,-4.3360898928e+00
32,7,3.1250000000e-02,2.5000000000e-01,2.6395000000e-10,1.6153800000e+11,1.7327200000e+11,3.3481000000e+11,3.9681490000e-03,1.2400465625e-04,1.7714950893e-05,-1.9156956667e+01,1.1524798421e+01,-2.4014120289e+00,-3.9065620072e+00,-4.7516600472e+00
32,7,3.1250000000e-02,5.0000000000e-01,1.1289000000e-10,2.9411700000e+11,3.0267400000e+11,5.9679100000e+11,1.2938450000e-03,4.0432656250e-05,5.7760937500e-06,-1.9894689054e+01,1.1775822265e+01,-2.8881177481e+00,-4.3932677265e+00,-5.2383657665e+00
32,7,3.1250000000e-02,1.0000000000e+00,4.1024200000e-11,5.0674600000e+11,5.1175500000e+11,1.0185010000e+12,2.9160000000e-04,9.1125000000e-06,1.3017857143e-06,-2.0773919758e+01,1.2007961460e+01,-3.5352124804e+00,-5.0403624587e+00,-5.8854604987e+00
32,7,6.2500000000e-02,3.9062500000e-03,2.0833600000e-09,3.6771819980e+09,1.8015373288e+10,2.1692555286e+10,1.6017107000e-02,5.0053459375e-04,7.1504941964e-05,-1.7362471357e+01,1.0336310713e+01,-1.7954159232e+00,-3.3005659015e+00,-4.1456639415e+00
32,7,6.2500000000e-02,7.8125000000e-03,1.9051500000e-09,7.2089011160e+09,2.4431701179e+10,3.1640602295e+10,1.9536674000e-02,6.1052106250e-04,8.7217294643e-05,-1.7440141650e+01,1.0500244742e+01,-1.7091493703e+00,-3.2142993486e+00,-4.0593973887e+00
32,7,6.2500000000e-02,1.5625000000e-02,1.6024000000e-09,1.4042774588e+10,3.2412840517e+10,4.6455615105e+10,2.0292099000e-02,6.3412809375e-04,9.0589727679e-05,-1.7590458127e+01,1.0667038215e+01,-1.6926730275e+00,-3.1978230059e+00,-4.0429210459e+00
32,7,6.2500000000e-02,3.1250000000e-02,1.2220800000e-09,2.7056350463e+10,4.5614365205e+10,7.2670715668e+10,1.8462967000e-02,5.7696771875e-04,8.2423959821e-05,-1.7825800727e+01,1.0861359437e+01,-1.7336985066e+00,-3.2388484849e+00,-4.0839465249e+00
32,7,6.2500000000e-02,6.2500000000e-02,7.9438100000e-10,5.1589496262e+10,6.8663710678e+10,1.2025320694e+11,1.2909219000e-02,4.0341309375e-04,5.7630441964e-05,-1.8199942304e+01,1.1080096667e+01,-1.8891000315e+00,-3.3942500098e+00,-4.2393480498e+00
32,7,6.2500000000e-02,1.2500000000e-01,4.1994800000e-10,9.7334466718e+10,1.1125400000e+11,2.0858846672e+11,6.2578840000e-03,1.9555887500e-04,2.7936982143e-05,-1.8753608965e+01,1.1319290292e+01,-2.2035724915e+00,-3.7087224698e+00,-4.5538205098e+00
32,7,6.2500000000e-02,2.5000000000e-01,1.6228200000e-10,1.8040500000e+11,1.8919600000e+11,3.6960100000e+11,1.6558470000e-03,5.1745218750e-05,7.3921741071e-06,-1.9579459297e+01,1.1567733138e+01,-2.7809797944e+00,-4.2861297728e+00,-5.1312278128e+00
32,7,6.2500000000e-02,5.0000000000e-01,4.3272800000e-11,3.2348900000e+11,3.2749100000e+11,6.5098000000e+11,2.0736900000e-04,6.4802812500e-06,9.2575446429e-07,-2.0727570005e+01,1.1813567646e+01,-3.6832561666e+00,-5.1884061450e+00,-6.0335041850e+00
32,7,6.2500000000e-02,1.0000000000e+00,9.7446900000e-12,5.4892000000e+11,5.5026500000e+11,1.0991850000e+12,1.7756300000e-05,5.5488437500e-07,7.9269196429e-08,-2.2022463944e+01,1.2041070793e+01,-4.7506475260e+00,-6.2557975043e+00,-7.1008955443e+00
32,7,1.2500000000e-01,3.9062500000e-03,1.5757400000e-09,4.7236860200e+09,2.0467925290e+10,2.5191611310e+10,1.0640699000e-02,3.3252184375e-04,4.7503120536e-05,-1.7605030881e+01,1.0401255947e+01,-1.9730298418e+00,-3.4781798201e+00,-4.3232778601e+00
32,7,1.2500000000e-01,7.8125000000e-03,1.4291300000e-09,9.2106091450e+09,2.7883698452e+10,3.7094307597e+10,1.2888259000e-02,4.0275809375e-04,5.7536870536e-05,-1.7689856528e+01,1.0569307269e+01,-1.8898057450e+00,-3.3949557233e+00,-4.2400537633e+00
32,7,1.2500000000e-01,1.5625000000e-02,1.1871200000e-09,1.7728635904e+10,3.7154559521e+10,5.4883195425e+10,1.3157627000e-02,4.1117584375e-04,5.8739406250e-05,-1.7851010756e+01,1.0739439389e+01,-1.8808224294e+00,-3.3859724077e+00,-4.2310704477e+00
32,7,1.2500000000e-01,3.1250000000e-02,8.6989500000e-10,3.3776287161e+10,5.2334115950e+10,8.6110403111e+10,1.1084986000e-02,3.4640581250e-04,4.9486544643e-05,-1.8121066331e+01,1.0935055622e+01,-1.9552648510e+00,-3.4604148294e+00,-4.3055128694e+00
32,7,1.2500000000e-01,6.2500000000e-02,5.1828700000e-10,6.3387722388e+10,7.8696102352e+10,1.4208382474e+11,6.4927790000e-03,2.0289934375e-04,2.8985620536e-05,-1.8570859369e+01,1.1152544639e+01,-2.1875693793e+00,-3.6927193576e+00,-4.5378173976e+00
32,7,1.2500000000e-01,1.2500000000e-01,2.2969900000e-10,1.1738100000e+11,1.2768500000e+11,2.4506600000e+11,2.1996210000e-03,6.8738156250e-05,9.8197366071e-06,-1.9277681791e+01,1.1389283062e+01,-2.6576521427e+00,-4.1628021210e+00,-5.0079001611e+00
32,7,1.2500000000e-01,2.5000000000e-01,5.7293600000e-11,2.1295900000e+11,2.1719600000e+11,4.3015500000e+11,2.4020600000e-04,7.5064375000e-06,1.0723482143e-06,-2.0483787777e+01,1.1633624975e+01,-3.6194161487e+00,-5.1245661271e+00,-5.9696641671e+00
32,7,1.2500000000e-01,5.0000000000e-01,5.2247600000e-12,3.7357800000e+11,3.7436100000e+11,7.4793900000e+11,3.4733200000e-06,1.0854125000e-07,1.5505892857e-08,-2.2563867308e+01,1.1873866179e+01,-5.4592552029e+00,-6.9644051812e+00,-7.8095032213e+00
32,7,1.2500000000e-01,1.0000000000e+00,2.7503800000e-13,6.1967200000e+11,6.1972200000e+11,1.2393940000e+12,1.5949300000e-08,4.9841562500e-10,7.1202232143e-11,-2.5121214597e+01,1.2093209389e+01,-7.7972583730e+00,-9.3024083513e+00,-1.0147506391e+01
