n,epsilon,dd,hh,Qsc_MACRS,inv_C_start,inv_C_end,invC_sum,FOMS,FOMS_norm_n,FOMS_norm_ne,logQ,logInvC,logFOMS,logFOMS_norm_n,logFOMS_norm_ne
4,3,3.1250000000e-02,2.5000000000e-01,1.4615100000e-09,3.2208200000e+11,4.5827000000e+11,7.8035200000e+11,3.5444734000e-02,8.8611835000e-03,2.9537278333e-03,-1.7670396417e+01,1.1892290548e+01,-1.4504482785e+00,-2.0525082699e+00,-2.5296295246e+00
4,3,3.1250000000e-02,5.0000000000e-01,9.3957200000e-10,5.4685500000e+11,6.4683700000e+11,1.1936920000e+12,2.2408257000e-02,5.6020642500e-03,1.8673547500e-03,-1.8054139868e+01,1.2076892283e+01,-1.6495919232e+00,-2.2516519146e+00,-2.7287731693e+00
4,3,3.1250000000e-02,1.0000000000e+00,5.5931400000e-10,8.5927400000e+11,9.2773300000e+11,1.7870070000e+12,1.1887590000e-02,2.9718975000e-03,9.9063250000e-04,-1.8504688620e+01,1.2252126254e+01,-1.9249061820e+00,-2.5269661734e+00,-3.0040874281e+00
4,3,6.2500000000e-02,3.9062500000e-03,2.8517300000e-09,7.2554994540e+09,1.1447800000e+11,1.2173349945e+11,2.1051512000e-02,5.2628780000e-03,1.7542926667e-03,-1.7089783191e+01,1.1085410107e+01,-1.6767167060e+00,-2.2787766973e+00,-2.7558979521e+00
4,3,6.2500000000e-02,7.8125000000e-03,2.8020200000e-09,1.4347444844e+10,1.5360300000e+11,1.6795044484e+11,2.8040088000e-02,7.0100220000e-03,2.3366740000e-03,-1.7105057538e+01,1.1225181158e+01,-1.5522206277e+00,-2.1542806191e+00,-2.6314018738e+00
4,3,6.2500000000e-02,1.5625000000e-02,2.7025700000e-09,2.8180558694e+10,1.9243900000e+11,2.2061955869e+11,3.4265139000e-02,8.5662847500e-03,2.8554282500e-03,-1.7136446097e+01,1.1343644012e+01,-1.4651475021e+00,-2.0672074934e+00,-2.5443287481e+00
4,3,6.2500000000e-02,3.1250000000e-02,2.5214300000e-09,5.4656935842e+10,2.3143800000e+11,2.8609493584e+11,3.8677537000e-02,9.6693842500e-03,3.2231280833e-03,-1.7196706168e+01,1.1456510170e+01,-1.4125411897e+00,-2.0146011811e+00,-2.4917224358e+00
4,3,6.2500000000e-02,6.2500000000e-02,2.2367100000e-09,1.0406300000e+11,2.8357700000e+11,3.8764000000e+11,4.1238740000e-02,1.0309685000e-02,3.4365616667e-03,-1.7300780641e+01,1.1588428585e+01,-1.3846946125e+00,-1.9867546039e+00,-2.4638758586e+00
4,3,6.2500000000e-02,1.2500000000e-01,1.8156900000e-09,1.9279000000e+11,3.5779500000e+11,5.5058500000e+11,3.8597760000e-02,9.6494400000e-03,3.2164800000e-03,-1.7481916597e+01,1.1740824375e+01,-1.4134378986e+00,-2.0154978900e+00,-2.4926191447e+00
4,3,6.2500000000e-02,2.5000000000e-01,1.2847900000e-09,3.4344900000e+11,4.7483300000e+11,8.1828200000e+11,2.8722688000e-02,7.1806720000e-03,2.3935573333e-03,-1.7782335705e+01,1.1912902998e+01,-1.5417749193e+00,-2.1438349106e+00,-2.6209561653e+00
4,3,6.2500000000e-02,5.0000000000e-01,7.8116600000e-10,5.7837400000e+11,6.6833700000e+11,1.2467110000e+12,1.6177367000e-02,4.0443417500e-03,1.3481139167e-03,-1.8214513335e+01,1.2095765791e+01,-1.7910921620e+00,-2.3931521533e+00,-2.8702734080e+00
4,3,6.2500000000e-02,1.0000000000e+00,4.1781900000e-10,9.0094900000e+11,9.5464900000e+11,1.8555980000e+12,6.8883540000e-03,1.7220885000e-03,5.7402950000e-04,-1.8758023629e+01,1.2268483896e+01,-2.1618845421e+00,-2.7639445334e+00,-3.2410657882e+00
4,3,1.2500000000e-01,3.9062500000e-03,2.4570700000e-09,8.3759290700e+09,1.2031000000e+11,1.2868592907e+11,1.6520511000e-02,4.1301277500e-03,1.3767092500e-03,-1.7219164941e+01,1.1109531062e+01,-1.7819765235e+00,-2.3840365149e+00,-2.8611577696e+00
4,3,1.2500000000e-01,7.8125000000e-03,2.4092700000e-09,1.6538217574e+10,1.6104100000e+11,1.7757921757e+11,2.1918809000e-02,5.4797022500e-03,1.8265674167e-03,-1.7236229054e+01,1.1249392138e+01,-1.6591830478e+00,-2.2612430391e+00,-2.7383642938e+00
4,3,1.2500000000e-01,1.5625000000e-02,2.3163200000e-09,3.2381142991e+10,2.0117700000e+11,2.3355814299e+11,2.6647019000e-02,6.6617547500e-03,2.2205849167e-03,-1.7270402886e+01,1.1368395014e+01,-1.5743513684e+00,-2.1764113597e+00,-2.6535326145e+00
4,3,1.2500000000e-01,3.1250000000e-02,2.1488000000e-09,6.2538520114e+10,2.4325200000e+11,3.0579052011e+11,3.0024232000e-02,7.5060580000e-03,2.5020193333e-03,-1.7335608009e+01,1.1485424018e+01,-1.5225280927e+00,-2.1245880841e+00,-2.6017093388e+00
4,3,1.2500000000e-01,6.2500000000e-02,1.8852700000e-09,1.1839400000e+11,2.9900100000e+11,4.1739500000e+11,3.1546382000e-02,7.8865955000e-03,2.6288651667e-03,-1.7449252887e+01,1.1620547242e+01,-1.5010504420e+00,-2.1031104334e+00,-2.5802316881e+00
4,3,1.2500000000e-01,1.2500000000e-01,1.4915900000e-09,2.1746300000e+11,3.7728300000e+11,5.9474600000e+11,2.8137546000e-02,7.0343865000e-03,2.3447955000e-03,-1.7652701074e+01,1.1774331530e+01,-1.5507137820e+00,-2.1527737733e+00,-2.6298950280e+00
4,3,1.2500000000e-01,2.5000000000e-01,1.0056400000e-09,3.8210500000e+11,5.0145900000e+11,8.8356400000e+11,1.9001183000e-02,4.7502957500e-03,1.5834319167e-03,-1.7995114921e+01,1.1946238013e+01,-1.7212193593e+00,-2.3232793507e+00,-2.8004006054e+00
4,3,1.2500000000e-01,5.0000000000e-01,5.5281800000e-10,6.3351000000e+11,7.0513500000e+11,1.3386450000e+12,8.6993140000e-03,2.1748285000e-03,7.2494283333e-04,-1.8514835649e+01,1.2126665420e+01,-2.0605149931e+00,-2.6625749844e+00,-3.1396962391e+00
4,3,1.2500000000e-01,1.0000000000e+00,2.4828000000e-10,9.6815200000e+11,1.0021600000e+12,1.9703120000e+12,2.5827050000e-03,6.4567625000e-04,2.1522541667e-04,-1.9210116527e+01,1.2294535002e+01,-2.5879251967e+00,-3.1899851880e+00,-3.6671064427e+00
4,3,2.5000000000e-01,3.9062500000e-03,1.9209300000e-09,1.0603484450e+10,1.3175000000e+11,1.4235348445e+11,1.1169801000e-02,2.7924502500e-03,9.3081675000e-04,-1.7432976922e+01,1.1153368102e+01,-1.9519545642e+00,-2.5540145555e+00,-3.0311358102e+00
4,3,2.5000000000e-01,7.8125000000e-03,1.8763100000e-09,2.0862619596e+10,1.7386700000e+11,1.9472961960e+11,1.4577921000e-02,3.6444802500e-03,1.2148267500e-03,-1.7453390814e+01,1.1289432015e+01,-1.8363044076e+00,-2.4383643989e+00,-2.9154856537e+00
4,3,2.5000000000e-01,1.5625000000e-02,1.7916500000e-09,4.0644224244e+10,2.1626600000e+11,2.5691022424e+11,1.7536487000e-02,4.3841217500e-03,1.4613739167e-03,-1.7493493652e+01,1.1409781388e+01,-1.7560574024e+00,-2.3581173937e+00,-2.8352386484e+00
4,3,2.5000000000e-01,3.1250000000e-02,1.6420800000e-09,7.7873037877e+10,2.6184500000e+11,3.3971803788e+11,1.9478748000e-02,4.8696870000e-03,1.6232290000e-03,-1.7569211377e+01,1.1531118607e+01,-1.7104389609e+00,-2.3124989522e+00,-2.7896202070e+00
4,3,2.5000000000e-01,6.2500000000e-02,1.4030400000e-09,1.4567200000e+11,3.2193000000e+11,4.6760200000e+11,1.9573734000e-02,4.8934335000e-03,1.6311445000e-03,-1.7705859895e+01,1.1669876360e+01,-1.7083263179e+00,-2.3103863092e+00,-2.7875075639e+00
4,3,2.5000000000e-01,1.2500000000e-01,1.0586800000e-09,2.6234100000e+11,4.0826700000e+11,6.7060800000e+11,1.5982810000e-02,3.9957025000e-03,1.3319008333e-03,-1.7950470583e+01,1.1826468730e+01,-1.7963468633e+00,-2.3984068546e+00,-2.8755281094e+00
4,3,2.5000000000e-01,2.5000000000e-01,6.5143400000e-10,4.5002500000e+11,5.4660600000e+11,9.9663100000e+11,8.9935520000e-03,2.2483880000e-03,7.4946266667e-04,-1.8372259156e+01,1.1998534392e+01,-2.0460687499e+00,-2.6481287413e+00,-3.1252499960e+00
4,3,2.5000000000e-01,5.0000000000e-01,3.0465000000e-10,7.2387500000e+11,7.7084600000e+11,1.4947210000e+12,2.9499710000e-03,7.3749275000e-04,2.4583091667e-04,-1.9032397635e+01,1.2174560136e+01,-2.5301822534e+00,-3.1322422447e+00,-3.6093634994e+00
4,3,2.5000000000e-01,1.0000000000e+00,9.9721700000e-11,1.0683500000e+12,1.0829100000e+12,2.1512600000e+12,4.5491300000e-04,1.1372825000e-04,3.7909416667e-05,-2.0002420653e+01,1.2332692902e+01,-3.3420716522e+00,-3.9441316435e+00,-4.4212528983e+00
4,3,5.0000000000e-01,3.9062500000e-03,1.3325900000e-09,1.4997481148e+10,1.5075400000e+11,1.6575148115e+11,6.2589750000e-03,1.5647437500e-03,5.2158125000e-04,-1.7750606900e+01,1.1219457418e+01,-2.2034967831e+00,-2.8055567745e+00,-3.2826780292e+00
4,3,5.0000000000e-01,7.8125000000e-03,1.2910600000e-09,2.9344234211e+10,1.9367900000e+11,2.2302323421e+11,7.9049880000e-03,1.9762470000e-03,6.5874900000e-04,-1.7778107148e+01,1.1348350110e+01,-2.1020987850e+00,-2.7041587763e+00,-3.1812800311e+00
4,3,5.0000000000e-01,1.5625000000e-02,1.2154600000e-09,5.6657776218e+10,2.3894900000e+11,2.9560677622e+11,9.2864840000e-03,2.3216210000e-03,7.7387366667e-04,-1.7830518658e+01,1.1470714385e+01,-2.0321486852e+00,-2.6342086765e+00,-3.1113299312e+00
4,3,5.0000000000e-01,3.1250000000e-02,1.0849000000e-09,1.0697000000e+11,2.8923600000e+11,3.9620600000e+11,9.9164240000e-03,2.4791060000e-03,8.2636866667e-04,-1.7929220582e+01,1.1597921048e+01,-2.0036449122e+00,-2.6057049036e+00,-3.0828261583e+00
4,3,5.0000000000e-01,6.2500000000e-02,8.8226500000e-10,1.9525000000e+11,3.5723500000e+11,5.5248500000e+11,9.1448220000e-03,2.2862055000e-03,7.6206850000e-04,-1.8108801898e+01,1.1742320491e+01,-2.0388247435e+00,-2.6408847348e+00,-3.1180059895e+00
4,3,5.0000000000e-01,1.2500000000e-01,6.1162500000e-10,3.4078200000e+11,4.6100100000e+11,8.0178300000e+11,6.3779820000e-03,1.5944955000e-03,5.3149850000e-04,-1.8427029542e+01,1.1904056844e+01,-2.1953167108e+00,-2.7973767021e+00,-3.2744979568e+00
4,3,5.0000000000e-01,2.5000000000e-01,3.2181400000e-10,5.6157100000e+11,6.2685200000e+11,1.1884230000e+12,2.6171980000e-03,6.5429950000e-04,2.1809983333e-04,-1.8984790133e+01,1.2074971048e+01,-2.5821634203e+00,-3.1842234116e+00,-3.6613446663e+00
4,3,5.0000000000e-01,5.0000000000e-01,1.1111500000e-10,8.6149500000e+11,8.8302700000e+11,1.7445220000e+12,4.5801400000e-04,1.1450350000e-04,3.8167833333e-05,-1.9908454619e+01,1.2241676451e+01,-3.3391212468e+00,-3.9411812381e+00,-4.4183024929e+00
4,3,5.0000000000e-01,1.0000000000e+00,2.0966700000e-11,1.2069700000e+12,1.2103200000e+12,2.4172900000e+12,2.2596800000e-05,5.6492000000e-06,1.8830666667e-06,-2.1356939838e+01,1.2383328755e+01,-4.6459530582e+00,-5.2480130496e+00,-5.7251343043e+00
4,3,1.0000000000e+00,3.9062500000e-03,8.1844900000e-10,2.3599297951e+10,1.7665500000e+11,2.0025429795e+11,2.8524630000e-03,7.1311575000e-04,2.3770525000e-04,-1.8174016755e+01,1.1301581846e+01,-2.5447799802e+00,-3.1468399715e+00,-3.6239612263e+00
4,3,1.0000000000e+00,7.8125000000e-03,7.8041700000e-10,4.5741408934e+10,2.2230300000e+11,2.6804440893e+11,3.4714920000e-03,8.6787300000e-04,2.8929100000e-04,-1.8215346558e+01,1.1428206753e+01,-2.4594838312e+00,-3.0615438226e+00,-3.5386650773e+00
4,3,1.0000000000e+00,1.5625000000e-02,7.1380200000e-10,8.6890791408e+10,2.7064300000e+11,3.5753379141e+11,3.8737190000e-03,9.6842975000e-04,3.2280991667e-04,-1.8292844479e+01,1.1553317094e+01,-2.4118718862e+00,-3.0139318776e+00,-3.4910531323e+00
4,3,1.0000000000e+00,3.1250000000e-02,6.0549100000e-10,1.5967300000e+11,3.2969400000e+11,4.8936700000e+11,3.8151060000e-03,9.5377650000e-04,3.1792550000e-04,-1.8435784616e+01,1.1689634680e+01,-2.4184933910e+00,-3.0205533823e+00,-3.4976746370e+00
4,3,1.0000000000e+00,6.2500000000e-02,4.5198700000e-10,2.8137100000e+11,4.1695000000e+11,6.9832100000e+11,3.0336310000e-03,7.5840775000e-04,2.5280258333e-04,-1.8689748112e+01,1.1844055102e+01,-2.5180372464e+00,-3.1200972377e+00,-3.5972184924e+00
4,3,1.0000000000e+00,1.2500000000e-01,2.6717300000e-10,4.6910600000e+11,5.5175000000e+11,1.0208560000e+12,1.5495490000e-03,3.8738725000e-04,1.2912908333e-04,-1.9146414866e+01,1.2008964486e+01,-2.8097946859e+00,-3.4118546772e+00,-3.8889759319e+00
4,3,1.0000000000e+00,2.5000000000e-01,1.0503700000e-10,7.3146900000e+11,7.6293200000e+11,1.4944010000e+12,3.5059400000e-04,8.7648500000e-05,2.9216166667e-05,-1.9957315382e+01,1.2174467150e+01,-3.4551955206e+00,-4.0572555119e+00,-4.5343767667e+00
4,3,1.0000000000e+00,5.0000000000e-01,2.1158900000e-11,1.0540800000e+12,1.0595800000e+12,2.1136600000e+12,2.0122200000e-05,5.0305500000e-06,1.6768500000e-06,-2.1349013828e+01,1.2325035129e+01,-4.6963245387e+00,-5.2983845301e+00,-5.7755057848e+00
4,3,1.0000000000e+00,1.0000000000e+00,1.3937400000e-12,1.3802600000e+12,1.3805800000e+12,2.7608400000e+12,1.1404100000e-07,2.8510250000e-08,9.5034166667e-09,-2.3711636471e+01,1.2441041239e+01,-6.9429389831e+00,-7.5449989744e+00,-8.0221202292e+00
4,5,3.1250000000e-02,3.9062500000e-03,2.9462500000e-09,4.2731292930e+09,8.6219971616e+10,9.0493100909e+10,1.6703620000e-02,4.1759050000e-03,8.3518100000e-04,-1.7061460809e+01,1.0956615470e+01,-1.7771893986e+00,-2.3792493899e+00,-3.0782193942e+00
4,5,3.1250000000e-02,7.8125000000e-03,2.9093200000e-09,8.4889948430e+09,1.2161200000e+11,1.3010099484e+11,2.3416316000e-02,5.8540790000e-03,1.1708158000e-03,-1.7072417015e+01,1.1114280617e+01,-1.6304814298e+00,-2.2325414211e+00,-2.9315114255e+00
4,5,3.1250000000e-02,1.5625000000e-02,2.8312400000e-09,1.6789089682e+10,1.5576000000e+11,1.7254908968e+11,2.9411758000e-02,7.3529395000e-03,1.4705879000e-03,-1.7096046629e+01,1.1236912672e+01,-1.5314790161e+00,-2.1335390074e+00,-2.8325090117e+00
4,5,3.1250000000e-02,3.1250000000e-02,2.6801800000e-09,3.2963136396e+10,1.8716900000e+11,2.2013213640e+11,3.3625317000e-02,8.4063292500e-03,1.6812658500e-03,-1.7143672076e+01,1.1342683448e+01,-1.4733336127e+00,-2.0753936040e+00,-2.7743636084e+00
4,5,3.1250000000e-02,6.2500000000e-02,2.4454200000e-09,6.3967157226e+10,2.2976700000e+11,2.9373415723e+11,3.7352250000e-02,9.3380625000e-03,1.8676125000e-03,-1.7223293080e+01,1.1467954452e+01,-1.4276832323e+00,-2.0297432236e+00,-2.7287132280e+00
4,5,3.1250000000e-02,1.2500000000e-01,2.0772600000e-09,1.2188300000e+11,2.8646700000e+11,4.0835000000e+11,3.7468810000e-02,9.3672025000e-03,1.8734405000e-03,-1.7365018283e+01,1.1611032560e+01,-1.4263300998e+00,-2.0283900911e+00,-2.7273600954e+00
4,5,3.1250000000e-02,2.5000000000e-01,1.5869700000e-09,2.2600400000e+11,3.7594600000e+11,6.0195000000e+11,3.2237044000e-02,8.0592610000e-03,1.6118522000e-03,-1.7598862566e+01,1.1779560419e+01,-1.4916447880e+00,-2.0937047793e+00,-2.7926747837e+00
4,5,3.1250000000e-02,5.0000000000e-01,1.0650900000e-09,4.0215100000e+11,5.2607800000e+11,9.2822900000e+11,2.2391488000e-02,5.5978720000e-03,1.1195744000e-03,-1.7945227386e+01,1.1967655133e+01,-1.6499170449e+00,-2.2519770363e+00,-2.9509470406e+00
4,5,3.1250000000e-02,1.0000000000e+00,6.3711100000e-10,6.7017000000e+11,7.6305000000e+11,1.4332200000e+12,1.2370815000e-02,3.0927037500e-03,6.1854075000e-04,-1.8391569793e+01,1.2156312860e+01,-1.9076016877e+00,-2.5096616791e+00,-3.2086316834e+00
4,5,6.2500000000e-02,3.9062500000e-03,2.5922100000e-09,4.8400753470e+09,9.1299218583e+10,9.6139293930e+10,1.3737178000e-02,3.4342945000e-03,6.8685890000e-04,-1.7172659637e+01,1.0982900928e+01,-1.8621024743e+00,-2.4641624657e+00,-3.1631324700e+00
4,5,6.2500000000e-02,7.8125000000e-03,2.5579500000e-09,9.6048432160e+09,1.2806100000e+11,1.3766584322e+11,1.9154359000e-02,4.7885897500e-03,9.5771795000e-04,-1.7184215898e+01,1.1138826199e+01,-1.7177323771e+00,-2.3197923684e+00,-3.0187623728e+00
4,5,6.2500000000e-02,1.5625000000e-02,2.4858900000e-09,1.8975524948e+10,1.6423200000e+11,1.8320752495e+11,2.4074956000e-02,6.0187390000e-03,1.2037478000e-03,-1.7209036185e+01,1.1262943308e+01,-1.6184344979e+00,-2.2204944893e+00,-2.9194644936e+00
4,5,6.2500000000e-02,3.1250000000e-02,2.3506600000e-09,3.7156137509e+10,1.9866600000e+11,2.3582213751e+11,2.7709028000e-02,6.9272570000e-03,1.3854514000e-03,-1.7257620366e+01,1.1372584572e+01,-1.5573787085e+00,-2.1594386998e+00,-2.8584087042e+00
4,5,6.2500000000e-02,6.2500000000e-02,2.1345600000e-09,7.1831055197e+10,2.4359600000e+11,3.1542705520e+11,3.0561225000e-02,7.6403062500e-03,1.5280612500e-03,-1.7341383266e+01,1.1498898941e+01,-1.5148292417e+00,-2.1168892330e+00,-2.8158592374e+00
4,5,6.2500000000e-02,1.2500000000e-01,1.7990100000e-09,1.3616300000e+11,3.0466900000e+11,4.4083200000e+11,3.0338618000e-02,7.5846545000e-03,1.5169309000e-03,-1.7489932845e+01,1.1644273112e+01,-1.5180042063e+00,-2.1200641976e+00,-2.8190342020e+00
4,5,6.2500000000e-02,2.5000000000e-01,1.3385600000e-09,2.5060300000e+11,3.9770100000e+11,6.4830400000e+11,2.4700737000e-02,6.1751842500e-03,1.2350368500e-03,-1.7746724314e+01,1.1811778701e+01,-1.6072900884e+00,-2.2093500798e+00,-2.9083200841e+00
4,5,6.2500000000e-02,5.0000000000e-01,8.4955300000e-10,4.4065800000e+11,5.5310800000e+11,9.9376600000e+11,1.5251798000e-02,3.8129495000e-03,7.6258990000e-04,-1.8141619044e+01,1.1997284134e+01,-1.8166789553e+00,-2.4187389466e+00,-3.1177089510e+00
4,5,6.2500000000e-02,1.0000000000e+00,4.5659500000e-10,7.2419900000e+11,7.9750100000e+11,1.5217000000e+12,6.7460060000e-03,1.6865015000e-03,3.3730030000e-04,-1.8680937697e+01,1.2182329041e+01,-2.1709532769e+00,-2.7730132682e+00,-3.4719832725e+00
4,5,1.2500000000e-01,3.9062500000e-03,2.0889100000e-09,5.9688633910e+09,9.9677668285e+10,1.0564653168e+11,9.8028390000e-03,2.4507097500e-03,4.9014195000e-04,-1.7360160542e+01,1.1023855244e+01,-2.0086481301e+00,-2.6107081214e+00,-3.3096781257e+00
4,5,1.2500000000e-01,7.8125000000e-03,2.0573700000e-09,1.1824998191e+10,1.3873300000e+11,1.5055799819e+11,1.3551393000e-02,3.3878482500e-03,6.7756965000e-04,-1.7373375194e+01,1.1177703832e+01,-1.8680160597e+00,-2.4700760510e+00,-3.1690460554e+00
4,5,1.2500000000e-01,1.5625000000e-02,1.9941700000e-09,2.3279526962e+10,1.7726300000e+11,2.0054252696e+11,1.6958473000e-02,4.2396182500e-03,8.4792365000e-04,-1.7400475643e+01,1.1302206483e+01,-1.7706132557e+00,-2.3726732470e+00,-3.0716432514e+00
4,5,1.2500000000e-01,3.1250000000e-02,1.8760500000e-09,4.5361330480e+10,2.1549500000e+11,2.6085633048e+11,1.9522963000e-02,4.8807407500e-03,9.7614815000e-04,-1.7453511182e+01,1.1416401381e+01,-1.7094542688e+00,-2.3115142601e+00,-3.0104842645e+00
4,5,1.2500000000e-01,6.2500000000e-02,1.6856900000e-09,8.7060871560e+10,2.6444800000e+11,3.5150887156e+11,2.1239727000e-02,5.3099317500e-03,1.0619863500e-03,-1.7546444579e+01,1.1545936290e+01,-1.6728510697e+00,-2.2749110610e+00,-2.9738810653e+00
4,5,1.2500000000e-01,1.2500000000e-01,1.3840100000e-09,1.6318100000e+11,3.2937800000e+11,4.9255900000e+11,2.0062902000e-02,5.0157255000e-03,1.0031451000e-03,-1.7717721544e+01,1.1692458259e+01,-1.6976062482e+00,-2.2996662395e+00,-2.9986362439e+00
4,5,1.2500000000e-01,2.5000000000e-01,9.8170900000e-10,2.9476300000e+11,4.2973300000e+11,7.2449600000e+11,1.4847653000e-02,3.7119132500e-03,7.4238265000e-04,-1.8016034455e+01,1.1860035992e+01,-1.8283421908e+00,-2.4304021821e+00,-3.1293721864e+00
4,5,1.2500000000e-01,5.0000000000e-01,5.6370700000e-10,5.0653200000e+11,5.9645600000e+11,1.1029880000e+12,7.4530460000e-03,1.8632615000e-03,3.7265230000e-04,-1.8497893144e+01,1.2042570788e+01,-2.1276661983e+00,-2.7297261896e+00,-3.4286961940e+00
4,5,1.2500000000e-01,1.0000000000e+00,2.5558700000e-10,8.0897600000e+11,8.5575100000e+11,1.6647270000e+12,2.3124770000e-03,5.7811925000e-04,1.1562385000e-04,-1.9184922479e+01,1.2221343023e+01,-2.6359225781e+00,-3.2379825694e+00,-3.9369525737e+00
4,5,2.5000000000e-01,3.9062500000e-03,1.5009600000e-09,8.2128962140e+09,1.1454500000e+11,1.2275789621e+11,5.8808940000e-03,1.4702235000e-03,2.9404470000e-04,-1.7647261763e+01,1.1089049437e+01,-2.2305566485e+00,-2.8326166398e+00,-3.5315866441e+00
4,5,2.5000000000e-01,7.8125000000e-03,1.4729800000e-09,1.6210313923e+10,1.5607700000e+11,1.7228731392e+11,7.9488560000e-03,1.9872140000e-03,3.9744280000e-04,-1.7663606300e+01,1.1236253300e+01,-2.0996953705e+00,-2.7017553619e+00,-3.4007253662e+00
4,5,2.5000000000e-01,1.5625000000e-02,1.4185400000e-09,3.1730526590e+10,1.9732700000e+11,2.2905752659e+11,9.8012770000e-03,2.4503192500e-03,4.9006385000e-04,-1.7696316827e+01,1.1359944567e+01,-2.0087173368e+00,-2.6107773281e+00,-3.3097473324e+00
4,5,2.5000000000e-01,3.1250000000e-02,1.3189500000e-09,6.1244681020e+10,2.3938600000e+11,3.0063068102e+11,1.1121084000e-02,2.7802710000e-03,5.5605420000e-04,-1.7759543336e+01,1.1478033301e+01,-1.9538528789e+00,-2.5559128702e+00,-3.2548828746e+00
4,5,2.5000000000e-01,6.2500000000e-02,1.1532300000e-09,1.1587400000e+11,2.9234100000e+11,4.0821500000e+11,1.1544466000e-02,2.8861165000e-03,5.7722330000e-04,-1.7876168137e+01,1.1610888959e+01,-1.9376261510e+00,-2.5396861423e+00,-3.2386561466e+00
4,5,2.5000000000e-01,1.2500000000e-01,9.0338100000e-10,2.1190300000e+11,3.6534000000e+11,5.7724300000e+11,1.0017430000e-02,2.5043575000e-03,5.0087150000e-04,-1.8088258096e+01,1.1761358675e+01,-1.9992436837e+00,-2.6013036750e+00,-3.3002736793e+00
4,5,2.5000000000e-01,2.5000000000e-01,5.8479400000e-10,3.7079500000e+11,4.8039800000e+11,8.5119300000e+11,6.1899940000e-03,1.5474985000e-03,3.0949970000e-04,-1.8465994184e+01,1.1930028043e+01,-2.2083097719e+00,-2.8103697633e+00,-3.5093397676e+00
4,5,2.5000000000e-01,5.0000000000e-01,2.8671300000e-10,6.1155400000e+11,6.7061300000e+11,1.2821670000e+12,2.2412830000e-03,5.6032075000e-04,1.1206415000e-04,-1.9085105230e+01,1.2107944595e+01,-2.6495033030e+00,-3.2515632943e+00,-3.9505332986e+00
4,5,2.5000000000e-01,1.0000000000e+00,9.5581600000e-11,9.3123100000e+11,9.5155900000e+11,1.8827900000e+12,3.6576900000e-04,9.1442250000e-05,1.8288450000e-05,-2.0039251408e+01,1.2274801883e+01,-3.4367931050e+00,-4.0388530964e+00,-4.7378231007e+00
4,5,5.0000000000e-01,3.9062500000e-03,9.5628900000e-10,1.2639545685e+10,1.3806400000e+11,1.5070354568e+11,2.9306180000e-03,7.3265450000e-04,1.4653090000e-04,-1.8038821680e+01,1.1178123470e+01,-2.5330407873e+00,-3.1351007786e+00,-3.8340707829e+00
4,5,5.0000000000e-01,7.8125000000e-03,9.3089600000e-10,2.4796335377e+10,1.8087500000e+11,2.0567133538e+11,3.7899420000e-03,9.4748550000e-04,1.8949710000e-04,-1.8062197672e+01,1.1313173768e+01,-2.4213674363e+00,-3.0234274276e+00,-3.7223974319e+00
4,5,5.0000000000e-01,1.5625000000e-02,8.8397900000e-10,4.8062072921e+10,2.2492500000e+11,2.7298707292e+11,4.5361010000e-03,1.1340252500e-03,2.2680505000e-04,-1.8107116104e+01,1.1436142082e+01,-2.3433172841e+00,-2.9453772754e+00,-3.6443472797e+00
4,5,5.0000000000e-01,3.1250000000e-02,7.9984300000e-10,9.1256728001e+10,2.7141900000e+11,3.6267572800e+11,4.9338200000e-03,1.2334550000e-03,2.4669100000e-04,-1.8193990503e+01,1.1559518491e+01,-2.3068166989e+00,-2.9088766902e+00,-3.6078466945e+00
4,5,5.0000000000e-01,6.2500000000e-02,6.6538900000e-10,1.6785200000e+11,3.3202400000e+11,4.9987600000e+11,4.7061970000e-03,1.1765492500e-03,2.3530985000e-04,-1.8353848766e+01,1.1698862286e+01,-2.3273298973e+00,-2.9293898887e+00,-3.6283598930e+00
4,5,5.0000000000e-01,1.2500000000e-01,4.7856200000e-10,2.9572700000e+11,4.2283000000e+11,7.1855700000e+11,3.4994000000e-03,8.7485000000e-04,1.7497000000e-04,-1.8640123579e+01,1.1856461225e+01,-2.4560064125e+00,-3.0580664038e+00,-3.7570364082e+00
4,5,5.0000000000e-01,2.5000000000e-01,2.6502200000e-10,4.9276800000e+11,5.6679800000e+11,1.0595660000e+12,1.5825110000e-03,3.9562775000e-04,7.9125550000e-05,-1.9153436146e+01,1.2025128014e+01,-2.8006532625e+00,-3.4027132539e+00,-4.1016832582e+00
4,5,5.0000000000e-01,5.0000000000e-01,9.6084000000e-11,7.6648100000e+11,7.9352900000e+11,1.5600100000e+12,3.0625700000e-04,7.6564250000e-05,1.5312850000e-05,-2.0034697851e+01,1.2193127382e+01,-3.5139139760e+00,-4.1159739673e+00,-4.8149439717e+00
4,5,5.0000000000e-01,1.0000000000e+00,1.8730800000e-11,1.0936800000e+12,1.0984200000e+12,2.1921000000e+12,1.6354200000e-05,4.0885500000e-06,8.1771000000e-07,-2.1454887347e+01,1.2340860362e+01,-4.7863706954e+00,-5.3884306868e+00,-6.0874006911e+00
