n,E,dd,hh,inv_C_start,inv_C_end,Qsc_start,Qsc_end,Qsc_MACRS,Voc_MACRS,FOMS
4,3,1,0.0625,2.81371E+11,4.1695E+11,2.59161E-09,3.0436E-09,4.51987E-10,539.8251645,0.003033631
4,3,1,0.125,4.69106E+11,5.5175E+11,2.54392E-09,2.8111E-09,2.67173E-10,357.6518468,0.001549549
4,3,1,0.25,7.31469E+11,7.62932E+11,2.46629E-09,2.57132E-09,1.05037E-10,157.7322108,0.000350594
4,3,1,0.5,1.05408E+12,1.05958E+12,2.36048E-09,2.38164E-09,2.11589E-11,35.38788267,2.01222E-05
4,3,1,1,1.38026E+12,1.38058E+12,2.23661E-09,2.238E-09,1.39374E-12,2.635231256,1.14041E-07
4,5,0.03125,0.00390625,4273129293,86219971616,4.7373E-10,3.41998E-09,2.94625E-09,292.8462757,0.01670362
4,5,0.03125,0.0078125,8488994843,1.21612E+11,4.73254E-10,3.38257E-09,2.90932E-09,407.3431318,0.023416316
4,5,0.03125,0.015625,16789089682,1.5576E+11,4.72658E-10,3.3039E-09,2.83124E-09,506.6782829,0.029411758
4,5,0.03125,0.03125,32963136396,1.87169E+11,4.72152E-10,3.15233E-09,2.68018E-09,574.4545755,0.033625317
4,5,0.03125,0.0625,63967157226,2.29767E+11,4.72177E-10,2.9176E-09,2.44542E-09,640.1629004,0.03735225
4,5,0.03125,0.125,1.21883E+11,2.86467E+11,4.73042E-10,2.5503E-09,2.07726E-09,672.9217266,0.03746881
4,5,0.03125,0.25,2.26004E+11,3.75946E+11,4.76873E-10,2.06384E-09,1.58697E-09,668.118862,0.032237044
4,5,0.03125,0.5,4.02151E+11,5.26078E+11,4.8567E-10,1.55076E-09,1.06509E-09,620.5077987,0.022391488
4,5,0.03125,1,6.7017E+11,7.6305E+11,5.02526E-10,1.13964E-09,6.37111E-10,532.8218704,0.012370815
4,5,0.0625,0.00390625,4840075347,91299218583,8.35175E-10,3.42739E-09,2.59221E-09,308.8753403,0.013737178
4,5,0.0625,0.0078125,9604843216,1.28061E+11,8.33957E-10,3.39191E-09,2.55795E-09,426.3625665,0.019154359
4,5,0.0625,0.015625,18975524948,1.64232E+11,8.33142E-10,3.31904E-09,2.48589E-09,529.2837826,0.024074956
4,5,0.0625,0.03125,37156137509,1.98666E+11,8.30678E-10,3.18134E-09,2.35066E-09,601.1587115,0.027709028
4,5,0.0625,0.0625,71831055197,2.43596E+11,8.28697E-10,2.96326E-09,2.13456E-09,662.3098144,0.030561225
4,5,0.0625,0.125,1.36163E+11,3.04669E+11,8.26536E-10,2.62554E-09,1.79901E-09,687.3788713,0.030338618
4,5,0.0625,0.25,2.50603E+11,3.97701E+11,8.24687E-10,2.16325E-09,1.33856E-09,653.6571155,0.024700737
4,5,0.0625,0.5,4.40658E+11,5.53108E+11,8.21094E-10,1.67065E-09,8.49553E-10,562.2267395,0.015251798
4,5,0.0625,1,7.24199E+11,7.97501E+11,8.23921E-10,1.28052E-09,4.56595E-10,424.5301617,0.006746006
4,5,0.125,0.00390625,5968863391,99677668285,1.34977E-09,3.43869E-09,2.08891E-09,334.7035641,0.009802839
4,5,0.125,0.0078125,11824998191,1.38733E+11,1.34821E-09,3.40558E-09,2.05737E-09,456.5235183,0.013551393
4,5,0.125,0.015625,23279526962,1.77263E+11,1.34546E-09,3.33963E-09,1.99417E-09,560.6697598,0.016958473
4,5,0.125,0.03125,45361330480,2.15495E+11,1.3408E-09,3.21685E-09,1.87605E-09,632.395714,0.019522963
4,5,0.125,0.0625,87060871560,2.64448E+11,1.33428E-09,3.01997E-09,1.68569E-09,682.4603001,0.021239727
4,5,0.125,0.125,1.63181E+11,3.29378E+11,1.32364E-09,2.70765E-09,1.38401E-09,675.8477026,0.020062902
4,5,0.125,0.25,2.94763E+11,4.29733E+11,1.30215E-09,2.28386E-09,9.81709E-10,597.6234638,0.014847653
4,5,0.125,0.5,5.06532E+11,5.96456E+11,1.27173E-09,1.83544E-09,5.63707E-10,450.5856436,0.007453046
4,5,0.125,1,8.08976E+11,8.55751E+11,1.23943E-09,1.49502E-09,2.55587E-10,276.6931375,0.002312477
4,5,0.25,0.00390625,8212896214,1.14545E+11,1.95256E-09,3.45352E-09,1.50096E-09,379.5464068,0.005880894
4,5,0.25,0.0078125,16210313923,1.56077E+11,1.95042E-09,3.4234E-09,1.47298E-09,502.6979165,0.007948856
4,5,0.25,0.015625,31730526590,1.97327E+11,1.94578E-09,3.36432E-09,1.41854E-09,602.1321177,0.009801277
4,5,0.25,0.03125,61244681020,2.39386E+11,1.93701E-09,3.25596E-09,1.31895E-09,660.8002714,0.011121084
4,5,0.25,0.0625,1.15874E+11,2.92341E+11,1.92415E-09,3.07737E-09,1.15323E-09,676.6831763,0.011544466
4,5,0.25,0.125,2.11903E+11,3.6534E+11,1.89628E-09,2.79966E-09,9.03381E-10,621.0005033,0.01001743
4,5,0.25,0.25,3.70795E+11,4.80398E+11,1.84929E-09,2.43409E-09,5.84794E-10,483.6207174,0.006189994
4,5,0.25,0.5,6.11554E+11,6.70613E+11,1.78015E-09,2.06687E-09,2.86713E-10,297.4087037,0.002241283
4,5,0.25,1,9.31231E+11,9.51559E+11,1.69977E-09,1.79535E-09,9.55816E-11,125.5048156,0.000365769
4,5,0.5,0.00390625,12639545685,1.38064E+11,2.51401E-09,3.4703E-09,9.56289E-10,447.3492187,0.002930618
4,5,0.5,0.0078125,24796335377,1.80875E+11,2.51124E-09,3.44213E-09,9.30896E-10,560.3275173,0.003789942
4,5,0.5,0.015625,48062072921,2.24925E+11,2.50552E-09,3.3895E-09,8.83979E-10,641.9646626,0.004536101
4,5,0.5,0.03125,91256728001,2.71419E+11,2.49397E-09,3.29382E-09,7.99843E-10,666.4120881,0.00493382
4,5,0.5,0.0625,1.67852E+11,3.32024E+11,2.47167E-09,3.13706E-09,6.65389E-10,626.7064618,0.004706197
4,5,0.5,0.125,2.95727E+11,4.2283E+11,2.43051E-09,2.90907E-09,4.78562E-10,511.2756994,0.0034994
4,5,0.5,0.25,4.92768E+11,5.66798E+11,2.36108E-09,2.6261E-09,2.65022E-10,325.0049035,0.001582511
4,5,0.5,0.5,7.66481E+11,7.93529E+11,2.26031E-09,2.35639E-09,9.6084E-11,137.382027,0.000306257
4,5,0.5,1,1.09368E+12,1.09842E+12,2.13884E-09,2.15757E-09,1.87308E-11,30.71158825,1.63542E-05
4,5,1,0.00390625,21296673152,1.68551E+11,2.93646E-09,3.48473E-09,5.48267E-10,524.817599,0.001213517
4,5,1,0.0078125,41368476368,2.13798E+11,2.93379E-09,3.45901E-09,5.25218E-10,618.1633091,0.001496785
4,5,1,0.015625,78801097887,2.60278E+11,2.92707E-09,3.41126E-09,4.84188E-10,657.2210302,0.001690383
4,5,1,0.03125,1.45342E+11,3.15363E+11,2.91315E-09,3.32923E-09,4.16081E-10,626.5153537,0.001696037
4,5,1,0.0625,2.57164E+11,3.95542E+11,2.88733E-09,3.20474E-09,3.17409E-10,525.0930756,0.001398335
4,5,1,0.125,4.30517E+11,5.17982E+11,2.84027E-09,3.03459E-09,1.94318E-10,349.0786395,0.000761584
4,5,1,0.25,6.74009E+11,7.09571E+11,2.76157E-09,2.8419E-09,8.03255E-11,155.2036683,0.000189831
4,5,1,0.5,9.76375E+11,9.83231E+11,2.64691E-09,2.66401E-09,1.71019E-11,34.96186527,1.21875E-05
4,5,1,1,1.28846E+12,1.28886E+12,2.49887E-09,2.50012E-09,1.25055E-12,2.613804156,8.57093E-08
4,7,0.03125,0.00390625,3225116489,71512504277,6.28895E-10,3.4298E-09,2.80091E-09,243.2455783,0.012467891
4,7,0.03125,0.0078125,6416896722,1.04036E+11,6.28175E-10,3.39927E-09,2.77109E-09,349.6159756,0.018035802
4,7,0.03125,0.015625,12723672750,1.35759E+11,6.27151E-10,3.33347E-09,2.70632E-09,444.5686228,0.023125406
4,7,0.03125,0.03125,25088591067,1.64439E+11,6.25952E-10,3.205E-09,2.57905E-09,511.3221851,0.026806969
4,7,0.03125,0.0625,49028915575,2.03381E+11,6.24986E-10,3.0077E-09,2.38272E-09,581.067938,0.03047244
4,7,0.03125,0.125,94455363740,2.53493E+11,6.23957E-10,2.69246E-09,2.0685E-09,623.5832953,0.031657958
4,7,0.03125,0.25,1.78091E+11,3.30644E+11,6.24658E-10,2.25819E-09,1.63353E-09,635.4087557,0.028866932
4,7,0.03125,0.5,3.24587E+11,4.58343E+11,6.27782E-10,1.76361E-09,1.13583E-09,604.5671996,0.02147844
4,7,0.03125,1,5.59011E+11,6.64363E+11,6.34765E-10,1.32642E-09,6.91658E-10,526.3864185,0.012445093
4,7,0.0625,0.00390625,3794158511,77428550791,1.06734E-09,3.43893E-09,2.37159E-09,262.2215276,0.009714337
4,7,0.0625,0.0078125,7539941725,1.11942E+11,1.06566E-09,3.41074E-09,2.34507E-09,373.7705747,0.013972451
4,7,0.0625,0.015625,14932096663,1.46585E+11,1.06426E-09,3.35211E-09,2.28785E-09,475.4786328,0.017977531
4,7,0.0625,0.03125,29352985838,1.79086E+11,1.06037E-09,3.2397E-09,2.17932E-09,549.0608879,0.021051325
4,7,0.0625,0.0625,57117586905,2.20793E+11,1.05645E-09,3.06117E-09,2.00472E-09,615.5432788,0.023750264
4,7,0.0625,0.125,1.09369E+11,2.75578E+11,1.05067E-09,2.77782E-09,1.72714E-09,650.5941884,0.024418193
4,7,0.0625,0.25,2.04308E+11,3.56105E+11,1.04213E-09,2.37002E-09,1.32789E-09,631.0625832,0.021013167
4,7,0.0625,0.5,3.66815E+11,4.89208E+11,1.02617E-09,1.89971E-09,8.73542E-10,552.9402818,0.01389024
4,7,0.0625,1,6.2024E+11,7.03903E+11,1.00958E-09,1.48817E-09,4.78587E-10,421.3429928,0.006449299
4,7,0.125,0.00390625,4926350908,87457957439,1.63795E-09,3.45207E-09,1.81413E-09,293.8421687,0.00646532
4,7,0.125,0.0078125,9772300762,1.25002E+11,1.63592E-09,3.42657E-09,1.79065E-09,412.3406507,0.009189334
4,7,0.125,0.015625,19278747329,1.62867E+11,1.63226E-09,3.37544E-09,1.74318E-09,518.2780741,0.011769481
4,7,0.125,0.03125,37696212111,1.99616E+11,1.62604E-09,3.27846E-09,1.65241E-09,593.1370764,0.013778866
4,7,0.125,0.0625,72750356643,2.45538E+11,1.61698E-09,3.12118E-09,1.5042E-09,648.732188,0.015313991
4,7,0.125,0.125,1.37488E+11,3.03884E+11,1.60131E-09,2.86299E-09,1.26167E-09,649.8548982,0.014940126
4,7,0.125,0.25,2.51175E+11,3.91765E+11,1.56991E-09,2.49502E-09,9.25116E-10,583.1393661,0.011700886
4,7,0.125,0.5,4.38389E+11,5.368E+11,1.5224E-09,2.07343E-09,5.51029E-10,445.6130092,0.006296407
4,7,0.125,1,7.15307E+11,7.69053E+11,1.46343E-09,1.71904E-09,2.55619E-10,275.236884,0.002062436
4,7,0.25,0.00390625,7177054353,1.04569E+11,2.23746E-09,3.46791E-09,1.23045E-09,346.5791332,0.003597657
4,7,0.25,0.0078125,14182486326,1.45541E+11,2.23499E-09,3.44536E-09,1.21037E-09,469.7449842,0.004975794
4,7,0.25,0.015625,27808247550,1.86485E+11,2.22977E-09,3.40066E-09,1.17089E-09,572.1671653,0.006247382
4,7,0.25,0.03125,53815233844,2.27123E+11,2.21997E-09,3.31701E-09,1.09703E-09,633.9005914,0.007189636
4,7,0.25,0.0625,1.02248E+11,2.76707E+11,2.20531E-09,3.17632E-09,9.71009E-10,653.4212262,0.007597832
4,7,0.25,0.125,1.87976E+11,3.43081E+11,2.17358E-09,2.95069E-09,7.77113E-10,603.7474992,0.006819708
4,7,0.25,0.25,3.31165E+11,4.45904E+11,2.11908E-09,2.63886E-09,5.19781E-10,474.9139895,0.004464342
4,7,0.25,0.5,5.51177E+11,6.16086E+11,2.03598E-09,2.30074E-09,2.64757E-10,295.2663369,0.001739875
4,7,0.25,1,8.50545E+11,8.74133E+11,1.93109E-09,2.02177E-09,9.06822E-11,124.8185928,0.000301584
4,7,0.5,0.00390625,11616721989,1.30936E+11,2.73881E-09,3.48407E-09,7.45258E-10,424.3742662,0.001683622
4,7,0.5,0.0078125,22811561443,1.73664E+11,2.73606E-09,3.46322E-09,7.27162E-10,539.024155,0.002209165
4,7,0.5,0.015625,44273294167,2.17338E+11,2.73039E-09,3.42398E-09,6.93582E-10,623.2756959,0.002676131
4,7,0.5,0.03125,84219318548,2.62081E+11,2.71908E-09,3.35099E-09,6.3191E-10,649.2330316,0.002940488
4,7,0.5,0.0625,1.55272E+11,3.19103E+11,2.69729E-09,3.22921E-09,5.31921E-10,611.6381815,0.00285412
4,7,0.5,0.125,2.74248E+11,4.0347E+11,2.65669E-09,3.04718E-09,3.90487E-10,500.8528286,0.002197443
4,7,0.5,0.25,4.58195E+11,5.35929E+11,2.58718E-09,2.81044E-09,2.23255E-10,320.7615694,0.001053661
4,7,0.5,0.5,7.15273E+11,7.45078E+11,2.48262E-09,2.56657E-09,8.39586E-11,136.5517533,0.000218899
4,7,0.5,1,1.02709E+12,1.03263E+12,2.34745E-09,2.36435E-09,1.69008E-11,30.47221886,1.25106E-05
4,7,1,0.00390625,20295913962,1.64154E+11,3.08466E-09,3.49673E-09,4.12061E-10,511.3937718,0.000665974
4,7,1,0.0078125,39456485894,2.09271E+11,3.0823E-09,3.47791E-09,3.95612E-10,606.2102869,0.00082779
4,7,1,0.015625,75223184151,2.54911E+11,3.07628E-09,3.44239E-09,3.66114E-10,646.094882,0.000940974
4,7,1,0.03125,1.38884E+11,3.08089E+11,3.0639E-09,3.38051E-09,3.16616E-10,615.9732835,0.000952804
4,7,1,0.0625,2.45957E+11,3.84847E+11,3.04097E-09,3.28516E-09,2.4419E-10,516.3358703,0.000799849
4,7,1,0.125,4.11954E+11,5.01138E+11,2.99892E-09,3.15124E-09,1.52323E-10,343.789118,0.000450507
4,7,1,0.25,6.44933E+11,6.82324E+11,2.92744E-09,2.99233E-09,6.48807E-11,153.7293489,0.000118807
4,7,1,0.5,9.34326E+11,9.41888E+11,2.81913E-09,2.83346E-09,1.43331E-11,34.81982888,8.1963E-06
4,7,1,1,1.23467E+12,1.23513E+12,2.67069E-09,2.67182E-09,1.12743E-12,2.626231271,6.67566E-08
4,10,0.03125,0.00390625,2434792597,57846966374,8.34123E-10,3.43902E-09,2.6049E-09,196.9059626,0.008698075
4,10,0.03125,0.0078125,4849755398,86848990514,8.33088E-10,3.41424E-09,2.58115E-09,292.4829153,0.012991103
4,10,0.03125,0.015625,9633976708,1.16064E+11,8.31497E-10,3.3602E-09,2.52871E-09,381.9878596,0.017091538
4,10,0.03125,0.03125,19055525025,1.42661E+11,8.29405E-10,3.25415E-09,2.42475E-09,448.4371889,0.020218286
4,10,0.03125,0.0625,37433792801,1.78811E+11,8.27188E-10,3.09358E-09,2.26639E-09,522.2002778,0.023619515
4,10,0.03125,0.125,72719782010,2.2383E+11,8.23807E-10,2.83304E-09,2.00923E-09,574.2107098,0.025457325
4,10,0.03125,0.25,1.389E+11,2.90781E+11,8.20586E-10,2.46117E-09,1.64058E-09,601.6813191,0.024592253
4,10,0.03125,0.5,2.58108E+11,3.98269E+11,8.16495E-10,2.00396E-09,1.18746E-09,587.3700705,0.019681071
4,10,0.03125,1,4.5723E+11,5.72758E+11,8.10694E-10,1.55537E-09,7.44678E-10,520.177788,0.012145775
4,10,0.0625,0.00390625,3005275515,64601841149,1.34905E-09,3.45016E-09,2.1011E-09,218.8323794,0.00634664
4,10,0.0625,0.0078125,5977821304,96365958017,1.34689E-09,3.42817E-09,2.08128E-09,322.3077729,0.009427146
4,10,0.0625,0.015625,11858501802,1.29566E+11,1.34488E-09,3.38246E-09,2.03758E-09,422.3027889,0.012485649
4,10,0.0625,0.03125,23372579332,1.60822E+11,1.33952E-09,3.29383E-09,1.95431E-09,498.4139486,0.014959611
4,10,0.0625,0.0625,45692210382,2.00176E+11,1.33363E-09,3.15286E-09,1.81923E-09,570.1907628,0.017303472
4,10,0.0625,0.125,88128466009,2.50028E+11,1.32422E-09,2.92433E-09,1.60011E-09,614.463324,0.018410902
4,10,0.0625,0.25,1.66427E+11,3.20068E+11,1.30877E-09,2.57982E-09,1.27104E-09,607.9004279,0.016713066
4,10,0.0625,0.5,3.03483E+11,4.33043E+11,1.27988E-09,2.1509E-09,8.71022E-10,543.0102255,0.011882331
4,10,0.0625,1,5.24983E+11,6.17418E+11,1.24225E-09,1.73472E-09,4.92472E-10,418.8883491,0.00589165
4,10,0.125,0.00390625,4139740807,76239064646,1.95093E-09,3.46504E-09,1.51411E-09,256.0949859,0.003918411
4,10,0.125,0.0078125,8218663033,1.11977E+11,1.94855E-09,3.44591E-09,1.49736E-09,369.8496061,0.005730591
4,10,0.125,0.015625,16235037821,1.49382E+11,1.94421E-09,3.40769E-09,1.46348E-09,477.4832251,0.00754281
4,10,0.125,0.03125,31816404459,1.85274E+11,1.93694E-09,3.33382E-09,1.39688E-09,556.0430003,0.009007748
4,10,0.125,0.0625,61629282318,2.28955E+11,1.92612E-09,3.21267E-09,1.28655E-09,616.8510412,0.010227809
4,10,0.125,0.125,1.17103E+11,2.81957E+11,1.90684E-09,3.00748E-09,1.10064E-09,624.6821964,0.010279754
4,10,0.125,0.25,2.15465E+11,3.59326E+11,1.86812E-09,2.70212E-09,8.33997E-10,568.4283952,0.008501487
4,10,0.125,0.5,3.79875E+11,4.84762E+11,1.80727E-09,2.32501E-09,5.17744E-10,440.5422766,0.004928555
4,10,0.125,1,6.2942E+11,6.89251E+11,1.7254E-09,1.97407E-09,2.48677E-10,274.634287,0.001734062
4,10,0.25,0.00390625,6395091535,95547421625,2.5131E-09,3.48124E-09,9.68134E-10,316.5515252,0.002031807
4,10,0.25,0.0078125,12646467005,1.35822E+11,2.51054E-09,3.46483E-09,9.54286E-10,438.8521066,0.002875074
4,10,0.25,0.015625,24821318882,1.76693E+11,2.50524E-09,3.43211E-09,9.26872E-10,544.2453569,0.003681299
4,10,0.25,0.03125,48108959066,2.16403E+11,2.49541E-09,3.36967E-09,8.74265E-10,609.1563924,0.004299195
4,10,0.25,0.0625,91642558533,2.63326E+11,2.48052E-09,3.26266E-09,7.82141E-10,631.8239415,0.004617606
4,10,0.25,0.125,1.68948E+11,3.24284E+11,2.44822E-09,3.0865E-09,6.3828E-10,587.2792232,0.004272967
4,10,0.25,0.25,2.9862E+11,4.1677E+11,2.39188E-09,2.83256E-09,4.40678E-10,466.2622446,0.002954215
4,10,0.25,0.5,4.99244E+11,5.68815E+11,2.30334E-09,2.53734E-09,2.33999E-10,293.3465756,0.001243594
4,10,0.25,1,7.76532E+11,8.03042E+11,2.184E-09,2.26716E-09,8.31591E-11,124.6770061,0.000232282
4,10,0.5,0.00390625,10843919890,1.24625E+11,2.93628E-09,3.49604E-09,5.59756E-10,403.8519864,0.000902593
4,10,0.5,0.0078125,21306629866,1.6724E+11,2.93377E-09,3.481E-09,5.47226E-10,519.6516653,0.001200626
4,10,0.5,0.015625,41383871470,2.10744E+11,2.92864E-09,3.45258E-09,5.23941E-10,606.4114673,0.001471777
4,10,0.5,0.03125,78802883058,2.54136E+11,2.91849E-09,3.39862E-09,4.80131E-10,633.725733,0.001632074
4,10,0.5,0.0625,1.45447E+11,3.08264E+11,2.89895E-09,3.30719E-09,4.08236E-10,597.8423547,0.001607892
4,10,0.5,0.125,2.57094E+11,3.87359E+11,2.86227E-09,3.16743E-09,3.05163E-10,491.0609558,0.00127618
4,10,0.5,0.25,4.29693E+11,5.10091E+11,2.7986E-09,2.97837E-09,1.79778E-10,316.7040942,0.000645887
4,10,0.5,0.5,6.71117E+11,7.03179E+11,2.69957E-09,2.7698E-09,7.02248E-11,135.9345522,0.000144117
4,10,0.5,1,9.65991E+11,9.72275E+11,2.56322E-09,2.57791E-09,1.46904E-11,30.38883484,8.89485E-06
4,10,1,0.00390625,19538747191,1.60345E+11,3.20646E-09,3.50661E-09,3.00151E-10,499.6171129,0.000344609
4,10,1,0.0078125,38004710637,2.05382E+11,3.2045E-09,3.49318E-09,2.88683E-10,595.6517659,0.000431318
4,10,1,0.015625,72487147595,2.50372E+11,3.19946E-09,3.46747E-09,2.68003E-10,636.2374708,0.000493114
4,10,1,0.03125,1.3389E+11,3.0202E+11,3.18918E-09,3.42216E-09,2.32971E-10,606.5597762,0.000503104
4,10,1,0.0625,2.3715E+11,3.76019E+11,3.17017E-09,3.35149E-09,1.8132E-10,508.4183515,0.000428676
4,10,1,0.125,3.97029E+11,4.87265E+11,3.13508E-09,3.25001E-09,1.14934E-10,338.8992144,0.000248397
4,10,1,0.25,6.20828E+11,6.59598E+11,3.07456E-09,3.12487E-09,5.03105E-11,152.3853258,6.89173E-05
4,10,1,0.5,8.97925E+11,9.0608E+11,2.97945E-09,2.99097E-09,1.15206E-11,34.73655458,5.09146E-06
4,10,1,1,1.18538E+12,1.18591E+12,2.84161E-09,2.84259E-09,9.77552E-13,2.652943537,4.81859E-08
8,1,0.03125,0.00390625,17753742609,89277421623,1.07745E-10,3.15969E-09,3.05195E-09,280.1764896,0.042398542
8,1,0.03125,0.0078125,34150061989,1.16995E+11,1.07724E-10,2.98263E-09,2.8749E-09,345.2741313,0.053128404
8,1,0.03125,0.015625,64159660654,1.49938E+11,1.08307E-10,2.68977E-09,2.58146E-09,396.3485272,0.060677557
8,1,0.03125,0.03125,1.16524E+11,1.92673E+11,1.09577E-10,2.24757E-09,2.138E-09,420.2779265,0.060108427
8,1,0.03125,0.0625,2.03916E+11,2.59297E+11,1.1283E-10,1.69795E-09,1.58512E-09,417.265948,0.049498521
8,1,0.03125,0.125,3.41188E+11,3.69559E+11,1.18928E-10,1.14721E-09,1.02828E-09,383.3848115,0.031961401
8,1,0.03125,0.25,5.46371E+11,5.53544E+11,1.30205E-10,7.41549E-10,6.11344E-10,339.3399964,0.017483033
8,1,0.03125,0.5,8.29777E+11,8.29012E+11,1.48925E-10,5.09566E-10,3.60641E-10,298.8619258,0.00917545
8,1,0.03125,1,1.16872E+12,1.1685E+12,1.78267E-10,3.92801E-10,2.14534E-10,250.6439025,0.00457485
8,1,0.0625,0.00390625,18307616467,89795096080,2.08659E-10,3.16386E-09,2.9552E-09,280.2786328,0.040150899
8,1,0.0625,0.0078125,35186378340,1.18311E+11,2.08765E-10,2.98738E-09,2.77861E-09,346.0923133,0.050401231
8,1,0.0625,0.015625,65927248064,1.5139E+11,2.10186E-10,2.69654E-09,2.48636E-09,394.3732182,0.057135742
8,1,0.0625,0.03125,1.19502E+11,1.95192E+11,2.12458E-10,2.25959E-09,2.04713E-09,415.6657697,0.056087579
8,1,0.0625,0.0625,2.0875E+11,2.63125E+11,2.17417E-10,1.71912E-09,1.5017E-09,406.9574414,0.045256313
8,1,0.0625,0.125,3.48837E+11,3.76359E+11,2.28553E-10,1.18507E-09,9.5652E-10,366.2853094,0.028218207
8,1,0.0625,0.25,5.57376E+11,5.6425E+11,2.481E-10,7.90061E-10,5.41961E-10,307.5069746,0.014011043
8,1,0.0625,0.5,8.43241E+11,8.43182E+11,2.76982E-10,5.68036E-10,2.91054E-10,245.3948863,0.006075738
8,1,0.0625,1,1.18368E+12,1.18356E+12,3.21513E-10,4.67939E-10,1.46426E-10,173.2640036,0.002158555
8,1,0.125,0.00390625,19349516652,92260734243,3.93653E-10,3.17285E-09,2.7792E-09,285.1127927,0.036663143
8,1,0.125,0.0078125,37097521760,1.20975E+11,3.94244E-10,3.00177E-09,2.60752E-09,348.5133887,0.045708654
8,1,0.125,0.015625,69339382038,1.54653E+11,3.96338E-10,2.71099E-09,2.31465E-09,391.7818475,0.051037724
8,1,0.125,0.03125,1.25455E+11,1.99886E+11,3.9983E-10,2.28357E-09,1.88374E-09,406.2921305,0.049098229
8,1,0.125,0.0625,2.18269E+11,2.70946E+11,4.08004E-10,1.76099E-09,1.35298E-09,388.077135,0.03808644
8,1,0.125,0.125,3.63518E+11,3.89097E+11,4.25541E-10,1.24827E-09,8.22733E-10,331.007499,0.021665893
8,1,0.125,0.25,5.77686E+11,5.83945E+11,4.53022E-10,8.79457E-10,4.26435E-10,251.8505778,0.008983809
8,1,0.125,0.5,8.70036E+11,8.70152E+11,4.93286E-10,6.87757E-10,1.94471E-10,169.2770735,0.002798942
8,1,0.125,1,1.21215E+12,1.21208E+12,5.50788E-10,6.22071E-10,7.12837E-11,86.36442777,0.00052389
8,1,0.25,0.00390625,21385784664,96323003739,7.08053E-10,3.18907E-09,2.48101E-09,292.0381807,0.030814354
8,1,0.25,0.0078125,40878965298,1.25488E+11,7.08884E-10,3.01869E-09,2.30981E-09,349.8302563,0.037748918
8,1,0.25,0.015625,76112333146,1.60703E+11,7.115E-10,2.73582E-09,2.02432E-09,385.5013919,0.041271987
8,1,0.25,0.03125,1.36905E+11,2.08816E+11,7.16437E-10,2.32724E-09,1.61081E-09,387.8817216,0.038150423
8,1,0.25,0.0625,2.3685E+11,2.85806E+11,7.2816E-10,1.83553E-09,1.10737E-09,352.1407722,0.027257559
8,1,0.25,0.125,3.90953E+11,4.13277E+11,7.48743E-10,1.36769E-09,6.1895E-10,272.5129568,0.013103186
8,1,0.25,0.25,6.17176E+11,6.22009E+11,7.81289E-10,1.05475E-09,2.73463E-10,173.8721336,0.003941115
8,1,0.25,0.5,9.20289E+11,9.20475E+11,8.24298E-10,9.16404E-10,9.21062E-11,84.93470763,0.000664144
8,1,0.25,1,1.26393E+12,1.26391E+12,8.8281E-10,9.01162E-10,1.83526E-11,23.18338385,3.62102E-05
8,1,0.5,0.00390625,25429525853,1.03596E+11,1.17903E-09,3.21232E-09,2.03329E-09,302.80088,0.022686089
8,1,0.5,0.0078125,48286968318,1.34256E+11,1.18026E-09,3.04796E-09,1.86769E-09,352.2159825,0.027080844
8,1,0.5,0.015625,89274508977,1.7243E+11,1.18216E-09,2.77654E-09,1.59438E-09,373.2208633,0.028292954
8,1,0.5,0.03125,1.58928E+11,2.26244E+11,1.1877E-09,2.40201E-09,1.21431E-09,354.6819361,0.024154622
8,1,0.5,0.0625,2.71164E+11,3.13059E+11,1.1967E-09,1.96043E-09,7.63733E-10,289.2286542,0.014492654
8,1,0.5,0.125,4.42959E+11,4.59421E+11,1.21367E-09,1.58006E-09,3.66394E-10,188.3081458,0.005151956
8,1,0.5,0.25,6.90086E+11,6.92812E+11,1.23842E-09,1.35901E-09,1.20589E-10,86.92136397,0.000855248
8,1,0.5,0.5,1.0096E+12,1.00978E+12,1.26659E-09,1.28928E-09,2.26938E-11,23.14344682,4.423E-05
8,1,0.5,1,1.35132E+12,1.35132E+12,1.31039E-09,1.3116E-09,1.20981E-12,1.634055416,1.68231E-07
8,1,1,0.00390625,33267126872,1.15025E+11,1.76782E-09,3.24717E-09,1.47935E-09,314.6961979,0.013802155
8,1,1,0.0078125,62573981616,1.4886E+11,1.76688E-09,3.08828E-09,1.3214E-09,349.1618931,0.01570114
8,1,1,0.015625,1.14095E+11,1.92572E+11,1.76724E-09,2.84138E-09,1.07414E-09,345.5360705,0.01504783
8,1,1,0.03125,1.99311E+11,2.56533E+11,1.76729E-09,2.51411E-09,7.46823E-10,292.7115019,0.010812788
8,1,1,0.0625,3.34249E+11,3.64979E+11,1.76701E-09,2.1718E-09,4.04791E-10,202.0404278,0.004872651
8,1,1,0.125,5.35675E+11,5.44935E+11,1.76773E-09,1.91302E-09,1.45285E-10,95.54028208,0.000970057
8,1,1,0.25,8.15443E+11,8.16309E+11,1.76745E-09,1.79451E-09,2.7058E-11,23.61853072,5.08078E-05
8,1,1,0.5,1.15356E+12,1.15352E+12,1.76705E-09,1.76892E-09,1.86959E-12,2.087002589,3.42959E-07
8,1,1,1,1.47933E+12,1.47906E+12,1.7673E-09,1.76717E-09,1.28171E-13,0.669884792,2.06689E-09
