A,E,dd,hh,n,d (m),h1 (m),es.V0_1-es.V0_2 (V)
0,1,0.03125,0.00390625,64,1.8310546875E-6,5.859375E-5,-1.6207259706475485
0,1,0.03125,0.0078125,64,3.662109375E-6,1.171875E-4,-2.994105281904364
0,1,0.03125,0.015625,64,7.32421875E-6,2.34375E-4,-5.494839818108374
0,1,0.03125,0.03125,64,1.46484375E-5,4.6875E-4,-10.198254843247895
0,1,0.03125,0.0625,64,2.9296875E-5,9.375E-4,-18.93782285051529
0,1,0.03125,0.125,64,5.859375E-5,0.001875,-34.65602899029592
0,1,0.03125,0.25,64,1.171875E-4,0.00375,-60.831175014274656
0,1,0.03125,0.5,64,2.34375E-4,0.0075,-101.66466695589445
0,1,0.03125,1,64,4.6875E-4,0.015,-163.0917803066677
0,1,0.0625,0.00390625,64,3.662109375E-6,5.859375E-5,-3.2443379753480777
0,1,0.0625,0.0078125,64,7.32421875E-6,1.171875E-4,-5.9481429652010105
0,1,0.0625,0.015625,64,1.46484375E-5,2.34375E-4,-10.854710447029397
0,1,0.0625,0.03125,64,2.9296875E-5,4.6875E-4,-19.902627520337788
0,1,0.0625,0.0625,64,5.859375E-5,9.375E-4,-36.74562117738877
0,1,0.0625,0.125,64,1.171875E-4,0.001875,-66.32248543646041
0,1,0.0625,0.25,64,2.34375E-4,0.00375,-114.39104291229458
0,1,0.0625,0.5,64,4.6875E-4,0.0075,-187.34069758924022
0,1,0.0625,1,64,9.375E-4,0.015,-296.0022629826725
0,1,0.125,0.00390625,64,7.32421875E-6,5.859375E-5,-6.426067654083745
0,1,0.125,0.0078125,64,1.46484375E-5,1.171875E-4,-11.721296583213674
0,1,0.125,0.015625,64,2.9296875E-5,2.34375E-4,-21.15727143775312
0,1,0.125,0.03125,64,5.859375E-5,4.6875E-4,-38.59290364403353
0,1,0.125,0.0625,64,1.171875E-4,9.375E-4,-70.37728220847808
0,1,0.125,0.125,64,2.34375E-4,0.001875,-125.02611785625976
0,1,0.125,0.25,64,4.6875E-4,0.00375,-212.04603042392182
0,1,0.125,0.5,64,9.375E-4,0.0075,-343.13471963520897
0,1,0.125,1,64,0.001875,0.015,-534.5575884182526
0,1,0.25,0.00390625,64,1.46484375E-5,5.859375E-5,-12.623077942079917
0,1,0.25,0.0078125,64,2.9296875E-5,1.171875E-4,-22.761146423551942
0,1,0.25,0.015625,64,5.859375E-5,2.34375E-4,-40.885575064236946
0,1,0.25,0.03125,64,1.171875E-4,4.6875E-4,-73.7594736207859
0,1,0.25,0.0625,64,2.34375E-4,9.375E-4,-132.817947875511
0,1,0.25,0.125,64,4.6875E-4,0.001875,-232.49489490083292
0,1,0.25,0.25,64,9.375E-4,0.00375,-390.4896963346571
0,1,0.25,0.5,64,0.001875,0.0075,-623.7552470238377
0,1,0.25,1,64,0.00375,0.015,-941.961376268719
0,1,0.5,0.00390625,64,2.9296875E-5,5.859375E-5,-24.34655505346194
0,1,0.5,0.0078125,64,5.859375E-5,1.171875E-4,-43.65606963997907
0,1,0.5,0.015625,64,1.171875E-4,2.34375E-4,-77.64648930090615
0,1,0.5,0.03125,64,2.34375E-4,4.6875E-4,-138.89481603881507
0,1,0.5,0.0625,64,4.6875E-4,9.375E-4,-247.19746782076814
0,1,0.5,0.125,64,9.375E-4,0.001875,-428.95471429159875
0,1,0.5,0.25,64,0.001875,0.00375,-711.2837222639695
0,1,0.5,0.5,64,0.00375,0.0075,-1101.7304603985099
0,1,0.5,1,64,0.0075,0.015,-1571.4295582981574
0,1,1,0.00390625,64,5.859375E-5,5.859375E-5,-46.22605225043009
0,1,1,0.0078125,64,1.171875E-4,1.171875E-4,-81.97257945648627
0,1,1,0.015625,64,2.34375E-4,2.34375E-4,-145.04082394382834
0,1,1,0.03125,64,4.6875E-4,4.6875E-4,-257.84860884967134
0,1,1,0.0625,64,9.375E-4,9.375E-4,-455.92396242631673
0,1,1,0.125,64,0.001875,0.001875,-780.3041821594801
0,1,1,0.25,64,0.00375,0.00375,-1252.878385636726
0,1,1,0.5,64,0.0075,0.0075,-1833.4071735983891
0,1,1,1,64,0.015,0.015,-2398.0082284747314
0,2,0.03125,0.00390625,64,1.8310546875E-6,5.859375E-5,-1.7795437775644132
0,2,0.03125,0.0078125,64,3.662109375E-6,1.171875E-4,-3.3900928942491575
0,2,0.03125,0.015625,64,7.32421875E-6,2.34375E-4,-6.389773722923207
0,2,0.03125,0.03125,64,1.46484375E-5,4.6875E-4,-12.028154568051924
0,2,0.03125,0.0625,64,2.9296875E-5,9.375E-4,-22.37258840167435
0,2,0.03125,0.125,64,5.859375E-5,0.001875,-40.75798583746695
0,2,0.03125,0.25,64,1.171875E-4,0.00375,-71.11650000549214
0,2,0.03125,0.5,64,2.34375E-4,0.0075,-118.3679663655687
0,2,0.03125,1,64,4.6875E-4,0.015,-189.2591488262176
0,2,0.0625,0.00390625,64,3.662109375E-6,5.859375E-5,-3.55205228254043
0,2,0.0625,0.0078125,64,7.32421875E-6,1.171875E-4,-6.70508849513466
0,2,0.0625,0.015625,64,1.46484375E-5,2.34375E-4,-12.518355514452246
0,2,0.0625,0.03125,64,2.9296875E-5,4.6875E-4,-23.146459983012907
0,2,0.0625,0.0625,64,5.859375E-5,9.375E-4,-42.470289182913376
0,2,0.0625,0.125,64,1.171875E-4,0.001875,-75.74973036796402
0,2,0.0625,0.25,64,2.34375E-4,0.00375,-129.68481575109405
0,2,0.0625,0.5,64,4.6875E-4,0.0075,-212.76476175206776
0,2,0.0625,1,64,9.375E-4,0.015,-337.70756620022576
0,2,0.125,0.00390625,64,7.32421875E-6,5.859375E-5,-7.007353616742975
0,2,0.125,0.0078125,64,1.46484375E-5,1.171875E-4,-13.111647454745068
0,2,0.125,0.015625,64,2.9296875E-5,2.34375E-4,-24.069836350021713
0,2,0.125,0.03125,64,5.859375E-5,4.6875E-4,-43.9224573721862
0,2,0.125,0.0625,64,1.171875E-4,9.375E-4,-78.98728649288164
0,2,0.125,0.125,64,2.34375E-4,0.001875,-138.42082299008544
0,2,0.125,0.25,64,4.6875E-4,0.00375,-234.29156290997508
0,2,0.125,0.5,64,9.375E-4,0.0075,-382.7452826608911
0,2,0.125,1,64,0.001875,0.015,-600.5445494790046
0,2,0.25,0.00390625,64,1.46484375E-5,5.859375E-5,-13.669627532952362
0,2,0.25,0.0078125,64,2.9296875E-5,1.171875E-4,-25.142845480399494
0,2,0.25,0.015625,64,5.859375E-5,2.34375E-4,-45.575009948321245
0,2,0.25,0.03125,64,1.171875E-4,4.6875E-4,-81.5673960397941
0,2,0.25,0.0625,64,2.34375E-4,9.375E-4,-144.52397339521423
0,2,0.25,0.125,64,4.6875E-4,0.001875,-250.77046472034635
0,2,0.25,0.25,64,9.375E-4,0.00375,-423.4390613441745
0,2,0.25,0.5,64,0.001875,0.0075,-684.9568478139568
0,2,0.25,1,64,0.00375,0.015,-1039.7080645785131
0,2,0.5,0.00390625,64,2.9296875E-5,5.859375E-5,-26.078860500968432
0,2,0.5,0.0078125,64,5.859375E-5,1.171875E-4,-47.37340908554653
0,2,0.5,0.015625,64,1.171875E-4,2.34375E-4,-84.32574971002553
0,2,0.5,0.03125,64,2.34375E-4,4.6875E-4,-149.06720832187085
0,2,0.5,0.0625,64,4.6875E-4,9.375E-4,-262.0830941286434
0,2,0.5,0.125,64,9.375E-4,0.001875,-454.1038115426276
0,2,0.5,0.25,64,0.001875,0.00375,-759.7776530780529
0,2,0.5,0.5,64,0.00375,0.0075,-1190.5051809581705
0,2,0.5,1,64,0.0075,0.015,-1696.870447202924
0,2,1,0.00390625,64,5.859375E-5,5.859375E-5,-48.81696568426156
0,2,1,0.0078125,64,1.171875E-4,1.171875E-4,-87.05734261580925
0,2,1,0.015625,64,2.34375E-4,2.34375E-4,-153.42554275473253
0,2,1,0.03125,64,4.6875E-4,4.6875E-4,-270.04845092386176
0,2,1,0.0625,64,9.375E-4,9.375E-4,-474.7006418969023
0,2,1,0.125,64,0.001875,0.001875,-814.5822276402603
0,2,1,0.25,64,0.00375,0.00375,-1320.2033420140979
0,2,1,0.5,64,0.0075,0.0075,-1945.3425099525884
0,2,1,1,64,0.015,0.015,-2532.980707258593
