n,A,E,dd,d,hh,h,V
4,0.0,2,0.03125,0.00046875,1.0,0.015,-274.59272226759686
4,0.0,2,0.0625,3.662109375e-06,0.00390625,5.859375e-05,-3.9988971952821046
4,0.0,2,0.0625,7.32421875e-06,0.0078125,0.0001171875,-7.866567665213848
4,0.0,2,0.0625,1.46484375e-05,0.015625,0.000234375,-15.35226363819307
4,0.0,2,0.0625,2.9296875e-05,0.03125,0.00046875,-29.457865896427545
4,0.0,2,0.0625,5.859375e-05,0.0625,0.0009375,-55.365207223526696
4,0.0,2,0.0625,0.0001171875,0.125,0.001875,-101.30462420916392
4,0.0,2,0.0625,0.000234375,0.25,0.00375,-179.4958693366366
4,0.0,2,0.0625,0.00046875,0.5,0.0075,-304.81099279641165
4,0.0,2,0.0625,0.0009375,1.0,0.015,-495.7804718441386
4,0.0,2,0.125,7.32421875e-06,0.00390625,5.859375e-05,-7.976222111741762
4,0.0,2,0.125,1.46484375e-05,0.0078125,0.0001171875,-15.674704849563978
4,0.0,2,0.125,2.9296875e-05,0.015625,0.000234375,-30.464177178673687
4,0.0,2,0.125,5.859375e-05,0.03125,0.00046875,-58.18892367678113
4,0.0,2,0.125,0.0001171875,0.0625,0.0009375,-108.53219898017257
4,0.0,2,0.125,0.000234375,0.125,0.001875,-195.9437622792178
4,0.0,2,0.125,0.00046875,0.25,0.00375,-337.54064110032954
4,0.0,2,0.125,0.0009375,0.5,0.0075,-553.2085961065848
4,0.0,2,0.125,0.001875,1.0,0.015,-854.2435061140684
4,0.0,2,0.25,1.46484375e-05,0.00390625,5.859375e-05,-15.888196439366736
4,0.0,2,0.25,2.9296875e-05,0.0078125,0.0001171875,-31.11526258836461
4,0.0,2,0.25,5.859375e-05,0.015625,0.000234375,-60.16489184728597
4,0.0,2,0.25,0.0001171875,0.03125,0.00046875,-113.91432977351344
4,0.0,2,0.25,0.000234375,0.0625,0.0009375,-209.66513068284448
4,0.0,2,0.25,0.00046875,0.125,0.001875,-368.6443088052502
4,0.0,2,0.25,0.0009375,0.25,0.00375,-614.0493236436951
4,0.0,2,0.25,0.001875,0.5,0.0075,-958.147805341277
4,0.0,2,0.25,0.00375,1.0,0.015,-1387.2893381069937
4,0.0,2,0.5,2.9296875e-05,0.00390625,5.859375e-05,-31.50758592703357
4,0.0,2,0.5,5.859375e-05,0.0078125,0.0001171875,-61.37160706136628
4,0.0,2,0.5,0.0001171875,0.015625,0.000234375,-117.65730236062076
4,0.0,2,0.5,0.000234375,0.03125,0.00046875,-219.58357463090869
4,0.0,2,0.5,0.00046875,0.0625,0.0009375,-393.6368784402104
4,0.0,2,0.5,0.0009375,0.125,0.001875,-669.4307714084207
4,0.0,2,0.5,0.001875,0.25,0.00375,-1064.8896764059718
4,0.0,2,0.5,0.00375,0.5,0.0075,-1566.0478774816725
4,0.0,2,0.5,0.0075,1.0,0.015,-2109.2080352744124
4,0.0,2,1.0,5.859375e-05,0.00390625,5.859375e-05,-62.07334918293361
4,0.0,2,1.0,0.0001171875,0.0078125,0.0001171875,-119.8287211736838
4,0.0,2,1.0,0.000234375,0.015625,0.000234375,-226.12818329252104
4,0.0,2,1.0,0.00046875,0.03125,0.00046875,-411.0023562658725
4,0.0,2,1.0,0.0009375,0.0625,0.0009375,-712.3281321690727
4,0.0,2,1.0,0.001875,0.125,0.001875,-1158.1965487813827
4,0.0,2,1.0,0.00375,0.25,0.00375,-1741.5992727614473
4,0.0,2,1.0,0.0075,0.5,0.0075,-2395.3393264366296
4,0.0,2,1.0,0.015,1.0,0.015,-2976.662207264193
4,0.0,3,0.03125,1.8310546875e-06,0.00390625,5.859375e-05,-2.0145428926956583
4,0.0,3,0.03125,3.662109375e-06,0.0078125,0.0001171875,-3.984746115358049
4,0.0,3,0.03125,7.32421875e-06,0.015625,0.000234375,-7.829293876986811
4,0.0,3,0.03125,1.46484375e-05,0.03125,0.00046875,-15.230456860699208
4,0.0,3,0.03125,2.9296875e-05,0.0625,0.0009375,-29.19483050106276
4,0.0,3,0.03125,5.859375e-05,0.125,0.001875,-54.82296727329542
4,0.0,3,0.03125,0.0001171875,0.25,0.00375,-100.49101928721753
4,0.0,3,0.03125,0.000234375,0.5,0.0075,-178.7019508641561
4,0.0,3,0.03125,0.00046875,1.0,0.015,-304.0305636536389
4,0.0,3,0.0625,3.662109375e-06,0.00390625,5.859375e-05,-4.023425227183658
4,0.0,3,0.0625,7.32421875e-06,0.0078125,0.0001171875,-7.947077160223195
4,0.0,3,0.0625,1.46484375e-05,0.015625,0.000234375,-15.606876906713072
4,0.0,3,0.0625,2.9296875e-05,0.03125,0.00046875,-30.23575155352205
4,0.0,3,0.0625,5.859375e-05,0.0625,0.0009375,-57.62764672735304
4,0.0,3,0.0625,0.0001171875,0.125,0.001875,-107.27308365333
4,0.0,3,0.0625,0.000234375,0.25,0.00375,-193.4835526231633
4,0.0,3,0.0625,0.00046875,0.5,0.0075,-333.03783223502046
4,0.0,3,0.0625,0.0009375,1.0,0.015,-543.4528026502244
4,0.0,3,0.125,7.32421875e-06,0.00390625,5.859375e-05,-8.022375402424387
4,0.0,3,0.125,1.46484375e-05,0.0078125,0.0001171875,-15.826894175364336
4,0.0,3,0.125,2.9296875e-05,0.015625,0.000234375,-30.94774742898243
4,0.0,3,0.125,5.859375e-05,0.03125,0.00046875,-59.65463629617594
4,0.0,3,0.125,0.0001171875,0.0625,0.0009375,-112.70241220753528
4,0.0,3,0.125,0.000234375,0.125,0.001875,-206.6374393795736
4,0.0,3,0.125,0.00046875,0.25,0.00375,-361.47753617674914
4,0.0,3,0.125,0.0009375,0.5,0.0075,-598.3224978468955
4,0.0,3,0.125,0.001875,1.0,0.015,-923.92847325523
4,0.0,3,0.25,1.46484375e-05,0.00390625,5.859375e-05,-15.974076118737829
4,0.0,3,0.25,2.9296875e-05,0.0078125,0.0001171875,-31.40242596502191
4,0.0,3,0.25,5.859375e-05,0.015625,0.000234375,-61.05946249192451
4,0.0,3,0.25,0.0001171875,0.03125,0.00046875,-116.55817758968784
4,0.0,3,0.25,0.000234375,0.0625,0.0009375,-216.96679032896253
4,0.0,3,0.25,0.00046875,0.125,0.001875,-386.4638471129927
4,0.0,3,0.25,0.0009375,0.25,0.00375,-651.2937561106063
4,0.0,3,0.25,0.001875,0.5,0.0075,-1022.784937057844
4,0.0,3,0.25,0.00375,1.0,0.015,-1478.1562617340535
4,0.0,3,0.5,2.9296875e-05,0.00390625,5.859375e-05,-31.66441915588058
4,0.0,3,0.5,5.859375e-05,0.0078125,0.0001171875,-61.88837552883216
4,0.0,3,0.5,0.0001171875,0.015625,0.000234375,-119.23278518170184
4,0.0,3,0.5,0.000234375,0.03125,0.00046875,-224.09205354742625
4,0.0,3,0.5,0.00046875,0.0625,0.0009375,-405.39707711649527
4,0.0,3,0.5,0.0009375,0.125,0.001875,-696.1289878194254
4,0.0,3,0.5,0.001875,0.25,0.00375,-1116.267520871654
4,0.0,3,0.5,0.00375,0.5,0.0075,-1648.1087180432512
4,0.0,3,0.5,0.0075,1.0,0.015,-2214.8594944116103
4,0.0,3,1.0,5.859375e-05,0.00390625,5.859375e-05,-62.34555917754449
4,0.0,3,1.0,0.0001171875,0.0078125,0.0001171875,-120.7146845598269
4,0.0,3,1.0,0.000234375,0.015625,0.000234375,-228.72185989804427
4,0.0,3,1.0,0.00046875,0.03125,0.00046875,-418.0383472465966
4,0.0,3,1.0,0.0009375,0.0625,0.0009375,-729.2032722580982
4,0.0,3,1.0,0.001875,0.125,0.001875,-1193.370415507141
4,0.0,3,1.0,0.00375,0.25,0.00375,-1804.013223608435
4,0.0,3,1.0,0.0075,0.5,0.0075,-2488.1423031270665
4,0.0,3,1.0,0.015,1.0,0.015,-3087.1120881920883
4,0.0,5,0.03125,1.8310546875e-06,0.00390625,5.859375e-05,-2.024310582893236
4,0.0,5,0.03125,3.662109375e-06,0.0078125,0.0001171875,-4.01745273287019
4,0.0,5,0.03125,7.32421875e-06,0.015625,0.000234375,-7.935496456210477
4,0.0,5,0.03125,1.46484375e-05,0.03125,0.00046875,-15.563610346805005
4,0.0,5,0.03125,2.9296875e-05,0.0625,0.0009375,-30.203839006909178
4,0.0,5,0.03125,5.859375e-05,0.125,0.001875,-57.65588690447193
4,0.0,5,0.03125,0.0001171875,0.25,0.00375,-107.77526286503502
4,0.0,5,0.03125,0.000234375,0.5,0.0075,-195.31260307726583
4,0.0,5,0.03125,0.00046875,1.0,0.015,-336.7773883671241
4,0.0,5,0.0625,3.662109375e-06,0.00390625,5.859375e-05,-4.042310522719241
4,0.0,5,0.0625,7.32421875e-06,0.0078125,0.0001171875,-8.01002632195068
4,0.0,5,0.0625,1.46484375e-05,0.015625,0.000234375,-15.809309753784817
4,0.0,5,0.0625,2.9296875e-05,0.03125,0.00046875,-30.864773498066796
4,0.0,5,0.0625,5.859375e-05,0.0625,0.0009375,-59.52618341499101
4,0.0,5,0.0625,0.0001171875,0.125,0.001875,-112.54387421039122
4,0.0,5,0.0625,0.000234375,0.25,0.00375,-206.6686210607488
4,0.0,5,0.0625,0.00046875,0.5,0.0075,-361.82123799064254
4,0.0,5,0.0625,0.0009375,1.0,0.015,-596.6832219350894
4,0.0,5,0.125,7.32421875e-06,0.00390625,5.859375e-05,-8.056609931156814
4,0.0,5,0.125,1.46484375e-05,0.0078125,0.0001171875,-15.94260667183348
4,0.0,5,0.125,2.9296875e-05,0.015625,0.000234375,-31.3215862866494
4,0.0,5,0.125,5.859375e-05,0.03125,0.00046875,-60.82065258286665
4,0.0,5,0.125,0.0001171875,0.0625,0.0009375,-116.16317554785051
4,0.0,5,0.125,0.000234375,0.125,0.001875,-215.9937919106636
4,0.0,5,0.125,0.00046875,0.25,0.00375,-383.8244237555264
4,0.0,5,0.125,0.0009375,0.5,0.0075,-644.1746072228125
4,0.0,5,0.125,0.001875,1.0,0.015,-1002.6675621637164
4,0.0,5,0.25,1.46484375e-05,0.00390625,5.859375e-05,-16.036164169456043
4,0.0,5,0.25,2.9296875e-05,0.0078125,0.0001171875,-31.616859944262245
4,0.0,5,0.25,5.859375e-05,0.015625,0.000234375,-61.74078101715586
4,0.0,5,0.25,0.0001171875,0.03125,0.00046875,-118.63165437438478
4,0.0,5,0.25,0.000234375,0.0625,0.0009375,-222.95861519126555
4,0.0,5,0.25,0.00046875,0.125,0.001875,-401.8258463215629
4,0.0,5,0.25,0.0009375,0.25,0.00375,-685.7087846509636
4,0.0,5,0.25,0.001875,0.5,0.0075,-1088.6596078657485
4,0.0,5,0.25,0.00375,1.0,0.015,-1582.8768075314745
4,0.0,5,0.5,2.9296875e-05,0.00390625,5.859375e-05,-31.77598368044994
4,0.0,5,0.5,5.859375e-05,0.0078125,0.0001171875,-62.26945540197392
4,0.0,5,0.5,0.0001171875,0.015625,0.000234375,-120.42069538195824
4,0.0,5,0.5,0.000234375,0.03125,0.00046875,-227.59187419069767
4,0.0,5,0.5,0.00046875,0.0625,0.0009375,-414.8745742215127
4,0.0,5,0.5,0.0009375,0.125,0.001875,-718.7656629684836
4,0.0,5,0.5,0.001875,0.25,0.00375,-1163.463751979894
4,0.0,5,0.5,0.00375,0.5,0.0075,-1732.483944121176
4,0.0,5,0.5,0.0075,1.0,0.015,-2339.2001594971957
4,0.0,5,1.0,5.859375e-05,0.00390625,5.859375e-05,-62.53687297790111
4,0.0,5,1.0,0.0001171875,0.0078125,0.0001171875,-121.36656053252732
4,0.0,5,1.0,0.000234375,0.015625,0.000234375,-230.65666388436665
4,0.0,5,1.0,0.00046875,0.03125,0.00046875,-423.4025285723602
4,0.0,5,1.0,0.0009375,0.0625,0.0009375,-742.517357837295
4,0.0,5,1.0,0.001875,0.125,0.001875,-1222.7849563597706
4,0.0,5,1.0,0.00375,0.25,0.00375,-1861.3272944032024
4,0.0,5,1.0,0.0075,0.5,0.0075,-2584.3790991881347
4,0.0,5,1.0,0.015,1.0,0.015,-3219.6979937757515
4,0.0,7,0.03125,1.8310546875e-06,0.00390625,5.859375e-05,-2.0282606179316645
4,0.0,7,0.03125,3.662109375e-06,0.0078125,0.0001171875,-4.030935382210659
4,0.0,7,0.03125,7.32421875e-06,0.015625,0.000234375,-7.979668146627728
4,0.0,7,0.03125,1.46484375e-05,0.03125,0.00046875,-15.704257851321543
4,0.0,7,0.03125,2.9296875e-05,0.0625,0.0009375,-30.642383779711512
4,0.0,7,0.03125,5.859375e-05,0.125,0.001875,-58.93609250324981
4,0.0,7,0.03125,0.0001171875,0.25,0.00375,-111.24611130579468
4,0.0,7,0.03125,0.000234375,0.5,0.0075,-203.7698067617252
4,0.0,7,0.03125,0.00046875,1.0,0.015,-354.84025413250856
4,0.0,7,0.0625,3.662109375e-06,0.00390625,5.859375e-05,-4.049642375526069
4,0.0,7,0.0625,7.32421875e-06,0.0078125,0.0001171875,-8.03503144101795
4,0.0,7,0.0625,1.46484375e-05,0.015625,0.000234375,-15.89169476443287
4,0.0,7,0.0625,2.9296875e-05,0.03125,0.00046875,-31.125160118953414
4,0.0,7,0.0625,5.859375e-05,0.0625,0.0009375,-60.34171769080989
4,0.0,7,0.0625,0.0001171875,0.125,0.001875,-114.9113536286329
4,0.0,7,0.0625,0.000234375,0.25,0.00375,-212.91526183768588
4,0.0,7,0.0625,0.00046875,0.5,0.0075,-376.4153808126313
4,0.0,7,0.0625,0.0009375,1.0,0.015,-626.1810474290639
4,0.0,7,0.125,7.32421875e-06,0.00390625,5.859375e-05,-8.06909232283472
4,0.0,7,0.125,1.46484375e-05,0.0078125,0.0001171875,-15.986708839789427
4,0.0,7,0.125,2.9296875e-05,0.015625,0.000234375,-31.467914532705407
4,0.0,7,0.125,5.859375e-05,0.03125,0.00046875,-61.295649266352896
4,0.0,7,0.125,0.0001171875,0.0625,0.0009375,-117.6358133901428
4,0.0,7,0.125,0.000234375,0.125,0.001875,-220.16169740433875
4,0.0,7,0.125,0.00046875,0.25,0.00375,-394.321775638995
4,0.0,7,0.125,0.0009375,0.5,0.0075,-667.4022257712754
4,0.0,7,0.125,0.001875,1.0,0.015,-1046.798655467062
4,0.0,7,0.25,1.46484375e-05,0.00390625,5.859375e-05,-16.0583678069344
4,0.0,7,0.25,2.9296875e-05,0.0078125,0.0001171875,-31.69775480901474
4,0.0,7,0.25,5.859375e-05,0.015625,0.000234375,-62.005904948608936
4,0.0,7,0.25,0.0001171875,0.03125,0.00046875,-119.46836479897402
4,0.0,7,0.25,0.000234375,0.0625,0.0009375,-225.48770466513784
4,0.0,7,0.25,0.00046875,0.125,0.001875,-408.5800758579418
4,0.0,7,0.25,0.0009375,0.25,0.00375,-701.7656194740824
4,0.0,7,0.25,0.001875,0.5,0.0075,-1122.185015361325
4,0.0,7,0.25,0.00375,1.0,0.015,-1642.479658286238
4,0.0,7,0.5,2.9296875e-05,0.00390625,5.859375e-05,-31.816042696136662
4,0.0,7,0.5,5.859375e-05,0.0078125,0.0001171875,-62.413707200288016
4,0.0,7,0.5,0.0001171875,0.015625,0.000234375,-120.88354829907124
4,0.0,7,0.5,0.000234375,0.03125,0.00046875,-228.9992892860327
4,0.0,7,0.5,0.00046875,0.0625,0.0009375,-418.8135594775397
4,0.0,7,0.5,0.0009375,0.125,0.001875,-728.5909520186672
4,0.0,7,0.5,0.001875,0.25,0.00375,-1185.432792378721
4,0.0,7,0.5,0.00375,0.5,0.0075,-1775.7469048501391
4,0.0,7,0.5,0.0075,1.0,0.015,-2411.0325998793955
4,0.0,7,1.0,5.859375e-05,0.00390625,5.859375e-05,-62.60606715902827
4,0.0,7,1.0,0.0001171875,0.0078125,0.0001171875,-121.61661768889682
4,0.0,7,1.0,0.000234375,0.015625,0.000234375,-231.4074010848165
4,0.0,7,1.0,0.00046875,0.03125,0.00046875,-425.5257393281225
4,0.0,7,1.0,0.0009375,0.0625,0.0009375,-747.9493690824172
4,0.0,7,1.0,0.001875,0.125,0.001875,-1235.4170695547773
4,0.0,7,1.0,0.00375,0.25,0.00375,-1888.0065834052343
4,0.0,7,1.0,0.0075,0.5,0.0075,-2633.980752744027
4,0.0,7,1.0,0.015,1.0,0.015,-3297.4109606623506
4,0.0,10,0.03125,1.8310546875e-06,0.00390625,5.859375e-05,-2.0309157183181696
4,0.0,10,0.03125,3.662109375e-06,0.0078125,0.0001171875,-4.040274599764959
4,0.0,10,0.03125,7.32421875e-06,0.015625,0.000234375,-8.01062071141277
4,0.0,10,0.03125,1.46484375e-05,0.03125,0.00046875,-15.80475656778066
4,0.0,10,0.03125,2.9296875e-05,0.0625,0.0009375,-30.964779882275188
4,0.0,10,0.03125,5.859375e-05,0.125,0.001875,-59.90704456930746
4,0.0,10,0.03125,0.0001171875,0.25,0.00375,-113.97933972987548
4,0.0,10,0.03125,0.000234375,0.5,0.0075,-210.7440498863133
4,0.0,10,0.03125,0.00046875,1.0,0.015,-370.6738897623126
4,0.0,10,0.0625,3.662109375e-06,0.00390625,5.859375e-05,-4.054280728406525
4,0.0,10,0.0625,7.32421875e-06,0.0078125,0.0001171875,-8.051463774511454
4,0.0,10,0.0625,1.46484375e-05,0.015625,0.000234375,-15.9482079402913
4,0.0,10,0.0625,2.9296875e-05,0.03125,0.00046875,-31.308081525376053
4,0.0,10,0.0625,5.859375e-05,0.0625,0.0009375,-60.93656144420096
4,0.0,10,0.0625,0.0001171875,0.125,0.001875,-116.70124530377214
4,0.0,10,0.0625,0.000234375,0.25,0.00375,-217.81544760370565
4,0.0,10,0.0625,0.00046875,0.5,0.0075,-388.4220992753637
4,0.0,10,0.0625,0.0009375,1.0,0.015,-652.1578927379707
4,0.0,10,0.125,7.32421875e-06,0.00390625,5.859375e-05,-8.076358259812167
4,0.0,10,0.125,1.46484375e-05,0.0078125,0.0001171875,-16.01446115201334
4,0.0,10,0.125,2.9296875e-05,0.015625,0.000234375,-31.564318897965403
4,0.0,10,0.125,5.859375e-05,0.03125,0.00046875,-61.62636833217274
4,0.0,10,0.125,0.0001171875,0.0625,0.0009375,-118.70547071477006
4,0.0,10,0.125,0.000234375,0.125,0.001875,-223.29766251858015
4,0.0,10,0.125,0.00046875,0.25,0.00375,-402.5141463255208
4,0.0,10,0.125,0.0009375,0.5,0.0075,-686.5356727943213
4,0.0,10,0.125,0.001875,1.0,0.015,-1085.9991812973265
4,0.0,10,0.25,1.46484375e-05,0.00390625,5.859375e-05,-16.07150942359422
4,0.0,10,0.25,2.9296875e-05,0.0078125,0.0001171875,-31.749507984030732
4,0.0,10,0.25,5.859375e-05,0.015625,0.000234375,-62.183286152500166
4,0.0,10,0.25,0.0001171875,0.03125,0.00046875,-120.0515912195233
4,0.0,10,0.25,0.000234375,0.0625,0.0009375,-227.32126442966324
4,0.0,10,0.25,0.00046875,0.125,0.001875,-413.621712735442
4,0.0,10,0.25,0.0009375,0.25,0.00375,-714.2644867803942
4,0.0,10,0.25,0.001875,0.5,0.0075,-1149.9311080407292
4,0.0,10,0.25,0.00375,1.0,0.015,-1695.949694473107
4,0.0,10,0.5,2.9296875e-05,0.00390625,5.859375e-05,-31.840801577506056
4,0.0,10,0.5,5.859375e-05,0.0078125,0.0001171875,-62.50873931693708
4,0.0,10,0.5,0.0001171875,0.015625,0.000234375,-121.19844159914612
4,0.0,10,0.5,0.000234375,0.03125,0.00046875,-229.98571293205396
4,0.0,10,0.5,0.00046875,0.0625,0.0009375,-421.6437773662691
4,0.0,10,0.5,0.0009375,0.125,0.001875,-735.873168130764
4,0.0,10,0.5,0.001875,0.25,0.00375,-1202.537647844055
4,0.0,10,0.5,0.00375,0.5,0.0075,-1811.7282614450528
4,0.0,10,0.5,0.0075,1.0,0.015,-2476.052232210121
4,0.0,10,1.0,5.859375e-05,0.00390625,5.859375e-05,-62.65021974340857
4,0.0,10,1.0,0.0001171875,0.0078125,0.0001171875,-121.785955719585
4,0.0,10,1.0,0.000234375,0.015625,0.000234375,-231.92007734182332
4,0.0,10,1.0,0.00046875,0.03125,0.00046875,-426.9989833066671
4,0.0,10,1.0,0.0009375,0.0625,0.0009375,-751.8041741821082
4,0.0,10,1.0,0.001875,0.125,0.001875,-1244.7177922179742
4,0.0,10,1.0,0.00375,0.25,0.00375,-1908.7734758892184
4,0.0,10,1.0,0.0075,0.5,0.0075,-2675.3247983329247
4,0.0,10,1.0,0.015,1.0,0.015,-3368.392435053293
4,0.25,1,0.03125,1.8310546875e-06,0.00390625,5.859375e-05,14.203539220282437
4,0.25,1,0.03125,3.662109375e-06,0.0078125,0.0001171875,27.616887142385742
4,0.25,1,0.03125,7.32421875e-06,0.015625,0.000234375,52.74276677994924
4,0.25,1,0.03125,1.46484375e-05,0.03125,0.00046875,97.9411384592228
4,0.25,1,0.03125,2.9296875e-05,0.0625,0.0009375,174.82886356109512
4,0.25,1,0.03125,5.859375e-05,0.125,0.001875,295.63959955527673
4,0.25,1,0.03125,0.0001171875,0.25,0.00375,467.8343351587117
4,0.25,1,0.03125,0.000234375,0.5,0.0075,683.053955981068
4,0.25,1,0.03125,0.00046875,1.0,0.015,900.6262780295788
4,0.25,1,0.0625,3.662109375e-06,0.00390625,5.859375e-05,12.720106500658744
4,0.25,1,0.0625,7.32421875e-06,0.0078125,0.0001171875,24.71242366828218
4,0.25,1,0.0625,1.46484375e-05,0.015625,0.000234375,47.16276043106072
4,0.25,1,0.0625,2.9296875e-05,0.03125,0.00046875,87.34912217354407
4,0.25,1,0.0625,5.859375e-05,0.0625,0.0009375,155.1583487194155
4,0.25,1,0.0625,0.0001171875,0.125,0.001875,260.30079727552044
4,0.25,1,0.0625,0.000234375,0.25,0.00375,405.8049697586847
4,0.25,1,0.0625,0.00046875,0.5,0.0075,576.7846617141668
4,0.25,1,0.0625,0.0009375,1.0,0.015,725.0752030350759
4,0.25,1,0.125,7.32421875e-06,0.00390625,5.859375e-05,9.770711264057836
4,0.25,1,0.125,1.46484375e-05,0.0078125,0.0001171875,18.949168619271408
4,0.25,1,0.125,2.9296875e-05,0.015625,0.000234375,36.027686778505256
4,0.25,1,0.125,5.859375e-05,0.03125,0.00046875,66.3125163985391
4,0.25,1,0.125,0.0001171875,0.0625,0.0009375,116.79027196182804
4,0.25,1,0.125,0.000234375,0.125,0.001875,192.2223827661345
4,0.25,1,0.125,0.00046875,0.25,0.00375,289.6933074380637
4,0.25,1,0.125,0.0009375,0.5,0.0075,386.6507836367899
4,0.25,1,0.125,0.001875,1.0,0.015,430.253806806634
4,0.25,1,0.25,1.46484375e-05,0.00390625,5.859375e-05,3.888607154172014
4,0.25,1,0.25,2.9296875e-05,0.0078125,0.0001171875,7.489403893716738
4,0.25,1,0.25,5.859375e-05,0.015625,0.000234375,14.116266177879169
4,0.25,1,0.25,0.0001171875,0.03125,0.00046875,25.526043900572283
4,0.25,1,0.25,0.000234375,0.0625,0.0009375,43.06630553070293
4,0.25,1,0.25,0.00046875,0.125,0.001875,65.25135002539938
4,0.25,1,0.25,0.0009375,0.25,0.00375,81.82648714250149
4,0.25,1,0.25,0.001875,0.5,0.0075,66.57798871444439
4,0.25,1,0.25,0.00375,1.0,0.015,-23.078826945091294
4,0.25,1,0.5,2.9296875e-05,0.00390625,5.859375e-05,-7.762975167330524
4,0.25,1,0.5,5.859375e-05,0.0078125,0.0001171875,-14.983886183727494
4,0.25,1,0.5,0.0001171875,0.015625,0.000234375,-28.412877300547173
4,0.25,1,0.5,0.000234375,0.03125,0.00046875,-52.41483423592605
4,0.25,1,0.5,0.00046875,0.0625,0.0009375,-93.1568710883513
4,0.25,1,0.5,0.0009375,0.125,0.001875,-160.17000456528856
4,0.25,1,0.5,0.001875,0.25,0.00375,-266.6594041716101
4,0.25,1,0.5,0.00375,0.5,0.0075,-427.323656943646
4,0.25,1,0.5,0.0075,1.0,0.015,-647.6872120560614
4,0.25,1,1.0,5.859375e-05,0.00390625,5.859375e-05,-30.59450165156602
4,0.25,1,1.0,0.0001171875,0.0078125,0.0001171875,-58.51959240118153
4,0.25,1,1.0,0.000234375,0.015625,0.000234375,-109.0831487378469
4,0.25,1,1.0,0.00046875,0.03125,0.00046875,-195.1271697396842
4,0.25,1,1.0,0.0009375,0.0625,0.0009375,-332.5649963193125
4,0.25,1,1.0,0.001875,0.125,0.001875,-534.0377776791248
4,0.25,1,1.0,0.00375,0.25,0.00375,-800.3560895813944
4,0.25,1,1.0,0.0075,0.5,0.0075,-1108.458114910571
4,0.25,1,1.0,0.015,1.0,0.015,-1399.212137835248
4,0.25,2,0.03125,1.8310546875e-06,0.00390625,5.859375e-05,6.543252426322724
4,0.25,2,0.03125,3.662109375e-06,0.0078125,0.0001171875,12.893558824155248
4,0.25,2,0.03125,7.32421875e-06,0.015625,0.000234375,25.154478000000932
4,0.25,2,0.03125,1.46484375e-05,0.03125,0.00046875,48.272554002122256
4,0.25,2,0.03125,2.9296875e-05,0.0625,0.0009375,90.3123216919337
4,0.25,2,0.03125,5.859375e-05,0.125,0.001875,162.59724437706183
4,0.25,2,0.03125,0.0001171875,0.25,0.00375,277.2480919807765
4,0.25,2,0.03125,0.000234375,0.5,0.0075,438.4341169208192
4,0.25,2,0.03125,0.00046875,1.0,0.015,623.4887193596569
4,0.25,2,0.0625,3.662109375e-06,0.00390625,5.859375e-05,5.037526816616577
4,0.25,2,0.0625,7.32421875e-06,0.0078125,0.0001171875,9.922747652982816
4,0.25,2,0.0625,1.46484375e-05,0.015625,0.000234375,19.33699159138276
4,0.25,2,0.0625,2.9296875e-05,0.03125,0.00046875,37.03541296373702
4,0.25,2,0.0625,5.859375e-05,0.0625,0.0009375,68.96535858083979
4,0.25,2,0.0625,0.0001171875,0.125,0.001875,123.11915027874532
4,0.25,2,0.0625,0.000234375,0.25,0.00375,206.65038841443845
4,0.25,2,0.0625,0.00046875,0.5,0.0075,318.32238085480606
4,0.25,2,0.0625,0.0009375,1.0,0.015,430.0290039235747
4,0.25,2,0.125,7.32421875e-06,0.00390625,5.859375e-05,2.0413353604750317
4,0.25,2,0.125,1.46484375e-05,0.0078125,0.0001171875,4.0191164279361375
4,0.25,2,0.125,2.9296875e-05,0.015625,0.000234375,7.823938025751336
4,0.25,2,0.125,5.859375e-05,0.03125,0.00046875,14.92548208888683
4,0.25,2,0.125,0.0001171875,0.0625,0.0009375,27.56795620685068
4,0.25,2,0.125,0.000234375,0.125,0.001875,48.081715576865854
4,0.25,2,0.125,0.00046875,0.25,0.00375,77.89138283401347
4,0.25,2,0.125,0.0009375,0.5,0.0075,109.91869490228086
4,0.25,2,0.125,0.001875,1.0,0.015,118.0361854992803
4,0.25,2,0.25,1.46484375e-05,0.00390625,5.859375e-05,-3.920606247721509
4,0.25,2,0.25,2.9296875e-05,0.0078125,0.0001171875,-7.668451838000026
4,0.25,2,0.25,5.859375e-05,0.015625,0.000234375,-14.780459246334717
4,0.25,2,0.25,0.0001171875,0.03125,0.00046875,-27.82838889896204
4,0.25,2,0.25,0.000234375,0.0625,0.0009375,-51.00993120820131
4,0.25,2,0.25,0.00046875,0.125,0.001875,-88.67365524582142
4,0.25,2,0.25,0.0009375,0.25,0.00375,-145.88557582788798
4,0.25,2,0.25,0.001875,0.5,0.0075,-227.17013780782816
4,0.25,2,0.25,0.00375,1.0,0.015,-342.5984284018229
4,0.25,2,0.5,2.9296875e-05,0.00390625,5.859375e-05,-15.695287731254211
4,0.25,2,0.5,5.859375e-05,0.0078125,0.0001171875,-30.547025045922283
4,0.25,2,0.5,0.0001171875,0.015625,0.000234375,-58.47093768355048
4,0.25,2,0.5,0.000234375,0.03125,0.00046875,-108.76147321911868
4,0.25,2,0.5,0.00046875,0.0625,0.0009375,-193.6596063165664
4,0.25,2,0.5,0.0009375,0.125,0.001875,-325.43773654031247
4,0.25,2,0.5,0.001875,0.25,0.00375,-507.6672103999747
4,0.25,2,0.5,0.00375,0.5,0.0075,-727.7013828234493
