n,A,E,dd,d,hh,h,V
2,0.25,2,0.125,2.34E-04,0.125,0.001875,51.46701894
2,0.25,2,0.125,4.69E-04,0.25,0.00375,85.18829586
2,0.25,2,0.125,9.38E-04,0.5,0.0075,121.2548851
2,0.25,2,0.125,0.001875,1,0.015,121.4239078
2,0.25,2,0.25,1.46E-05,0.00390625,5.86E-05,-3.989009334
2,0.25,2,0.25,2.93E-05,0.0078125,1.17E-04,-7.854497217
2,0.25,2,0.25,5.86E-05,0.015625,2.34E-04,-15.28616204
2,0.25,2,0.25,1.17E-04,0.03125,4.69E-04,-29.23486516
2,0.25,2,0.25,2.34E-04,0.0625,9.38E-04,-54.56940351
2,0.25,2,0.25,4.69E-04,0.125,0.001875,-97.31636799
2,0.25,2,0.25,9.38E-04,0.25,0.00375,-164.4280672
2,0.25,2,0.25,0.001875,0.5,0.0075,-262.6160633
2,0.25,2,0.25,0.00375,1,0.015,-406.973764
2,0.25,2,0.5,2.93E-05,0.00390625,5.86E-05,-15.96050707
2,0.25,2,0.5,5.86E-05,0.0078125,1.17E-04,-31.30108934
2,0.25,2,0.5,1.17E-04,0.015625,2.34E-04,-60.54373465
2,0.25,2,0.5,2.34E-04,0.03125,4.69E-04,-114.6712506
2,0.25,2,0.5,4.69E-04,0.0625,9.38E-04,-209.2264057
2,0.25,2,0.5,9.38E-04,0.125,0.001875,-361.3390365
2,0.25,2,0.5,0.001875,0.25,0.00375,-578.2943007
2,0.25,2,0.5,0.00375,0.5,0.0075,-839.5913794
2,0.25,2,0.5,0.0075,1,0.015,-1105.628217
2,0.25,2,1,5.86E-05,0.00390625,5.86E-05,-39.50192123
2,0.25,2,1,1.17E-04,0.0078125,1.17E-04,-76.92801223
2,0.25,2,1,2.34E-04,0.015625,2.34E-04,-147.2482291
2,0.25,2,1,4.69E-04,0.03125,4.69E-04,-272.8370276
2,0.25,2,1,9.38E-04,0.0625,9.38E-04,-482.8887218
2,0.25,2,1,0.001875,0.125,0.001875,-797.7557884
2,0.25,2,1,0.00375,0.25,0.00375,-1199.512162
2,0.25,2,1,0.0075,0.5,0.0075,-1602.940793
2,0.25,2,1,0.015,1,0.015,-1893.633787
2,0.25,3,0.03125,1.83E-06,0.00390625,5.86E-05,3.919864522
2,0.25,3,0.03125,3.66E-06,0.0078125,1.17E-04,7.786326389
2,0.25,3,0.03125,7.32E-06,0.015625,2.34E-04,15.3790417
2,0.25,3,0.03125,1.46E-05,0.03125,4.69E-04,30.09699713
2,0.25,3,0.03125,2.93E-05,0.0625,9.38E-04,57.9981572
2,0.25,3,0.03125,5.86E-05,0.125,0.001875,108.9447204
2,0.25,3,0.03125,1.17E-04,0.25,0.00375,196.0662566
2,0.25,3,0.03125,2.34E-04,0.5,0.0075,328.9794931
2,0.25,3,0.03125,4.69E-04,1,0.015,493.1110466
2,0.25,3,0.0625,3.66E-06,0.00390625,5.86E-05,2.395963627
2,0.25,3,0.0625,7.32E-06,0.0078125,1.17E-04,4.758039961
2,0.25,3,0.0625,1.46E-05,0.015625,2.34E-04,9.397903101
2,0.25,3,0.0625,2.93E-05,0.03125,4.69E-04,18.35942156
2,0.25,3,0.0625,5.86E-05,0.0625,9.38E-04,35.32735895
2,0.25,3,0.0625,1.17E-04,0.125,0.001875,65.96050171
2,0.25,3,0.0625,2.34E-04,0.25,0.00375,117.0681343
2,0.25,3,0.0625,4.69E-04,0.5,0.0075,191.3411691
2,0.25,3,0.0625,9.38E-04,1,0.015,267.8940777
2,0.25,3,0.125,7.32E-06,0.00390625,5.86E-05,-0.646146294
2,0.25,3,0.125,1.46E-05,0.0078125,1.17E-04,-1.268243357
2,0.25,3,0.125,2.93E-05,0.015625,2.34E-04,-2.471087383
2,0.25,3,0.125,5.86E-05,0.03125,4.69E-04,-4.746112738
2,0.25,3,0.125,1.17E-04,0.0625,9.38E-04,-8.978443417
2,0.25,3,0.125,2.34E-04,0.125,0.001875,-16.46675095
2,0.25,3,0.125,4.69E-04,0.25,0.00375,-28.84169224
2,0.25,3,0.125,9.38E-04,0.5,0.0075,-50.33299015
2,0.25,3,0.125,0.001875,1,0.015,-98.05729679
2,0.25,3,0.25,1.46E-05,0.00390625,5.86E-05,-6.695904283
2,0.25,3,0.25,2.93E-05,0.0078125,1.17E-04,-13.2254136
2,0.25,3,0.25,5.86E-05,0.015625,2.34E-04,-25.8534044
2,0.25,3,0.25,1.17E-04,0.03125,4.69E-04,-49.78058894
2,0.25,3,0.25,2.34E-04,0.0625,9.38E-04,-93.68284851
2,0.25,3,0.25,4.69E-04,0.125,0.001875,-168.6261421
2,0.25,3,0.25,9.38E-04,0.25,0.00375,-285.4111361
2,0.25,3,0.25,0.001875,0.5,0.0075,-444.6524937
2,0.25,3,0.25,0.00375,1,0.015,-634.0685785
2,0.25,3,0.5,2.93E-05,0.00390625,5.86E-05,-18.69346473
2,0.25,3,0.5,5.86E-05,0.0078125,1.17E-04,-36.75470063
2,0.25,3,0.5,1.17E-04,0.015625,2.34E-04,-71.37215076
2,0.25,3,0.5,2.34E-04,0.03125,4.69E-04,-135.9792563
2,0.25,3,0.5,4.69E-04,0.0625,9.38E-04,-250.2418559
2,0.25,3,0.5,9.38E-04,0.125,0.001875,-436.6895188
2,0.25,3,0.5,0.001875,0.25,0.00375,-705.6540993
2,0.25,3,0.5,0.00375,0.5,0.0075,-1026.873972
2,0.25,3,0.5,0.0075,1,0.015,-1328.741028
2,0.25,3,1,5.86E-05,0.00390625,5.86E-05,-42.27497406
2,0.25,3,1,1.17E-04,0.0078125,1.17E-04,-82.51666284
2,0.25,3,1,2.34E-04,0.015625,2.34E-04,-158.4713526
2,0.25,3,1,4.69E-04,0.03125,4.69E-04,-295.1365082
2,0.25,3,1,9.38E-04,0.0625,9.38E-04,-525.9302476
2,0.25,3,1,0.001875,0.125,0.001875,-876.0745012
2,0.25,3,1,0.00375,0.25,0.00375,-1328.568895
2,0.25,3,1,0.0075,0.5,0.0075,-1785.406117
2,0.25,3,1,0.015,1,0.015,-2102.249052
2,0.25,5,0.03125,1.83E-06,0.00390625,5.86E-05,1.753199952
2,0.25,5,0.03125,3.66E-06,0.0078125,1.17E-04,3.494216922
2,0.25,5,0.03125,7.32E-06,0.015625,2.34E-04,6.939395935
2,0.25,5,0.03125,1.46E-05,0.03125,4.69E-04,13.69061263
2,0.25,5,0.03125,2.93E-05,0.0625,9.38E-04,26.73140457
2,0.25,5,0.03125,5.86E-05,0.125,0.001875,51.35187476
2,0.25,5,0.03125,1.17E-04,0.25,0.00375,95.53437168
2,0.25,5,0.03125,2.34E-04,0.5,0.0075,168.084252
2,0.25,5,0.03125,4.69E-04,1,0.015,267.7991906
2,0.25,5,0.0625,3.66E-06,0.00390625,5.86E-05,0.226656791
2,0.25,5,0.0625,7.32E-06,0.0078125,1.17E-04,0.456897587
2,0.25,5,0.0625,1.46E-05,0.015625,2.34E-04,0.923219232
2,0.25,5,0.0625,2.93E-05,0.03125,4.69E-04,1.837652457
2,0.25,5,0.0625,5.86E-05,0.0625,9.38E-04,3.702901428
2,0.25,5,0.0625,1.17E-04,0.125,0.001875,7.278870995
2,0.25,5,0.0625,2.34E-04,0.25,0.00375,13.61989372
2,0.25,5,0.0625,4.69E-04,0.5,0.0075,23.90073466
2,0.25,5,0.0625,9.38E-04,1,0.015,30.86351019
2,0.25,5,0.125,7.32E-06,0.00390625,5.86E-05,-2.821724125
2,0.25,5,0.125,1.46E-05,0.0078125,1.17E-04,-5.590595407
2,0.25,5,0.125,2.93E-05,0.015625,2.34E-04,-11.00769868
2,0.25,5,0.125,5.86E-05,0.03125,4.69E-04,-21.47030848
2,0.25,5,0.125,1.17E-04,0.0625,9.38E-04,-41.24902805
2,0.25,5,0.125,2.34E-04,0.125,0.001875,-76.97388504
2,0.25,5,0.125,4.69E-04,0.25,0.00375,-136.7152976
2,0.25,5,0.125,9.38E-04,0.5,0.0075,-226.7346959
2,0.25,5,0.125,0.001875,1,0.015,-348.1589544
2,0.25,5,0.25,1.46E-05,0.00390625,5.86E-05,-8.880522376
2,0.25,5,0.25,2.93E-05,0.0078125,1.17E-04,-17.5825905
2,0.25,5,0.25,5.86E-05,0.015625,2.34E-04,-34.5010899
2,0.25,5,0.25,1.17E-04,0.03125,4.69E-04,-66.84358052
2,0.25,5,0.25,2.34E-04,0.0625,9.38E-04,-126.9742835
2,0.25,5,0.25,4.69E-04,0.125,0.001875,-231.7067099
2,0.25,5,0.25,9.38E-04,0.25,0.00375,-398.8318364
2,0.25,5,0.25,0.001875,0.5,0.0075,-630.2468482
2,0.25,5,0.25,0.00375,1,0.015,-892.5809459
2,0.25,5,0.5,2.93E-05,0.00390625,5.86E-05,-20.8946186
2,0.25,5,0.5,5.86E-05,0.0078125,1.17E-04,-41.1668953
2,0.25,5,0.5,1.17E-04,0.015625,2.34E-04,-80.19554673
2,0.25,5,0.5,2.34E-04,0.03125,4.69E-04,-153.577641
2,0.25,5,0.5,4.69E-04,0.0625,9.38E-04,-284.8754315
2,0.25,5,0.5,9.38E-04,0.125,0.001875,-502.6369727
2,0.25,5,0.5,0.001875,0.25,0.00375,-823.7737946
2,0.25,5,0.5,0.00375,0.5,0.0075,-1216.857141
2,0.25,5,0.5,0.0075,1,0.015,-1584.39554
2,0.25,5,1,5.86E-05,0.00390625,5.86E-05,-44.50223712
2,0.25,5,1,1.17E-04,0.0078125,1.17E-04,-87.01951166
2,0.25,5,1,2.34E-04,0.015625,2.34E-04,-167.561041
2,0.25,5,1,4.69E-04,0.03125,4.69E-04,-313.3924159
2,0.25,5,1,9.38E-04,0.0625,9.38E-04,-561.8454634
2,0.25,5,1,0.001875,0.125,0.001875,-943.7232995
2,0.25,5,1,0.00375,0.25,0.00375,-1447.204594
2,0.25,5,1,0.0075,0.5,0.0075,-1970.54209
2,0.25,5,1,0.015,1,0.015,-2343.915434
2,0.25,7,0.03125,1.83E-06,0.00390625,5.86E-05,0.818322377
2,0.25,7,0.03125,3.66E-06,0.0078125,1.17E-04,1.635329355
2,0.25,7,0.03125,7.32E-06,0.015625,2.34E-04,3.260524763
2,0.25,7,0.03125,1.46E-05,0.03125,4.69E-04,6.461202863
2,0.25,7,0.03125,2.93E-05,0.0625,9.38E-04,12.70336385
2,0.25,7,0.03125,5.86E-05,0.125,0.001875,24.74216111
2,0.25,7,0.03125,1.17E-04,0.25,0.00375,46.91012197
2,0.25,7,0.03125,2.34E-04,0.5,0.0075,84.80939516
2,0.25,7,0.03125,4.69E-04,1,0.015,140.0730244
2,0.25,7,0.0625,3.66E-06,0.00390625,5.86E-05,-0.709092851
2,0.25,7,0.0625,7.32E-06,0.0078125,1.17E-04,-1.405247616
2,0.25,7,0.0625,1.46E-05,0.015625,2.34E-04,-2.768230214
2,0.25,7,0.0625,2.93E-05,0.03125,4.69E-04,-5.436781573
2,0.25,7,0.0625,5.86E-05,0.0625,9.38E-04,-10.46749114
2,0.25,7,0.0625,1.17E-04,0.125,0.001875,-19.78536272
2,0.25,7,0.0625,2.34E-04,0.25,0.00375,-36.28415946
2,0.25,7,0.0625,4.69E-04,0.5,0.0075,-62.43351231
2,0.25,7,0.0625,9.38E-04,1,0.015,-102.8747669
2,0.25,7,0.125,7.32E-06,0.00390625,5.86E-05,-3.759403061
2,0.25,7,0.125,1.46E-05,0.0078125,1.17E-04,-7.459791784
2,0.25,7,0.125,2.93E-05,0.015625,2.34E-04,-14.72117369
2,0.25,7,0.125,5.86E-05,0.03125,4.69E-04,-28.82029563
2,0.25,7,0.125,1.17E-04,0.0625,9.38E-04,-55.67655044
2,0.25,7,0.125,2.34E-04,0.125,0.001875,-104.7901869
2,0.25,7,0.125,4.69E-04,0.25,0.00375,-188.5174836
2,0.25,7,0.125,9.38E-04,0.5,0.0075,-317.1927417
2,0.25,7,0.125,0.001875,1,0.015,-488.7279857
2,0.25,7,0.25,1.46E-05,0.00390625,5.86E-05,-9.820804697
2,0.25,7,0.25,2.93E-05,0.0078125,1.17E-04,-19.46386468
2,0.25,7,0.25,5.86E-05,0.015625,2.34E-04,-38.25335296
2,0.25,7,0.25,1.17E-04,0.03125,4.69E-04,-74.31691761
2,0.25,7,0.25,2.34E-04,0.0625,9.38E-04,-141.7948729
2,0.25,7,0.25,4.69E-04,0.125,0.001875,-260.5344702
2,0.25,7,0.25,9.38E-04,0.25,0.00375,-452.9150785
2,0.25,7,0.25,0.001875,0.5,0.0075,-724.8981191
2,0.25,7,0.25,0.00375,1,0.015,-1037.883381
2,0.25,7,0.5,2.93E-05,0.00390625,5.86E-05,-21.84032319
2,0.25,7,0.5,5.86E-05,0.0078125,1.17E-04,-43.06702899
2,0.25,7,0.5,1.17E-04,0.015625,2.34E-04,-84.00933467
2,0.25,7,0.5,2.34E-04,0.03125,4.69E-04,-161.2484134
2,0.25,7,0.5,4.69E-04,0.0625,9.38E-04,-300.1855918
2,0.25,7,0.5,9.38E-04,0.125,0.001875,-532.5124555
2,0.25,7,0.5,0.001875,0.25,0.00375,-879.661317
2,0.25,7,0.5,0.00375,0.5,0.0075,-1313.45632
2,0.25,7,0.5,0.0075,1,0.015,-1728.807939
2,0.25,7,1,5.86E-05,0.00390625,5.86E-05,-45.45699164
2,0.25,7,1,1.17E-04,0.0078125,1.17E-04,-88.95189085
2,0.25,7,1,2.34E-04,0.015625,2.34E-04,-171.4691349
2,0.25,7,1,4.69E-04,0.03125,4.69E-04,-321.2869518
2,0.25,7,1,9.38E-04,0.0625,9.38E-04,-577.5605049
2,0.25,7,1,0.001875,0.125,0.001875,-974.0467807
2,0.25,7,1,0.00375,0.25,0.00375,-1502.972854
2,0.25,7,1,0.0075,0.5,0.0075,-2064.692874
2,0.25,7,1,0.015,1,0.015,-2481.514248
2,0.25,10,0.03125,1.83E-06,0.00390625,5.86E-05,0.114764972
2,0.25,10,0.03125,3.66E-06,0.0078125,1.17E-04,0.233706937
2,0.25,10,0.03125,7.32E-06,0.015625,2.34E-04,0.477389248
2,0.25,10,0.03125,1.46E-05,0.03125,4.69E-04,0.960274224
2,0.25,10,0.03125,2.93E-05,0.0625,9.38E-04,1.923555656
2,0.25,10,0.03125,5.86E-05,0.125,0.001875,3.955007082
2,0.25,10,0.03125,1.17E-04,0.25,0.00375,7.892184006
2,0.25,10,0.03125,2.34E-04,0.5,0.0075,15.08637738
2,0.25,10,0.03125,4.69E-04,1,0.015,26.12131309
2,0.25,10,0.0625,3.66E-06,0.00390625,5.86E-05,-1.412997995
2,0.25,10,0.0625,7.32E-06,0.0078125,1.17E-04,-2.808602979
2,0.25,10,0.0625,1.46E-05,0.015625,2.34E-04,-5.558623147
2,0.25,10,0.0625,2.93E-05,0.03125,4.69E-04,-10.96792808
2,0.25,10,0.0625,5.86E-05,0.0625,9.38E-04,-21.3448044
2,0.25,10,0.0625,1.17E-04,0.125,0.001875,-40.90010828
2,0.25,10,0.0625,2.34E-04,0.25,0.00375,-76.25840145
2,0.25,10,0.0625,4.69E-04,0.5,0.0075,-134.5440764
2,0.25,10,0.0625,9.38E-04,1,0.015,-221.8754461
2,0.25,10,0.125,7.32E-06,0.00390625,5.86E-05,-4.464221025
2,0.25,10,0.125,1.46E-05,0.0078125,1.17E-04,-8.866980723
2,0.25,10,0.125,2.93E-05,0.015625,2.34E-04,-17.52455939
2,0.25,10,0.125,5.86E-05,0.03125,4.69E-04,-34.40035753
2,0.25,10,0.125,1.17E-04,0.0625,9.38E-04,-66.73312386
2,0.25,10,0.125,2.34E-04,0.125,0.001875,-126.4427841
2,0.25,10,0.125,4.69E-04,0.25,0.00375,-229.8863559
2,0.25,10,0.125,9.38E-04,0.5,0.0075,-392.5067257
2,0.25,10,0.125,0.001875,1,0.015,-613.5780101
2,0.25,10,0.25,1.46E-05,0.00390625,5.86E-05,-10.52674788
2,0.25,10,0.25,2.93E-05,0.0078125,1.17E-04,-20.87848575
2,0.25,10,0.25,5.86E-05,0.015625,2.34E-04,-41.08080461
2,0.25,10,0.25,1.17E-04,0.03125,4.69E-04,-79.97638763
2,0.25,10,0.25,2.34E-04,0.0625,9.38E-04,-153.1185719
2,0.25,10,0.25,4.69E-04,0.125,0.001875,-282.8827497
2,0.25,10,0.25,9.38E-04,0.25,0.00375,-495.9160746
2,0.25,10,0.25,0.001875,0.5,0.0075,-803.4776512
2,0.25,10,0.25,0.00375,1,0.015,-1167.007901
2,0.25,10,0.5,2.93E-05,0.00390625,5.86E-05,-22.54956952
2,0.25,10,0.5,5.86E-05,0.0078125,1.17E-04,-44.49334316
2,0.25,10,0.5,1.17E-04,0.015625,2.34E-04,-86.87590002
2,0.25,10,0.5,2.34E-04,0.03125,4.69E-04,-167.0389376
2,0.25,10,0.5,4.69E-04,0.0625,9.38E-04,-311.827149
2,0.25,10,0.5,9.38E-04,0.125,0.001875,-555.5415923
2,0.25,10,0.5,0.001875,0.25,0.00375,-923.8954127
2,0.25,10,0.5,0.00375,0.5,0.0075,-1393.538689
2,0.25,10,0.5,0.0075,1,0.015,-1857.55134
2,0.25,10,1,5.86E-05,0.00390625,5.86E-05,-46.17208758
2,0.25,10,1,1.17E-04,0.0078125,1.17E-04,-90.39920975
2,0.25,10,1,2.34E-04,0.015625,2.34E-04,-174.3962165
2,0.25,10,1,4.69E-04,0.03125,4.69E-04,-327.2136161
2,0.25,10,1,9.38E-04,0.0625,9.38E-04,-589.4271353
2,0.25,10,1,0.001875,0.125,0.001875,-997.2607841
2,0.25,10,1,0.00375,0.25,0.00375,-1546.936168
2,0.25,10,1,0.0075,0.5,0.0075,-2142.747234
2,0.25,10,1,0.015,1,0.015,-2604.782974
2,0.5,1,0.03125,1.83E-06,0.00390625,5.86E-05,30.8935666
2,0.5,1,0.03125,3.66E-06,0.0078125,1.17E-04,60.56314402
2,0.5,1,0.03125,7.32E-06,0.015625,2.34E-04,117.0095013
2,0.5,1,0.03125,1.46E-05,0.03125,4.69E-04,221.2435238
2,0.5,1,0.03125,2.93E-05,0.0625,9.38E-04,404.3639005
2,0.5,1,0.03125,5.86E-05,0.125,0.001875,702.275761
2,0.5,1,0.03125,1.17E-04,0.25,0.00375,1140.584399
2,0.5,1,0.03125,2.34E-04,0.5,0.0075,1697.758788
2,0.5,1,0.03125,4.69E-04,1,0.015,2274.002912
2,0.5,1,0.0625,3.66E-06,0.00390625,5.86E-05,29.86119835
2,0.5,1,0.0625,7.32E-06,0.0078125,1.17E-04,58.49685083
2,0.5,1,0.0625,1.46E-05,0.015625,2.34E-04,112.9941534
2,0.5,1,0.0625,2.93E-05,0.03125,4.69E-04,213.3117322
2,0.5,1,0.0625,5.86E-05,0.0625,9.38E-04,388.9603367
2,0.5,1,0.0625,1.17E-04,0.125,0.001875,673.2104564
2,0.5,1,0.0625,2.34E-04,0.25,0.00375,1085.935204
2,0.5,1,0.0625,4.69E-04,0.5,0.0075,1596.805979
2,0.5,1,0.0625,9.38E-04,1,0.015,2097.352908
2,0.5,1,0.125,7.32E-06,0.00390625,5.86E-05,27.85321545
2,0.5,1,0.125,1.46E-05,0.0078125,1.17E-04,54.52020493
2,0.5,1,0.125,2.93E-05,0.015625,2.34E-04,104.9537543
2,0.5,1,0.125,5.86E-05,0.03125,4.69E-04,197.72163
2,0.5,1,0.125,1.17E-04,0.0625,9.38E-04,359.0077831
2,0.5,1,0.125,2.34E-04,0.125,0.001875,616.7043391
2,0.5,1,0.125,4.69E-04,0.25,0.00375,981.687684
2,0.5,1,0.125,9.38E-04,0.5,0.0075,1415.074092
2,0.5,1,0.125,0.001875,1,0.015,1796.798269
2,0.5,1,0.25,1.46E-05,0.00390625,5.86E-05,23.80448196
2,0.5,1,0.25,2.93E-05,0.0078125,1.17E-04,46.53135358
2,0.5,1,0.25,5.86E-05,0.015625,2.34E-04,89.31673587
2,0.5,1,0.25,1.17E-04,0.03125,4.69E-04,167.3277773
2,0.5,1,0.25,2.34E-04,0.0625,9.38E-04,301.2200036
2,0.5,1,0.25,4.69E-04,0.125,0.001875,509.8819172
2,0.5,1,0.25,9.38E-04,0.25,0.00375,794.6283368
2,0.5,1,0.25,0.001875,0.5,0.0075,1107.734326
2,0.5,1,0.25,0.00375,1,0.015,1331.097274
2,0.5,1,0.5,2.93E-05,0.00390625,5.86E-05,15.79998446
2,0.5,1,0.5,5.86E-05,0.0078125,1.17E-04,30.74530996
2,0.5,1,0.5,1.17E-04,0.015625,2.34E-04,58.72049542
2,0.5,1,0.5,2.34E-04,0.03125,4.69E-04,108.8514192
2,0.5,1,0.5,4.69E-04,0.0625,9.38E-04,192.7699157
2,0.5,1,0.5,9.38E-04,0.125,0.001875,318.7460814
2,0.5,1,0.5,0.001875,0.25,0.00375,479.6944921
2,0.5,1,0.5,0.00375,0.5,0.0075,633.7243756
2,0.5,1,0.5,0.0075,1,0.015,702.4856943
2,0.5,1,1,5.86E-05,0.00390625,5.86E-05,-0.009329331
2,0.5,1,1,1.17E-04,0.0078125,1.17E-04,0.011940397
2,0.5,1,1,2.34E-04,0.015625,2.34E-04,1.06E-04
2,0.5,1,1,4.69E-04,0.03125,4.69E-04,-0.032239269
2,0.5,1,1,9.38E-04,0.0625,9.38E-04,-0.049574061
2,0.5,1,1,0.001875,0.125,0.001875,-0.084389124
2,0.5,1,1,0.00375,0.25,0.00375,-0.166879324
2,0.5,1,1,0.0075,0.5,0.0075,-0.103250748
2,0.5,1,1,0.015,1,0.015,-0.400860673
2,0.5,2,0.03125,1.83E-06,0.00390625,5.86E-05,15.2213798
2,0.5,2,0.03125,3.66E-06,0.0078125,1.17E-04,30.12581194
2,0.5,2,0.03125,7.32E-06,0.015625,2.34E-04,59.15454984
2,0.5,2,0.03125,1.46E-05,0.03125,4.69E-04,114.7471294
2,0.5,2,0.03125,2.93E-05,0.0625,9.38E-04,218.0820633
2,0.5,2,0.03125,5.86E-05,0.125,0.001875,400.9594997
2,0.5,2,0.03125,1.17E-04,0.25,0.00375,701.5365825
2,0.5,2,0.03125,2.34E-04,0.5,0.0075,1139.987795
2,0.5,2,0.03125,4.69E-04,1,0.015,1669.378536
2,0.5,2,0.0625,3.66E-06,0.00390625,5.86E-05,14.19678377
2,0.5,2,0.0625,7.32E-06,0.0078125,1.17E-04,28.07985682
2,0.5,2,0.0625,1.46E-05,0.015625,2.34E-04,55.10751411
2,0.5,2,0.0625,2.93E-05,0.03125,4.69E-04,106.7242742
2,0.5,2,0.0625,5.86E-05,0.0625,9.38E-04,202.3562157
2,0.5,2,0.0625,1.17E-04,0.125,0.001875,370.6112824
2,0.5,2,0.0625,2.34E-04,0.25,0.00375,644.0056646
2,0.5,2,0.0625,4.69E-04,0.5,0.0075,1034.667475
2,0.5,2,0.0625,9.38E-04,1,0.015,1487.048332
2,0.5,2,0.125,7.32E-06,0.00390625,5.86E-05,12.16429212
2,0.5,2,0.125,1.46E-05,0.0078125,1.17E-04,24.04139571
2,0.5,2,0.125,2.93E-05,0.015625,2.34E-04,47.05884841
2,0.5,2,0.125,5.86E-05,0.03125,4.69E-04,90.94338322
2,0.5,2,0.125,1.17E-04,0.0625,9.38E-04,171.698835
2,0.5,2,0.125,2.34E-04,0.125,0.001875,312.3014334
2,0.5,2,0.125,4.69E-04,0.25,0.00375,536.8382158
2,0.5,2,0.125,9.38E-04,0.5,0.0075,848.6388526
2,0.5,2,0.125,0.001875,1,0.015,1186.671251
2,0.5,2,0.25,1.46E-05,0.00390625,5.86E-05,8.109227815
2,0.5,2,0.25,2.93E-05,0.0078125,1.17E-04,16.00651642
2,0.5,2,0.25,5.86E-05,0.015625,2.34E-04,31.26498667
2,0.5,2,0.25,1.17E-04,0.03125,4.69E-04,60.21594441
2,0.5,2,0.25,2.34E-04,0.0625,9.38E-04,113.0381871
2,0.5,2,0.25,4.69E-04,0.125,0.001875,204.1561067
2,0.5,2,0.25,9.38E-04,0.25,0.00375,347.909819
2,0.5,2,0.25,0.001875,0.5,0.0075,543.1122225
2,0.5,2,0.25,0.00375,1,0.015,740.1789656
2,0.5,2,0.5,2.93E-05,0.00390625,5.86E-05,0.076476636
2,0.5,2,0.5,5.86E-05,0.0078125,1.17E-04,0.186831961
2,0.5,2,0.5,1.17E-04,0.015625,2.34E-04,0.507925374
2,0.5,2,0.5,2.34E-04,0.03125,4.69E-04,1.414401169
2,0.5,2,0.5,4.69E-04,0.0625,9.38E-04,4.41603913
2,0.5,2,0.5,9.38E-04,0.125,0.001875,13.51797092
2,0.5,2,0.5,0.001875,0.25,0.00375,37.84722415
2,0.5,2,0.5,0.00375,0.5,0.0075,89.42489905
2,0.5,2,0.5,0.0075,1,0.015,157.7741099
2,0.5,2,1,5.86E-05,0.00390625,5.86E-05,-15.72627496
2,0.5,2,1,1.17E-04,0.0078125,1.17E-04,-30.57002459
2,0.5,2,1,2.34E-04,0.015625,2.34E-04,-58.31136079
2,0.5,2,1,4.69E-04,0.03125,4.69E-04,-107.193065
2,0.5,2,1,9.38E-04,0.0625,9.38E-04,-186.7218414
2,0.5,2,1,0.001875,0.125,0.001875,-298.6909048
2,0.5,2,1,0.00375,0.25,0.00375,-421.552001
2,0.5,2,1,0.0075,0.5,0.0075,-500.112831
2,0.5,2,1,0.015,1,0.015,-484.6371705
2,0.5,3,0.03125,1.83E-06,0.00390625,5.86E-05,9.871401467
2,0.5,3,0.03125,3.66E-06,0.0078125,1.17E-04,19.60215164
2,0.5,3,0.03125,7.32E-06,0.015625,2.34E-04,38.7110357
2,0.5,3,0.03125,1.46E-05,0.03125,4.69E-04,75.7882892
2,0.5,3,0.03125,2.93E-05,0.0625,9.38E-04,146.1985895
2,0.5,3,0.03125,5.86E-05,0.125,0.001875,275.1662261
2,0.5,3,0.03125,1.17E-04,0.25,0.00375,498.090545
2,0.5,3,0.03125,2.34E-04,0.5,0.0075,847.3929717
2,0.5,3,0.03125,4.69E-04,1,0.015,1311.064781
2,0.5,3,0.0625,3.66E-06,0.00390625,5.86E-05,8.848531004
2,0.5,3,0.0625,7.32E-06,0.0078125,1.17E-04,17.56097138
2,0.5,3,0.0625,1.46E-05,0.015625,2.34E-04,34.66027759
2,0.5,3,0.0625,2.93E-05,0.03125,4.69E-04,67.7553389
2,0.5,3,0.0625,5.86E-05,0.0625,9.38E-04,130.4327076
2,0.5,3,0.0625,1.17E-04,0.125,0.001875,244.597209
2,0.5,3,0.0625,2.34E-04,0.25,0.00375,439.9817722
2,0.5,3,0.0625,4.69E-04,0.5,0.0075,741.2011938
2,0.5,3,0.0625,9.38E-04,1,0.015,1127.854579
2,0.5,3,0.125,7.32E-06,0.00390625,5.86E-05,6.812000189
2,0.5,3,0.125,1.46E-05,0.0078125,1.17E-04,13.51232652
2,0.5,3,0.125,2.93E-05,0.015625,2.34E-04,26.61755055
2,0.5,3,0.125,5.86E-05,0.03125,4.69E-04,51.96102952
2,0.5,3,0.125,1.17E-04,0.0625,9.38E-04,99.6942613
2,0.5,3,0.125,2.34E-04,0.125,0.001875,186.0691436
2,0.5,3,0.125,4.69E-04,0.25,0.00375,332.6387708
2,0.5,3,0.125,9.38E-04,0.5,0.0075,555.34282
2,0.5,3,0.125,0.001875,1,0.015,830.5545554
2,0.5,3,0.25,1.46E-05,0.00390625,5.86E-05,2.757754915
2,0.5,3,0.25,2.93E-05,0.0078125,1.17E-04,5.473661816
2,0.5,3,0.25,5.86E-05,0.015625,2.34E-04,10.81122271
2,0.5,3,0.25,1.17E-04,0.03125,4.69E-04,21.22744255
2,0.5,3,0.25,2.34E-04,0.0625,9.38E-04,41.02645941
2,0.5,3,0.25,4.69E-04,0.125,0.001875,78.18816198
2,0.5,3,0.25,9.38E-04,0.25,0.00375,144.8187668
2,0.5,3,0.25,0.001875,0.5,0.0075,253.9134941
2,0.5,3,0.25,0.00375,1,0.015,396.7008501
2,0.5,3,0.5,2.93E-05,0.00390625,5.86E-05,-5.276150374
