n,A,E,dd,d,hh,h,V
2,0.0,7,0.25,1.46484375e-05,0.00390625,5.859375e-05,-674.0584840222641
2,0.0,7,0.25,2.9296875e-05,0.0078125,0.0001171875,-914.3347447877194
2,0.0,7,0.25,5.859375e-05,0.015625,0.000234375,-1133.9585407061495
2,0.0,7,0.25,0.0001171875,0.03125,0.00046875,-1318.8032090625672
2,0.0,7,0.25,0.000234375,0.0625,0.0009375,-1499.116669504819
2,0.0,7,0.25,0.00046875,0.125,0.001875,-1669.3059682147878
2,0.0,7,0.25,0.0009375,0.25,0.00375,-1848.8792809298368
2,0.0,7,0.25,0.001875,0.5,0.0075,-2045.7708148017812
2,0.0,7,0.25,0.00375,1.0,0.015,-2301.423641183301
2,0.0,7,0.5,2.9296875e-05,0.00390625,5.859375e-05,-830.2918017869841
2,0.0,7,0.5,5.859375e-05,0.0078125,0.0001171875,-1076.6131704891702
2,0.0,7,0.5,0.0001171875,0.015625,0.000234375,-1297.90597651273
2,0.0,7,0.5,0.000234375,0.03125,0.00046875,-1486.6439571356532
2,0.0,7,0.5,0.00046875,0.0625,0.0009375,-1688.506290014825
2,0.0,7,0.5,0.0009375,0.125,0.001875,-1917.8756636954893
2,0.0,7,0.5,0.001875,0.25,0.00375,-2186.269144102266
2,0.0,7,0.5,0.00375,0.5,0.0075,-2512.0029194650037
2,0.0,7,0.5,0.0075,1.0,0.015,-2914.9551100825565
2,0.0,7,1.0,5.859375e-05,0.00390625,5.859375e-05,-1029.2830321758884
2,0.0,7,1.0,0.0001171875,0.0078125,0.0001171875,-1269.5274539568009
2,0.0,7,1.0,0.000234375,0.015625,0.000234375,-1481.4768253141133
2,0.0,7,1.0,0.00046875,0.03125,0.00046875,-1698.505263591786
2,0.0,7,1.0,0.0009375,0.0625,0.0009375,-1963.8082172824645
2,0.0,7,1.0,0.001875,0.125,0.001875,-2288.8675258964377
2,0.0,7,1.0,0.00375,0.25,0.00375,-2697.772861085441
2,0.0,7,1.0,0.0075,0.5,0.0075,-3204.654772682033
2,0.0,7,1.0,0.015,1.0,0.015,-3720.652387491773
2,0.0,10,0.03125,1.8310546875e-06,0.00390625,5.859375e-05,-382.6757926081254
2,0.0,10,0.03125,3.662109375e-06,0.0078125,0.0001171875,-561.3748497875067
2,0.0,10,0.03125,7.32421875e-06,0.015625,0.000234375,-735.9195850517284
2,0.0,10,0.03125,1.46484375e-05,0.03125,0.00046875,-870.0981316118302
2,0.0,10,0.03125,2.9296875e-05,0.0625,0.0009375,-1036.5165092197346
2,0.0,10,0.03125,5.859375e-05,0.125,0.001875,-1178.4868560151504
2,0.0,10,0.03125,0.0001171875,0.25,0.00375,-1303.368203646743
2,0.0,10,0.03125,0.000234375,0.5,0.0075,-1377.0153799724546
2,0.0,10,0.03125,0.00046875,1.0,0.015,-1436.3532386635964
2,0.0,10,0.0625,3.662109375e-06,0.00390625,5.859375e-05,-424.5032698938135
2,0.0,10,0.0625,7.32421875e-06,0.0078125,0.0001171875,-620.31355112342
2,0.0,10,0.0625,1.46484375e-05,0.015625,0.000234375,-816.0529160541007
2,0.0,10,0.0625,2.9296875e-05,0.03125,0.00046875,-973.13745372051
2,0.0,10,0.0625,5.859375e-05,0.0625,0.0009375,-1149.4697505100253
2,0.0,10,0.0625,0.0001171875,0.125,0.001875,-1309.8255808809467
2,0.0,10,0.0625,0.000234375,0.25,0.00375,-1435.8870284889613
2,0.0,10,0.0625,0.00046875,0.5,0.0075,-1527.041267185011
2,0.0,10,0.0625,0.0009375,1.0,0.015,-1633.3228670314766
2,0.0,10,0.125,7.32421875e-06,0.00390625,5.859375e-05,-498.5555541676656
2,0.0,10,0.125,1.46484375e-05,0.0078125,0.0001171875,-717.0927164858394
2,0.0,10,0.125,2.9296875e-05,0.015625,0.000234375,-932.7812873660102
2,0.0,10,0.125,5.859375e-05,0.03125,0.00046875,-1112.6904581927713
2,0.0,10,0.125,0.0001171875,0.0625,0.0009375,-1294.308416879572
2,0.0,10,0.125,0.000234375,0.125,0.001875,-1458.0870468044693
2,0.0,10,0.125,0.00046875,0.25,0.00375,-1599.4155226440494
2,0.0,10,0.125,0.0009375,0.5,0.0075,-1743.4417228989728
2,0.0,10,0.125,0.001875,1.0,0.015,-1925.7398444415544
2,0.0,10,0.25,1.46484375e-05,0.00390625,5.859375e-05,-621.3295022728479
2,0.0,10,0.25,2.9296875e-05,0.0078125,0.0001171875,-861.3949343829684
2,0.0,10,0.25,5.859375e-05,0.015625,0.000234375,-1087.0770257002296
2,0.0,10,0.25,0.0001171875,0.03125,0.00046875,-1277.5791497507885
2,0.0,10,0.25,0.000234375,0.0625,0.0009375,-1462.1147406556106
2,0.0,10,0.25,0.00046875,0.125,0.001875,-1639.8475622032877
2,0.0,10,0.25,0.0009375,0.25,0.00375,-1837.6557050151223
2,0.0,10,0.25,0.001875,0.5,0.0075,-2065.6873432521647
2,0.0,10,0.25,0.00375,1.0,0.015,-2359.273682157989
2,0.0,10,0.5,2.9296875e-05,0.00390625,5.859375e-05,-795.2440397462046
2,0.0,10,0.5,5.859375e-05,0.0078125,0.0001171875,-1043.7936493773022
