A,E,dd,hh,n,d (m),h1 (m),es.V0_1-es.V0_2 (V)
0,1,0.03125,0.00390625,2,1.8310546875E-6,5.859375E-5,-960.028914309529
0,1,0.03125,0.0078125,2,3.662109375E-6,1.171875E-4,-1172.8500105376866
0,1,0.03125,0.015625,2,7.32421875E-6,2.34375E-4,-1359.8167755464967
0,1,0.03125,0.03125,2,1.46484375E-5,4.6875E-4,-1490.9290712400302
0,1,0.03125,0.0625,2,2.9296875E-5,9.375E-4,-1593.7699447525074
0,1,0.03125,0.125,2,5.859375E-5,0.001875,-1627.0513254128766
0,1,0.03125,0.25,2,1.171875E-4,0.00375,-1569.409434271994
0,1,0.03125,0.5,2,2.34375E-4,0.0075,-1449.1740443923306
0,1,0.03125,1,2,4.6875E-4,0.015,-1364.0250175337867
0,1,0.0625,0.00390625,2,3.662109375E-6,5.859375E-5,-966.3491876703391
0,1,0.0625,0.0078125,2,7.32421875E-6,1.171875E-4,-1182.8501231890623
0,1,0.0625,0.015625,2,1.46484375E-5,2.34375E-4,-1369.5850802973844
0,1,0.0625,0.03125,2,2.9296875E-5,4.6875E-4,-1503.6486123481973
0,1,0.0625,0.0625,2,5.859375E-5,9.375E-4,-1608.4934672317404
0,1,0.0625,0.125,2,1.171875E-4,0.001875,-1649.0207336677715
0,1,0.0625,0.25,2,2.34375E-4,0.00375,-1597.9649836809808
0,1,0.0625,0.5,2,4.6875E-4,0.0075,-1488.2534689072056
0,1,0.0625,1,2,9.375E-4,0.015,-1426.9335648766591
0,1,0.125,0.00390625,2,7.32421875E-6,5.859375E-5,-979.5020511935577
0,1,0.125,0.0078125,2,1.46484375E-5,1.171875E-4,-1200.0857495982884
0,1,0.125,0.015625,2,2.9296875E-5,2.34375E-4,-1388.0691319804966
0,1,0.125,0.03125,2,5.859375E-5,4.6875E-4,-1530.0335407695434
0,1,0.125,0.0625,2,1.171875E-4,9.375E-4,-1641.7657092899894
0,1,0.125,0.125,2,2.34375E-4,0.001875,-1688.8799611264826
0,1,0.125,0.25,2,4.6875E-4,0.00375,-1650.4542362257816
0,1,0.125,0.5,2,9.375E-4,0.0075,-1574.4213376113307
0,1,0.125,1,2,0.001875,0.015,-1565.1379833087235
0,1,0.25,0.00390625,2,1.46484375E-5,5.859375E-5,-1014.3515568607661
0,1,0.25,0.0078125,2,2.9296875E-5,1.171875E-4,-1237.826200121621
0,1,0.25,0.015625,2,5.859375E-5,2.34375E-4,-1425.5758826705282
0,1,0.25,0.03125,2,1.171875E-4,4.6875E-4,-1576.740723904311
0,1,0.25,0.0625,2,2.34375E-4,9.375E-4,-1699.2369862641335
0,1,0.25,0.125,2,4.6875E-4,0.001875,-1761.8745628979932
0,1,0.25,0.25,2,9.375E-4,0.00375,-1764.7619000484085
0,1,0.25,0.5,2,0.001875,0.0075,-1754.6404524194206
0,1,0.25,1,2,0.00375,0.015,-1846.7811580875252
0,1,0.5,0.00390625,2,2.9296875E-5,5.859375E-5,-1079.6881650923815
0,1,0.5,0.0078125,2,5.859375E-5,1.171875E-4,-1301.1673727009183
0,1,0.5,0.015625,2,1.171875E-4,2.34375E-4,-1495.2848605378472
0,1,0.5,0.03125,2,2.34375E-4,4.6875E-4,-1656.2956083791555
0,1,0.5,0.0625,2,4.6875E-4,9.375E-4,-1801.2919997605363
0,1,0.5,0.125,2,9.375E-4,0.001875,-1911.3350763995836
0,1,0.5,0.25,2,0.001875,0.00375,-1991.1148524651906
