n,A,E,dd,d,hh,h,V
7,0.25,8,0.15,0.00009000 ,0.04,0.00060 ,-339.98495618236000 
7,0.5,8,0.15,0.00009000 ,0.04,0.00060 ,-207.24724168833000 
7,0.75,8,0.15,0.00009000 ,0.04,0.00060 ,-74.50952719429880 
7,1,8,0.15,0.00009000 ,0.04,0.00060 ,58.22818729973120 
16,0,1.5,0.075,0.00002250 ,0.02,0.00030 ,-229.09973162738600 
16,0.25,1.5,0.075,0.00002250 ,0.02,0.00030 ,-141.31734421356600 
16,0.5,1.5,0.075,0.00002250 ,0.02,0.00030 ,-53.53495679974570 
16,0.75,1.5,0.075,0.00002250 ,0.02,0.00030 ,34.24743061407400 
16,1,1.5,0.075,0.00002250 ,0.02,0.00030 ,122.02981802789400 
16,0,6,0.05,0.00000750 ,0.01,0.00015 ,-147.28185554154200 
16,0.25,6,0.05,0.00000750 ,0.01,0.00015 ,-105.41150854733600 
16,0.5,6,0.05,0.00000750 ,0.01,0.00015 ,-63.54116155313180 
16,0.75,6,0.05,0.00000750 ,0.01,0.00015 ,-21.67081455892680 
16,1,6,0.05,0.00000750 ,0.01,0.00015 ,20.19953243527850 
16,0,8,0.15,0.00009000 ,0.04,0.00060 ,-245.92765543393200 
16,0.25,8,0.15,0.00009000 ,0.04,0.00060 ,-168.89985229046200 
16,0.5,8,0.15,0.00009000 ,0.04,0.00060 ,-91.87204914699330 
16,0.75,8,0.15,0.00009000 ,0.04,0.00060 ,-14.84424600352470 
16,1,8,0.15,0.00009000 ,0.04,0.00060 ,62.18355713994350 
24,0,1.5,0.075,0.00002250 ,0.02,0.00030 ,-155.13910888848300 
24,0.25,1.5,0.075,0.00002250 ,0.02,0.00030 ,-85.44840223769690 
24,0.5,1.5,0.075,0.00002250 ,0.02,0.00030 ,-15.75769558691060 
24,0.75,1.5,0.075,0.00002250 ,0.02,0.00030 ,53.93301106387480 
24,1,1.5,0.075,0.00002250 ,0.02,0.00030 ,123.62371771466200 
24,0,6,0.05,0.00000750 ,0.01,0.00015 ,-101.83177279780400 
24,0.25,6,0.05,0.00000750 ,0.01,0.00015 ,-71.22130345716940 
24,0.5,6,0.05,0.00000750 ,0.01,0.00015 ,-40.61083411653400 
24,0.75,6,0.05,0.00000750 ,0.01,0.00015 ,-10.00036477589900 
24,1,6,0.05,0.00000750 ,0.01,0.00015 ,20.61010456473580 
24,0,8,0.15,0.00009000 ,0.04,0.00060 ,-180.73095126291100 
24,0.25,8,0.15,0.00009000 ,0.04,0.00060 ,-119.47472483736700 
24,0.5,8,0.15,0.00009000 ,0.04,0.00060 ,-58.21849841182440 
24,0.75,8,0.15,0.00009000 ,0.04,0.00060 ,3.03772801371983 
24,1,8,0.15,0.00009000 ,0.04,0.00060 ,64.29395443926370 
