A,E,dd,hh,n,d (m),h1 (m),es.V0_1-es.V0_2 (V)
0,3,0.5,0.0625,8,4.6875E-4,9.375E-4,-368.97323832713704
0,3,0.5,0.125,8,9.375E-4,0.001875,-620.6981819815537
0,3,0.5,0.25,8,0.001875,0.00375,-987.6811539245772
0,3,0.5,0.5,8,0.00375,0.0075,-1469.6276997380996
0,3,0.5,1,8,0.0075,0.015,-2011.0456181739373
0,3,1,0.00390625,8,5.859375E-5,5.859375E-5,-60.420149694965176
0,3,1,0.0078125,8,1.171875E-4,1.171875E-4,-115.37530657165202
0,3,1,0.015625,8,2.34375E-4,2.34375E-4,-214.39140431465879
0,3,1,0.03125,8,4.6875E-4,4.6875E-4,-382.2896307534903
0,3,1,0.0625,8,9.375E-4,9.375E-4,-651.4379604181377
0,3,1,0.125,8,0.001875,0.001875,-1051.9967218945185
0,3,1,0.25,8,0.00375,0.00375,-1601.1417657183224
0,3,1,0.5,8,0.0075,0.0075,-2258.9821057912513
0,3,1,1,8,0.015,0.015,-2866.98250054031
0,5,0.03125,0.00390625,8,1.8310546875E-6,5.859375E-5,-2.0000533037514288
0,5,0.03125,0.0078125,8,3.662109375E-6,1.171875E-4,-3.951155137048551
0,5,0.03125,0.015625,8,7.32421875E-6,2.34375E-4,-7.771247617431834
0,5,0.03125,0.03125,8,1.46484375E-5,4.6875E-4,-15.094458713054538
0,5,0.03125,0.0625,8,2.9296875E-5,9.375E-4,-29.126534496992893
0,5,0.03125,0.125,8,5.859375E-5,0.001875,-55.04232253866664
0,5,0.03125,0.25,8,1.171875E-4,0.00375,-101.93021815858924
0,5,0.03125,0.5,8,2.34375E-4,0.0075,-182.7057401481627
0,5,0.03125,1,8,4.6875E-4,0.015,-309.4020300636326
0,5,0.0625,0.00390625,8,3.662109375E-6,5.859375E-5,-3.987749491380079
0,5,0.0625,0.0078125,8,7.32421875E-6,1.171875E-4,-7.874026950046156
0,5,0.0625,0.015625,8,1.46484375E-5,2.34375E-4,-15.440377267660708
0,5,0.0625,0.03125,8,2.9296875E-5,4.6875E-4,-29.85375723728731
0,5,0.0625,0.0625,8,5.859375E-5,9.375E-4,-56.8989105986688
0,5,0.0625,0.125,8,1.171875E-4,0.001875,-106.31345083001146
0,5,0.0625,0.25,8,2.34375E-4,0.00375,-192.7020107607807
0,5,0.0625,0.5,8,4.6875E-4,0.0075,-331.8975979568655
0,5,0.0625,1,8,9.375E-4,0.015,-536.8804147525655
0,5,0.125,0.00390625,8,7.32421875E-6,5.859375E-5,-7.942836095840889
0,5,0.125,0.0078125,8,1.46484375E-5,1.171875E-4,-15.635698040345286
0,5,0.125,0.015625,8,2.9296875E-5,2.34375E-4,-30.50300715671159
0,5,0.125,0.03125,8,5.859375E-5,4.6875E-4,-58.406219158017066
0,5,0.125,0.0625,8,1.171875E-4,9.375E-4,-109.94425460239367
0,5,0.125,0.125,8,2.34375E-4,0.001875,-201.00922311352784
0,5,0.125,0.25,8,4.6875E-4,0.00375,-350.5407449229749
0,5,0.125,0.5,8,9.375E-4,0.0075,-578.6851346813363
0,5,0.125,1,8,0.001875,0.015,-889.8767458242003
0,5,0.25,0.00390625,8,1.46484375E-5,5.859375E-5,-15.745482462023148
0,5,0.25,0.0078125,8,2.9296875E-5,1.171875E-4,-30.863733526450165
0,5,0.25,0.015625,8,5.859375E-5,2.34375E-4,-59.67627761194687
0,5,0.25,0.03125,8,1.171875E-4,4.6875E-4,-112.70136545638475
0,5,0.25,0.0625,8,2.34375E-4,9.375E-4,-207.94259514725633
0,5,0.25,0.125,8,4.6875E-4,0.001875,-366.32863901745554
0,5,0.25,0.25,8,9.375E-4,0.00375,-613.4118141401866
0,5,0.25,0.5,8,0.001875,0.0075,-965.2923707586631
0,5,0.25,1,8,0.00375,0.015,-1408.404182064915
0,5,0.5,0.00390625,8,2.9296875E-5,5.859375E-5,-31.082399887856866
0,5,0.5,0.0078125,8,5.859375E-5,1.171875E-4,-60.34878655193886
0,5,0.5,0.015625,8,1.171875E-4,2.34375E-4,-115.07306008063193
0,5,0.5,0.03125,8,2.34375E-4,4.6875E-4,-213.0252493033859
0,5,0.5,0.0625,8,4.6875E-4,9.375E-4,-379.034003860771
0,5,0.5,0.125,8,9.375E-4,0.001875,-642.0583636760305
0,5,0.5,0.25,8,0.001875,0.00375,-1028.453982764359
0,5,0.5,0.5,8,0.00375,0.0075,-1541.3679710431784
0,5,0.5,1,8,0.0075,0.015,-2122.0459556623887
0,5,1,0.00390625,8,5.859375E-5,5.859375E-5,-60.68697484691745
0,5,1,0.0078125,8,1.171875E-4,1.171875E-4,-116.22584257395152
0,5,1,0.015625,8,2.34375E-4,2.34375E-4,-216.7629864218132
0,5,1,0.03125,8,4.6875E-4,4.6875E-4,-388.24141304839543
0,5,1,0.0625,8,9.375E-4,9.375E-4,-664.7038442976393
0,5,1,0.125,8,0.001875,0.001875,-1078.7492954827153
0,5,1,0.25,8,0.00375,0.00375,-1650.8321384380513
0,5,1,0.5,8,0.0075,0.0075,-2343.0578484769817
0,5,1,1,8,0.015,0.015,-2987.3600082894927
0,7,0.03125,0.00390625,8,1.8310546875E-6,5.859375E-5,-2.0060694430286503
0,7,0.03125,0.0078125,8,3.662109375E-6,1.171875E-4,-3.9707045998331663
0,7,0.03125,0.015625,8,7.32421875E-6,2.34375E-4,-7.833410306227193
0,7,0.03125,0.03125,8,1.46484375E-5,4.6875E-4,-15.280733666988981
0,7,0.03125,0.0625,8,2.9296875E-5,9.375E-4,-29.675927810277116
0,7,0.03125,0.125,8,5.859375E-5,0.001875,-56.503502247325805
0,7,0.03125,0.25,8,1.171875E-4,0.00375,-105.49355485027456
0,7,0.03125,0.5,8,2.34375E-4,0.0075,-190.7050817975731
0,7,0.03125,1,8,4.6875E-4,0.015,-325.62266448215826
0,7,0.0625,0.00390625,8,3.662109375E-6,5.859375E-5,-3.998330891741631
0,7,0.0625,0.0078125,8,7.32421875E-6,1.171875E-4,-7.909592787514734
0,7,0.0625,0.015625,8,1.46484375E-5,2.34375E-4,-15.554794566021371
0,7,0.0625,0.03125,8,2.9296875E-5,4.6875E-4,-30.198918978090898
0,7,0.0625,0.0625,8,5.859375E-5,9.375E-4,-57.88633849871241
0,7,0.0625,0.125,8,1.171875E-4,0.001875,-108.93303066209857
0,7,0.0625,0.25,8,2.34375E-4,0.00375,-198.92073029124705
0,7,0.0625,0.5,8,4.6875E-4,0.0075,-345.1815526276919
0,7,0.0625,1,8,9.375E-4,0.015,-562.6476277877863
0,7,0.125,0.00390625,8,7.32421875E-6,5.859375E-5,-7.961466183299464
0,7,0.125,0.0078125,8,1.46484375E-5,1.171875E-4,-15.69967170651001
0,7,0.125,0.015625,8,2.9296875E-5,2.34375E-4,-30.710283720440252
0,7,0.125,0.03125,8,5.859375E-5,4.6875E-4,-59.00821440445138
0,7,0.125,0.0625,8,1.171875E-4,9.375E-4,-111.68225308467525
0,7,0.125,0.125,8,2.34375E-4,0.001875,-205.45652254266375
0,7,0.125,0.25,8,4.6875E-4,0.00375,-360.5289652299954
0,7,0.125,0.5,8,9.375E-4,0.0075,-599.0883990452985
0,7,0.125,1,8,0.001875,0.015,-928.2121015583256
0,7,0.25,0.00390625,8,1.46484375E-5,5.859375E-5,-15.776786869434716
0,7,0.25,0.0078125,8,2.9296875E-5,1.171875E-4,-30.976300768998495
0,7,0.25,0.015625,8,5.859375E-5,2.34375E-4,-60.03600551611119
0,7,0.25,0.03125,8,1.171875E-4,4.6875E-4,-113.72762183986993
0,7,0.25,0.0625,8,2.34375E-4,9.375E-4,-210.80991923274914
0,7,0.25,0.125,8,4.6875E-4,0.001875,-373.1812003355598
0,7,0.25,0.25,8,9.375E-4,0.00375,-628.0781577187308
0,7,0.25,0.5,8,0.001875,0.0075,-994.3556934569615
0,7,0.25,1,8,0.00375,0.015,-1461.1392278956519
0,7,0.5,0.00390625,8,2.9296875E-5,5.859375E-5,-31.139374733904162
0,7,0.5,0.0078125,8,5.859375E-5,1.171875E-4,-60.54331747439552
0,7,0.5,0.015625,8,1.171875E-4,2.34375E-4,-115.66880528988389
0,7,0.5,0.03125,8,2.34375E-4,4.6875E-4,-214.68737831460092
0,7,0.5,0.0625,8,4.6875E-4,9.375E-4,-383.25714236621417
0,7,0.5,0.125,8,9.375E-4,0.001875,-651.555998704097
0,7,0.5,0.25,8,0.001875,0.00375,-1048.1309301165613
0,7,0.5,0.5,8,0.00375,0.0075,-1579.36013466946
0,7,0.5,1,8,0.0075,0.015,-2187.390708256223
0,7,1,0.00390625,8,5.859375E-5,5.859375E-5,-60.782968860294545
0,7,1,0.0078125,8,1.171875E-4,1.171875E-4,-116.54655856955026
0,7,1,0.015625,8,2.34375E-4,2.34375E-4,-217.67644431936384
0,7,1,0.03125,8,4.6875E-4,4.6875E-4,-390.59886409666166
0,7,1,0.0625,8,9.375E-4,9.375E-4,-670.1950314853767
0,7,1,0.125,8,0.001875,0.001875,-1090.6262829841608
0,7,1,0.25,8,0.00375,0.00375,-1674.898098812006
0,7,1,0.5,8,0.0075,0.0075,-2387.662466738604
0,7,1,1,8,0.015,0.015,-3059.1516407109343
0,10,0.03125,0.00390625,8,1.8310546875E-6,5.859375E-5,-2.0101329461482464
0,10,0.03125,0.0078125,8,3.662109375E-6,1.171875E-4,-3.9841341080695356
0,10,0.03125,0.015625,8,7.32421875E-6,2.34375E-4,-7.876983973985377
0,10,0.03125,0.03125,8,1.46484375E-5,4.6875E-4,-15.412931328554205
0,10,0.03125,0.0625,8,2.9296875E-5,9.375E-4,-30.083503559783015
0,10,0.03125,0.125,8,5.859375E-5,0.001875,-57.62116094733859
0,10,0.03125,0.25,8,1.171875E-4,0.00375,-108.32286214021241
0,10,0.03125,0.5,8,2.34375E-4,0.0075,-197.36217005327268
0,10,0.03125,1,8,4.6875E-4,0.015,-339.9857202839618
0,10,0.0625,0.00390625,8,3.662109375E-6,5.859375E-5,-4.004888840631011
0,10,0.0625,0.0078125,8,7.32421875E-6,1.171875E-4,-7.9329459859689795
0,10,0.0625,0.015625,8,1.46484375E-5,2.34375E-4,-15.632976713477369
0,10,0.0625,0.03125,8,2.9296875E-5,4.6875E-4,-30.442043475263127
0,10,0.0625,0.0625,8,5.859375E-5,9.375E-4,-58.60692544756269
0,10,0.0625,0.125,8,1.171875E-4,0.001875,-110.92773571686624
0,10,0.0625,0.25,8,2.34375E-4,0.00375,-203.85031748696383
0,10,0.0625,0.5,8,4.6875E-4,0.0075,-356.2551037813893
0,10,0.0625,1,8,9.375E-4,0.015,-585.6799276054854
0,10,0.125,0.00390625,8,7.32421875E-6,5.859375E-5,-7.972443252377502
0,10,0.125,0.0078125,8,1.46484375E-5,1.171875E-4,-15.740336867899877
0,10,0.125,0.015625,8,2.9296875E-5,2.34375E-4,-30.850132954089553
0,10,0.125,0.03125,8,5.859375E-5,4.6875E-4,-59.42517663414648
0,10,0.125,0.0625,8,1.171875E-4,9.375E-4,-112.94718977360202
0,10,0.125,0.125,8,2.34375E-4,0.001875,-208.83021353042903
0,10,0.125,0.25,8,4.6875E-4,0.00375,-368.43069263717376
0,10,0.125,0.5,8,9.375E-4,0.0075,-616.1997901672182
0,10,0.125,1,8,0.001875,0.015,-962.8606754800331
0,10,0.25,0.00390625,8,1.46484375E-5,5.859375E-5,-15.794535448087515
0,10,0.25,0.0078125,8,2.9296875E-5,1.171875E-4,-31.04793626093541
0,10,0.25,0.015625,8,5.859375E-5,2.34375E-4,-60.278124019392266
0,10,0.25,0.03125,8,1.171875E-4,4.6875E-4,-114.438116466322
0,10,0.25,0.0625,8,2.34375E-4,9.375E-4,-212.89384409125987
0,10,0.25,0.125,8,4.6875E-4,0.001875,-378.3516865581565
0,10,0.25,0.25,8,9.375E-4,0.00375,-639.715985071384
0,10,0.25,0.5,8,0.001875,0.0075,-1018.9231431251354
0,10,0.25,1,8,0.00375,0.015,-1509.1890279834886
0,10,0.5,0.00390625,8,2.9296875E-5,5.859375E-5,-31.17424935099956
0,10,0.5,0.0078125,8,5.859375E-5,1.171875E-4,-60.66995565230187
0,10,0.5,0.015625,8,1.171875E-4,2.34375E-4,-116.07239928142275
0,10,0.5,0.03125,8,2.34375E-4,4.6875E-4,-215.8475896920354
0,10,0.5,0.0625,8,4.6875E-4,9.375E-4,-386.3054776709258
0,10,0.5,0.125,8,9.375E-4,0.001875,-658.7093887289545
0,10,0.5,0.25,8,0.001875,0.00375,-1063.8259900357466
0,10,0.5,0.5,8,0.00375,0.0075,-1611.6141909586877
0,10,0.5,1,8,0.0075,0.015,-2247.2894789967268
0,10,1,0.00390625,8,5.859375E-5,5.859375E-5,-60.84382293840463
0,10,1,0.0078125,8,1.171875E-4,1.171875E-4,-116.75946342095948
0,10,1,0.015625,8,2.34375E-4,2.34375E-4,-218.29369987476363
0,10,1,0.03125,8,4.6875E-4,4.6875E-4,-392.2299642965712
0,10,1,0.0625,8,9.375E-4,9.375E-4,-674.1250985273523
0,10,1,0.125,8,0.001875,0.001875,-1099.566577262546
0,10,1,0.25,8,0.00375,0.00375,-1694.1069841456701
0,10,1,0.5,8,0.0075,0.0075,-2425.5146502049947
0,10,1,1,8,0.015,0.015,-3125.5388874204154
0.25,1,0.03125,0.00390625,8,1.8310546875E-6,5.859375E-5,13.773852965492551
0.25,1,0.03125,0.0078125,8,3.662109375E-6,1.171875E-4,26.4952756588319
0.25,1,0.03125,0.015625,8,7.32421875E-6,2.34375E-4,49.74082632451818
0.25,1,0.03125,0.03125,8,1.46484375E-5,4.6875E-4,90.18923470570093
0.25,1,0.03125,0.0625,8,2.9296875E-5,9.375E-4,157.16657543441642
0.25,1,0.03125,0.125,8,5.859375E-5,0.001875,260.89575370498886
0.25,1,0.03125,0.25,8,1.171875E-4,0.00375,411.6186354674532
0.25,1,0.03125,0.5,8,2.34375E-4,0.0075,609.5938818073621
0.25,1,0.03125,1,8,4.6875E-4,0.015,824.3035333022158
0.25,1,0.0625,0.00390625,8,3.662109375E-6,5.859375E-5,12.356070277638764
0.25,1,0.0625,0.0078125,8,7.32421875E-6,1.171875E-4,23.74271294766585
0.25,1,0.0625,0.015625,8,1.46484375E-5,2.34375E-4,44.39809209684539
0.25,1,0.0625,0.03125,8,2.9296875E-5,4.6875E-4,80.200673038287
0.25,1,0.0625,0.0625,8,5.859375E-5,9.375E-4,139.05617271813662
0.25,1,0.0625,0.125,8,1.171875E-4,0.001875,228.49024583853554
0.25,1,0.0625,0.25,8,2.34375E-4,0.00375,354.1968380092123
0.25,1,0.0625,0.5,8,4.6875E-4,0.0075,511.50232333581073
0.25,1,0.0625,1,8,9.375E-4,0.015,665.3002585745423
0.25,1,0.125,0.00390625,8,7.32421875E-6,5.859375E-5,9.476901640831016
0.25,1,0.125,0.0078125,8,1.46484375E-5,1.171875E-4,18.154070153146687
0.25,1,0.125,0.015625,8,2.9296875E-5,2.34375E-4,33.78686643814909
0.25,1,0.125,0.03125,8,5.859375E-5,4.6875E-4,60.695069928437846
0.25,1,0.125,0.0625,8,1.171875E-4,9.375E-4,103.77968656102948
0.25,1,0.125,0.125,8,2.34375E-4,0.001875,166.4369943437971
0.25,1,0.125,0.25,8,4.6875E-4,0.00375,248.73563404716288
0.25,1,0.125,0.5,8,9.375E-4,0.0075,339.48873496109735
0.25,1,0.125,1,8,0.001875,0.015,403.38548929820536
0.25,1,0.25,0.00390625,8,1.46484375E-5,5.859375E-5,3.751509825224275
0.25,1,0.25,0.0078125,8,2.9296875E-5,1.171875E-4,7.14142222519985
0.25,1,0.25,0.015625,8,5.859375E-5,2.34375E-4,13.096860020143222
0.25,1,0.25,0.03125,8,1.171875E-4,4.6875E-4,22.898378501151775
0.25,1,0.25,0.0625,8,2.34375E-4,9.375E-4,36.7895778896912
0.25,1,0.25,0.125,8,4.6875E-4,0.001875,52.67807405315342
0.25,1,0.25,0.25,8,9.375E-4,0.00375,63.106873737416265
0.25,1,0.25,0.5,8,0.001875,0.0075,54.54717665073326
0.25,1,0.25,1,8,0.00375,0.015,0.9647331660672194
0.25,1,0.5,0.00390625,8,2.9296875E-5,5.859375E-5,-7.516942775194821
0.25,1,0.5,0.0078125,8,5.859375E-5,1.171875E-4,-14.320244647264637
0.25,1,0.5,0.015625,8,1.171875E-4,2.34375E-4,-26.678052934961254
0.25,1,0.5,0.03125,8,2.34375E-4,4.6875E-4,-48.340177810260506
0.25,1,0.5,0.0625,8,4.6875E-4,9.375E-4,-84.91588933165684
0.25,1,0.5,0.125,8,9.375E-4,0.001875,-146.15344490495258
